id	type	code	parent	name	description	level	hierarchy
SubBituminousCoal	ServiceSubclass	144121	14412	Sub-bituminous coal	This subclass comprises sub-bituminous coal	3	Subclass
SubBituminousCoal1441211	Service	1441211	144121	Sub-bituminous coal	Non-agglomerating coal with a gross calorific value equal to or greater than 20	4	Detail
Lignite	ServiceSubclass	144122	14412	Lignite	This subclass comprises lignite	3	Subclass
Lignite1441221	Service	1441221	144122	Lignite	Non-agglomerating coal with a gross calorific value less than 20	4	Detail
NuclearFuelOtherEnergyProducts	ServiceGroup	145		Nuclear fuel and other energy products	This group comprises nuclear fuel	1	Group
NuclearFuel	ServiceClass	14511	145	Nuclear fuel	This class comprises nuclear fuel; fissionable materials that have been enriched to such a composition that	2	Class
NuclearFuel145111	ServiceSubclass	145111	14511	Nuclear fuel	This subclass comprises nuclear fuel; fissionable materials that have been enriched to such a composition that	3	Subclass
NuclearFuel1451111	Service	1451111	145111	Nuclear fuel	Fissionable materials that have been enriched to such a composition that	4	Detail
FuelWoodSolidFuelProductsNEC	ServiceClass	14512	145	Fuel wood and solid fuel products n.e.c.	This class comprises fuel wood	2	Class
FuelWood	ServiceSubclass	145121	14512	Fuel wood	This subclass comprises fuel wood.	3	Subclass
FuelWoodHardwood	Service	1451211	145121	Fuel wood of hardwood	Fuel wood of hardwood.	4	Detail
FuelWoodSoftwood	Service	1451212	145121	Fuel wood of softwood	Fuel wood of softwood.	4	Detail
SolidFuelProducts	ServiceSubclass	145122	14512	Solid fuel products		3	Subclass
FuelProductsWasteWood	Service	1451221	145122	Fuel products of waste wood	Fuel products of waste wood.	4	Detail
PeatBriquettesOtherPeatProductsUsedAsFuel	Service	1451222	145122	Peat briquettes and other peat products used as fuel	Peat briquettes and other peat products used as fuel.	4	Detail
OtherSolidFuelProducts	Service	1451223	145122	Other solid fuel products		4	Detail
SteamHeatedCooledAirWater	ServiceClass	14513	145	Steam and heated or cooled air or water	This class comprises steam and heated or cooled air or water.	2	Class
Steam	ServiceSubclass	145131	14513	Steam	This subclass comprises steam.	3	Subclass
Steam1451311	Service	1451311	145131	Steam	Steam.	4	Detail
HeatedCooledAirWater	ServiceSubclass	145132	14513	Heated or cooled air or water	This subclass comprises heated or cooled air or water.	3	Subclass
HeatedCooledAirWater1451321	Service	1451321	145132	Heated or cooled air or water	Heated or cooled air or water.	4	Detail
Electricity	ServiceGroup	146		Electricity	This group comprises all forms of generated electricity.	1	Group
Electricity14611	ServiceClass	14611	146	Electricity	This class comprises all forms of generated electricity.	2	Class
Electricity146111	ServiceSubclass	146111	14611	Electricity	This subclass comprises all forms of generated electricity.	3	Subclass
ThermalGenerationElectricity	Service	1461111	146111	Thermal generation electricity (except nuclear and geothermal)	Electricity generated from thermal energy released by combustion of combustible fuels	4	Detail
NuclearElectricity	Service	1461112	146111	Nuclear electricity	Electricity generated at an electric power plant whose turbines are driven by steam generated in a reactor by heat from the fission of nuclear fuel.	4	Detail
HydroElectricity	Service	1461113	146111	Hydro-electricity	Electric power generated from a plant in which turbine generators are driven by flowing water.	4	Detail
TidalElectricity	Service	1461114	146111	Tidal electricity	Electric power generated from a plant in which turbine generators are driven from tidal movements.	4	Detail
WindElectricity	Service	1461115	146111	Wind electricity	Electric power generated from a plant in which the prime mover is a wind turbine. Electric power is generated by the conversion of wind power into mechanical energy.	4	Detail
SolarElectricity	Service	1461116	146111	Solar electricity	Electricity generated using photovoltaic (PV) technology which converts sunlight into electricity.	4	Detail
WaveElectricity	Service	1461117	146111	Wave electricity	Electricity generated from mechanical energy derived from wave motion.	4	Detail
GeothermalElectricity	Service	1461118	146111	Geothermal electricity	Electricity generated from heat emitted from within the earth's crust	4	Detail
OtherFormsElectricity	Service	1461119	146111	Other forms of electricity	Electricity generated from other non-combustible methods.	4	Detail
NaturalGasDistribution	ServiceGroup	147		Natural gas distribution	This group comprises natural gas distribution services through mains.	1	Group
NaturalGasDistribution14711	ServiceClass	14711	147	Natural gas distribution	This class comprises natural gas distribution services through mains.	2	Class
NaturalGasDistribution147111	ServiceSubclass	147111	14711	Natural gas distribution		3	Subclass
NaturalGasDeliveriesIndustrialSystemsGasConsumers	Service	1471111	147111	Natural gas deliveries to industrial systems gas consumers	Natural gas delivered to industrial systems gas consumers.	4	Detail
NaturalGasDeliveriesCommercialInstitutionalSystemsGasConsumers	Service	1471112	147111	Natural gas deliveries to commercial and institutional systems gas consumers	Natural gas delivered to commercial and institutional systems gas consumers.	4	Detail
NaturalGasDeliveriesResidentialSystemsGasConsumers	Service	1471113	147111	Natural gas deliveries to residential systems gas consumers	Natural gas delivered to residential systems gas consumers.	4	Detail
NaturalGasDistribution147112	ServiceSubclass	147112	14711	Natural gas distribution		3	Subclass
NaturalGasDeliveriesIndustrialConsumersEnrolledThirdPartyMarketers	Service	1471121	147112	Natural gas deliveries to industrial consumers enrolled with third party marketers	Natural gas delivered to industrial consumers enrolled with third party marketers.	4	Detail
NaturalGasDeliveriesCommercialInstitutionalConsumersEnrolledThirdPartyMarketers	Service	1471122	147112	Natural gas deliveries to commercial and institutional consumers enrolled with third party marketers	Natural gas delivered to commercial and institutional consumers enrolled with third party marketers.	4	Detail
NaturalGasDeliveriesResidentialConsumersEnrolledThirdPartyMarketers	Service	1471123	147112	Natural gas deliveries to residential consumers enrolled with third party marketers	Natural gas delivered to residential consumers enrolled with third party marketers.	4	Detail
NaturalGasDistributionConsumersHavingPurchasedDirectlySuppliers	ServiceSubclass	147113	14711	Natural gas distribution to consumers having purchased directly from suppliers	This subclass comprises natural gas deliveries to consumers directly from suppliers.	3	Subclass
NaturalGasDeliveriesIndustrialConsumersHavingPurchasedDirectlySuppliers	Service	1471131	147113	Natural gas deliveries to industrial consumers having purchased directly from suppliers	Natural gas delivered to industrial consumers who have purchased their own natural gas directly from the suppliers.	4	Detail
NaturalGasDeliveriesCommercialInstitutionalConsumersHavingPurchasedDirectlySuppliers	Service	1471132	147113	Natural gas deliveries to commercial and institutional consumers having purchased directly from suppliers	Natural gas delivered to commercial and institutional consumers who have purchased their own natural gas directly from the suppliers.	4	Detail
NaturalGasDeliveriesResidentialConsumersHavingPurchasedDirectlySuppliers	Service	1471133	147113	Natural gas deliveries to residential consumers having purchased directly from suppliers	Natural gas delivered to residential consumers who have purchased their own natural gas directly from the suppliers.	4	Detail
OtherNaturalGasDeliveries	ServiceSubclass	147114	14711	Other natural gas deliveries	This subclass comprises other natural gas deliveries.	3	Subclass
NaturalGasDeliveriesTransmissionPipelines	Service	1471141	147114	Natural gas deliveries to transmission pipelines	Natural gas delivered to transmission pipelines.	4	Detail
NaturalGasDeliveriesStorageFacilities	Service	1471142	147114	Natural gas deliveries to storage facilities	Natural gas delivered to storage facilities.	4	Detail
NaturalGasDeliveriesOtherGasDistributors	Service	1471143	147114	Natural gas deliveries to other gas distributors	Natural gas delivered to other gas distributors.	4	Detail
IronOresConcentrates	ServiceGroup	151		Iron ores and concentrates	This group comprises iron ores and concentrates.	1	Group
IronOresConcentrates15111	ServiceClass	15111	151	Iron ores and concentrates	This class comprises iron ores and concentrates.	2	Class
IronOresConcentrates151111	ServiceSubclass	151111	15111	Iron ores and concentrates	This subclass comprises iron ores and concentrates.	3	Subclass
IronOresConcentrates1511111	Service	1511111	151111	Iron ores and concentrates	Iron ores and concentrates.	4	Detail
CopperOresConcentrates	ServiceGroup	152		Copper ores and concentrates	This group comprises copper ores and concentrates.	1	Group
CopperOresConcentrates15211	ServiceClass	15211	152	Copper ores and concentrates	This class comprises copper ores and concentrates.	2	Class
CopperOresConcentrates152111	ServiceSubclass	152111	15211	Copper ores and concentrates	This subclass comprises copper ores and concentrates.	3	Subclass
CopperOresConcentrates1521111	Service	1521111	152111	Copper ores and concentrates	Copper ores and concentrates.	4	Detail
NickelOresConcentrates	ServiceGroup	153		Nickel ores and concentrates	This group comprises nickel ores and concentrates.	1	Group
NickelOresConcentrates15311	ServiceClass	15311	153	Nickel ores and concentrates	This class comprises nickel ores and concentrates.	2	Class
NickelOresConcentrates153111	ServiceSubclass	153111	15311	Nickel ores and concentrates	This subclass comprises nickel ores and concentrates.	3	Subclass
NickelOresConcentrates1531111	Service	1531111	153111	Nickel ores and concentrates	Nickel ores and concentrates.	4	Detail
RadioactiveOresConcentrates	ServiceGroup	154		Radioactive ores and concentrates	This group comprises radioactive ores and concentrates.	1	Group
RadioactiveOresConcentrates15411	ServiceClass	15411	154	Radioactive ores and concentrates	This class comprises radioactive ores and concentrates.	2	Class
RadioactiveOresConcentrates154111	ServiceSubclass	154111	15411	Radioactive ores and concentrates	This subclass comprises radioactive ores and concentrates.	3	Subclass
RadioactiveOresConcentrates1541111	Service	1541111	154111	Radioactive ores and concentrates	Radioactive ores and concentrates.	4	Detail
OtherMetalOresConcentrates	ServiceGroup	155		Other metal ores and concentrates	This group comprises other metal ores and concentrates.	1	Group
Gold	ServiceClass	15511	155	Gold	and platinum group metal ores and concentrates	2	Class
GoldOres	ServiceSubclass	155111	15511	Gold ores		3	Subclass
GoldOres1551111	Service	1551111	155111	Gold ores		4	Detail
SilverOres	ServiceSubclass	155112	15511	Silver ores		3	Subclass
SilverOres1551121	Service	1551121	155112	Silver ores		4	Detail
PlatinumGroupMetalOresConcentrates	ServiceSubclass	155113	15511	Platinum group metal ores and concentrates	This subclass comprises platinum group metal ores and concentrates.	3	Subclass
PlatinumGroupMetalOresConcentrates1551131	Service	1551131	155113	Platinum group metal ores and concentrates	Platinum group metal ores and concentrates.	4	Detail
BauxiteAluminumOxide	ServiceClass	15521	155	Bauxite and aluminum oxide	This class comprises bauxite and aluminum oxide.	2	Class
BauxiteNaturalAlumina	ServiceSubclass	155211	15521	Bauxite and natural alumina	This subclass comprises bauxite and natural alumina.	3	Subclass
BauxiteNaturalAlumina1552111	Service	1552111	155211	Bauxite and natural alumina	Bauxite and natural alumina.	4	Detail
RefinedAluminumOxide	ServiceSubclass	155212	15521	Refined aluminum oxide	This subclass comprises refined aluminum oxide.	3	Subclass
RefinedAluminumOxide1552121	Service	1552121	155212	Refined aluminum oxide	Refined aluminum oxide.	4	Detail
LeadZincOresConcentrates	ServiceClass	15522	155	Lead and zinc ores and concentrates	This class comprises lead and zinc ores and concentrates.	2	Class
LeadOresConcentrates	ServiceSubclass	155221	15522	Lead ores and concentrates	This subclass comprises lead ores and concentrates.	3	Subclass
LeadOresConcentrates1552211	Service	1552211	155221	Lead ores and concentrates	Lead ores and concentrates.	4	Detail
ZincOresConcentrates	ServiceSubclass	155222	15522	Zinc ores and concentrates	This subclass comprises zinc ores and concentrates.	3	Subclass
ZincOresConcentrates1552221	Service	1552221	155222	Zinc ores and concentrates	Zinc ores and concentrates.	4	Detail
OtherMetalOresConcentrates15523	ServiceClass	15523	155	Other metal ores and concentrates		2	Class
FerroAlloyOresConcentrates	ServiceSubclass	155231	15523	Ferro-alloy ores and concentrates	This subclass comprises ferro-alloy ores and concentrates.	3	Subclass
FerroAlloyOresConcentrates1552311	Service	1552311	155231	Ferro-alloy ores and concentrates	Ferro-alloy ores and concentrates.	4	Detail
OtherMiscellaneousMetalOresConcentrates	ServiceSubclass	155232	15523	Other miscellaneous metal ores and concentrates		3	Subclass
CobaltOresConcentrates	Service	1552321	155232	Cobalt ores and concentrates	Cobalt ores and concentrates.	4	Detail
OtherMiscellaneousMetalOresConcentrates1552322	Service	1552322	155232	Other miscellaneous metal ores and concentrates (except cobalt)		4	Detail
WasteScrapMetal	ServiceGroup	156		Waste and scrap of metal	This group comprises waste and scrap of metal.	1	Group
WasteScrapIronSteel	ServiceClass	15611	156	Waste and scrap of iron and steel	This class comprises waste and scrap of iron and steel.	2	Class
WasteScrapIronSteel156111	ServiceSubclass	156111	15611	Waste and scrap of iron and steel	This subclass comprises waste and scrap of iron and steel.	3	Subclass
WasteScrapIronSteel1561111	Service	1561111	156111	Waste and scrap of iron and steel	Waste and scrap of iron and steel.	4	Detail
WasteScrapNonFerrousMetals	ServiceClass	15612	156	Waste and scrap of non-ferrous metals	This class comprises waste and scrap of non-ferrous metals.	2	Class
WasteScrapAluminumAluminumAlloys	ServiceSubclass	156121	15612	Waste and scrap of aluminum and aluminum alloys	This subclass comprises waste and scrap of aluminum and aluminum alloys.	3	Subclass
WasteScrapAluminumAluminumAlloys1561211	Service	1561211	156121	Waste and scrap of aluminum and aluminum alloys	Waste and scrap of aluminum and aluminum alloys.	4	Detail
WasteScrapOtherNonFerrousMetals	ServiceSubclass	156122	15612	Waste and scrap of other non-ferrous metals	This subclass comprises waste and scrap of other non-ferrous metals.	3	Subclass
WasteScrapCopperCopperAlloys	Service	1561221	156122	Waste and scrap of copper and copper alloys	Waste and scrap of copper and copper alloys.	4	Detail
WasteScrapGold	Service	1561222	156122	Waste and scrap of gold	and platinum group metals	4	Detail
WasteScrapOtherNonFerrousMetalsOtherNonFerrousMetalBaseAlloys	Service	1561223	156122	Waste and scrap of other non-ferrous metals and other non-ferrous metal-base alloys	Waste and scrap of other non-ferrous metals and other non-ferrous metal-base alloys.	4	Detail
WasteScrapWood	ServiceGroup	157		Waste and scrap of wood	paper and paperboard	1	Group
WasteScrapWoodWoodProducts	ServiceClass	15711	157	Waste and scrap of wood and wood by-products	This class comprises waste and scrap of wood and wood by-products.	2	Class
WoodSawdustShavings	ServiceSubclass	157111	15711	Wood sawdust and shavings	This subclass comprises wood sawdust and shavings.	3	Subclass
SoftwoodSawdust	Service	1571111	157111	Softwood sawdust (except agglomerated)	Softwood sawdust	4	Detail
