compound	component	position	totalComponents
ProspectiveCurrentCustomers	Prospective	0	3
ProspectiveCurrentCustomers	Current	1	3
ProspectiveCurrentCustomers	Customers	2	3
TelephoneThroughVisits	Telephone	0	3
TelephoneThroughVisits	Through	1	3
TelephoneThroughVisits	Visits	2	3
ShippingRates	Shipping	0	2
ShippingRates	Rates	1	2
SensitiveCargoes	Sensitive	0	2
SensitiveCargoes	Cargoes	1	2
ApplicableDuties	Applicable	0	2
ApplicableDuties	Duties	1	2
CustomsClearance	Customs	0	2
CustomsClearance	Clearance	1	2
FactorsSuchAsShippingOptions	Factors	0	5
FactorsSuchAsShippingOptions	Such	1	5
FactorsSuchAsShippingOptions	As	2	5
FactorsSuchAsShippingOptions	Shipping	3	5
FactorsSuchAsShippingOptions	Options	4	5
RegulationsAffectingShipments	Regulations	0	3
RegulationsAffectingShipments	Affecting	1	3
RegulationsAffectingShipments	Shipments	2	3
CustomsPaperwork	Customs	0	2
CustomsPaperwork	Paperwork	1	2
InvoicesQuotations	Invoices	0	2
InvoicesQuotations	Quotations	1	2
CostQuotations	Cost	0	2
CostQuotations	Quotations	1	2
EfficientMethods	Efficient	0	2
EfficientMethods	Methods	1	2
MovingGoods	Moving	0	2
MovingGoods	Goods	1	2
GoodsDispatched	Goods	0	2
GoodsDispatched	Dispatched	1	2
CommonDestination	Common	0	2
CommonDestination	Destination	1	2
IndividualShippers	Individual	0	2
IndividualShippers	Shippers	1	2
ProperPackaging	Proper	0	2
ProperPackaging	Packaging	1	2
RelevantLegislation	Relevant	0	2
RelevantLegislation	Legislation	1	2
OtherFactorsCouldAffectFreightShipping	Other	0	6
OtherFactorsCouldAffectFreightShipping	Factors	1	6
OtherFactorsCouldAffectFreightShipping	Could	2	6
OtherFactorsCouldAffectFreightShipping	Affect	3	6
OtherFactorsCouldAffectFreightShipping	Freight	4	6
OtherFactorsCouldAffectFreightShipping	Shipping	5	6
AreasSuchAsTradeFinancing	Areas	0	5
AreasSuchAsTradeFinancing	Such	1	5
AreasSuchAsTradeFinancing	As	2	5
AreasSuchAsTradeFinancing	Trade	3	5
AreasSuchAsTradeFinancing	Financing	4	5
MarineInsurance	Marine	0	2
MarineInsurance	Insurance	1	2
FacilitatePassage	Facilitate	0	2
FacilitatePassage	Passage	1	2
MinimizeCostImpacts	Minimize	0	3
MinimizeCostImpacts	Cost	1	3
MinimizeCostImpacts	Impacts	2	3
EnvironmentalRecords	Environmental	0	2
EnvironmentalRecords	Records	1	2
InformShippingDecisions	Inform	0	3
InformShippingDecisions	Shipping	1	3
InformShippingDecisions	Decisions	2	3
EnvironmentalSustainabilityFactorsWhenDeterminingMerchandisePackingMethods	Environmental	0	8
EnvironmentalSustainabilityFactorsWhenDeterminingMerchandisePackingMethods	Sustainability	1	8
EnvironmentalSustainabilityFactorsWhenDeterminingMerchandisePackingMethods	Factors	2	8
EnvironmentalSustainabilityFactorsWhenDeterminingMerchandisePackingMethods	When	3	8
EnvironmentalSustainabilityFactorsWhenDeterminingMerchandisePackingMethods	Determining	4	8
EnvironmentalSustainabilityFactorsWhenDeterminingMerchandisePackingMethods	Merchandise	5	8
EnvironmentalSustainabilityFactorsWhenDeterminingMerchandisePackingMethods	Packing	6	8
EnvironmentalSustainabilityFactorsWhenDeterminingMerchandisePackingMethods	Methods	7	8
ObtainingInsuranceReimbursements	Obtaining	0	3
ObtainingInsuranceReimbursements	Insurance	1	3
ObtainingInsuranceReimbursements	Reimbursements	2	3
EmergencyMedicalInstructions	Emergency	0	3
EmergencyMedicalInstructions	Medical	1	3
EmergencyMedicalInstructions	Instructions	2	3
DetermineLocationsNature	Determine	0	3
DetermineLocationsNature	Locations	1	3
DetermineLocationsNature	Nature	2	3
ResponseNeeded	Response	0	2
ResponseNeeded	Needed	1	2
IncomingTelephoneSystemCalls	Incoming	0	4
IncomingTelephoneSystemCalls	Telephone	1	4
IncomingTelephoneSystemCalls	System	2	4
IncomingTelephoneSystemCalls	Calls	3	4
AlarmSystemCalls	Alarm	0	3
AlarmSystemCalls	System	1	3
AlarmSystemCalls	Calls	2	3
EmergencySites	Emergency	0	2
EmergencySites	Sites	1	2
ComputerScreen	Computer	0	2
ComputerScreen	Screen	1	2
DetermineLocationsDirections	Determine	0	3
DetermineLocationsDirections	Locations	1	3
DetermineLocationsDirections	Directions	2	3
ProvideDirections	Provide	0	2
ProvideDirections	Directions	1	2
StatusChartsScreens	Status	0	3
StatusChartsScreens	Charts	1	3
StatusChartsScreens	Screens	2	3
ComputerScreens	Computer	0	2
ComputerScreens	Screens	1	2
MaterialRequiredTests	Material	0	3
MaterialRequiredTests	Required	1	3
MaterialRequiredTests	Tests	2	3
PassRequiredTests	Pass	0	3
PassRequiredTests	Required	1	3
PassRequiredTests	Tests	2	3
AlarmRegistersMaps	Alarm	0	3
AlarmRegistersMaps	Registers	1	3
AlarmRegistersMaps	Maps	2	3
ScanMaps	Scan	0	2
ScanMaps	Maps	1	2
EmergencyCall	Emergency	0	2
EmergencyCall	Call	1	2
DetectEmergencies	Detect	0	2
DetectEmergencies	Emergencies	1	2
IllegalEntry	Illegal	0	2
IllegalEntry	Entry	1	2
RouteBooksComputers	Route	0	3
RouteBooksComputers	Books	1	3
RouteBooksComputers	Computers	2	3
ReturnRouteBooksHand	Return	0	4
ReturnRouteBooksHand	Route	1	4
ReturnRouteBooksHand	Books	2	4
ReturnRouteBooksHand	Hand	3	4
EstablishedRoutes	Established	0	2
EstablishedRoutes	Routes	1	2
TakeReadings	Take	0	2
TakeReadings	Readings	1	2
MeterDials	Meter	0	2
MeterDials	Dials	1	2
UnauthorizedConnections	Unauthorized	0	2
UnauthorizedConnections	Connections	1	2
CasesWhereConsumptionAppears	Cases	0	4
CasesWhereConsumptionAppears	Where	1	4
CasesWhereConsumptionAppears	Consumption	2	4
CasesWhereConsumptionAppears	Appears	3	4
BeAbnormal	Be	0	2
BeAbnormal	Abnormal	1	2
RecordPossibleReasons	Record	0	3
RecordPossibleReasons	Possible	1	3
RecordPossibleReasons	Reasons	2	3
ServiceDepartmentsProblems	Service	0	3
ServiceDepartmentsProblems	Departments	1	3
ServiceDepartmentsProblems	Problems	2	3
MeterAccess	Meter	0	2
MeterAccess	Access	1	2
ArrangeDifferentTimes	Arrange	0	3
ArrangeDifferentTimes	Different	1	3
ArrangeDifferentTimes	Times	2	3
ReadMeters	Read	0	2
ReadMeters	Meters	1	2
WhichMetersAreNotAccessible	Which	0	5
WhichMetersAreNotAccessible	Meters	1	5
WhichMetersAreNotAccessible	Are	2	5
WhichMetersAreNotAccessible	Not	3	5
WhichMetersAreNotAccessible	Accessible	4	5
DisconnectUtilityServices	Disconnect	0	3
DisconnectUtilityServices	Utility	1	3
DisconnectUtilityServices	Services	2	3
SpecificLocations	Specific	0	2
SpecificLocations	Locations	1	2
ServicesThem	Services	0	2
ServicesThem	Them	1	2
ClientAddressLocationInformation	Client	0	4
ClientAddressLocationInformation	Address	1	4
ClientAddressLocationInformation	Location	2	4
ClientAddressLocationInformation	Information	3	4
MeterLocationInformation	Meter	0	3
MeterLocationInformation	Location	1	3
MeterLocationInformation	Information	2	3
LostKeys	Lost	0	2
LostKeys	Keys	1	2
BrokenKeys	Broken	0	2
BrokenKeys	Keys	1	2
EnsureCorrectPostagePackagesLettersAre	Ensure	0	6
EnsureCorrectPostagePackagesLettersAre	Correct	1	6
EnsureCorrectPostagePackagesLettersAre	Postage	2	6
EnsureCorrectPostagePackagesLettersAre	Packages	3	6
EnsureCorrectPostagePackagesLettersAre	Letters	4	6
EnsureCorrectPostagePackagesLettersAre	Are	5	6
PackagesLettersAre	Packages	0	3
PackagesLettersAre	Letters	1	3
PackagesLettersAre	Are	2	3
RegisteredDeliveryMail	Registered	0	3
RegisteredDeliveryMail	Delivery	1	3
RegisteredDeliveryMail	Mail	2	3
SpecialDeliveryMail	Special	0	3
SpecialDeliveryMail	Delivery	1	3
SpecialDeliveryMail	Mail	2	3
MailRegulationsPostageRates	Mail	0	4
MailRegulationsPostageRates	Regulations	1	4
MailRegulationsPostageRates	Postage	2	4
MailRegulationsPostageRates	Rates	3	4
OneWorkStation	One	0	3
OneWorkStation	Work	1	3
OneWorkStation	Station	2	3
RecordBalanceDailyTransactions	Record	0	4
RecordBalanceDailyTransactions	Balance	1	4
RecordBalanceDailyTransactions	Daily	2	4
RecordBalanceDailyTransactions	Transactions	3	4
TheftLoss	Theft	0	2
TheftLoss	Loss	1	2
LettersMail	Letters	0	2
LettersMail	Mail	1	2
ComplaintsRegardingMailTheft	Complaints	0	4
ComplaintsRegardingMailTheft	Regarding	1	4
ComplaintsRegardingMailTheft	Mail	2	4
ComplaintsRegardingMailTheft	Theft	3	4
LostMail	Lost	0	2
LostMail	Mail	1	2
PostalServiceFederalAgencies	Postal	0	4
PostalServiceFederalAgencies	Service	1	4
PostalServiceFederalAgencies	Federal	2	4
PostalServiceFederalAgencies	Agencies	3	4
OtherFederalAgencies	Other	0	3
OtherFederalAgencies	Federal	1	3
OtherFederalAgencies	Agencies	2	3
OfficeBoxes	Office	0	2
OfficeBoxes	Boxes	1	2
FilingClaims	Filing	0	2
FilingClaims	Claims	1	2
MailTheft	Mail	0	2
MailTheft	Theft	1	2
LostDamagedMail	Lost	0	3
LostDamagedMail	Damaged	1	3
LostDamagedMail	Mail	2	3
PostageCancelingDevicesHandStampMail	Postage	0	6
PostageCancelingDevicesHandStampMail	Canceling	1	6
PostageCancelingDevicesHandStampMail	Devices	2	6
PostageCancelingDevicesHandStampMail	Hand	3	6
PostageCancelingDevicesHandStampMail	Stamp	4	6
PostageCancelingDevicesHandStampMail	Mail	5	6
CancelPostage	Cancel	0	2
CancelPostage	Postage	1	2
RetailItemsSupplies	Retail	0	3
RetailItemsSupplies	Items	1	3
RetailItemsSupplies	Supplies	2	3
InsuredMail	Insured	0	2
InsuredMail	Mail	1	2
MailCollected	Mail	0	2
MailCollected	Collected	1	2
PublicMailboxes	Public	0	2
PublicMailboxes	Mailboxes	1	2
ResidencesEstablishmentsAlongSpecifiedRoutes	Residences	0	5
ResidencesEstablishmentsAlongSpecifiedRoutes	Establishments	1	5
ResidencesEstablishmentsAlongSpecifiedRoutes	Along	2	5
ResidencesEstablishmentsAlongSpecifiedRoutes	Specified	3	5
ResidencesEstablishmentsAlongSpecifiedRoutes	Routes	4	5
BusinessEstablishmentsAlongSpecifiedRoutes	Business	0	5
BusinessEstablishmentsAlongSpecifiedRoutes	Establishments	1	5
BusinessEstablishmentsAlongSpecifiedRoutes	Along	2	5
BusinessEstablishmentsAlongSpecifiedRoutes	Specified	3	5
BusinessEstablishmentsAlongSpecifiedRoutes	Routes	4	5
CustomersWhoAreAway	Customers	0	4
CustomersWhoAreAway	Who	1	4
CustomersWhoAreAway	Are	2	4
CustomersWhoAreAway	Away	3	4
DeliveryLocations	Delivery	0	2
DeliveryLocations	Locations	1	2
ReceiptsCollected	Receipts	0	2
ReceiptsCollected	Collected	1	2
MailRoutes	Mail	0	2
MailRoutes	Routes	1	2
TellingPatronsWhere	Telling	0	3
TellingPatronsWhere	Patrons	1	3
TellingPatronsWhere	Where	2	3
CollectMailCouldNotBeDelivered	Collect	0	6
CollectMailCouldNotBeDelivered	Mail	1	6
CollectMailCouldNotBeDelivered	Could	2	6
CollectMailCouldNotBeDelivered	Not	3	6
CollectMailCouldNotBeDelivered	Be	4	6
CollectMailCouldNotBeDelivered	Delivered	5	6
AddressChangesMail	Address	0	3
AddressChangesMail	Changes	1	3
AddressChangesMail	Mail	2	3
RedirectMail	Redirect	0	2
RedirectMail	Mail	1	2
IncorrectlyAddressedMail	Incorrectly	0	3
IncorrectlyAddressedMail	Addressed	1	3
IncorrectlyAddressedMail	Mail	2	3
PostalServices	Postal	0	2
PostalServices	Services	1	2
AddressCardsForms	Address	0	3
AddressCardsForms	Cards	1	3
AddressCardsForms	Forms	2	3
UnusualCircumstances	Unusual	0	2
UnusualCircumstances	Circumstances	1	2
MailDelivery	Mail	0	2
MailDelivery	Delivery	1	2
PickUpMail	Pick	0	3
PickUpMail	Up	1	3
PickUpMail	Mail	2	3
RoutesPickUpMail	Routes	0	4
RoutesPickUpMail	Pick	1	4
RoutesPickUpMail	Up	2	4
RoutesPickUpMail	Mail	3	4
PostalRelayBoxes	Postal	0	3
PostalRelayBoxes	Relay	1	3
PostalRelayBoxes	Boxes	2	3
StampsOrders	Stamps	0	2
StampsOrders	Orders	1	2
MoneyOrders	Money	0	2
MoneyOrders	Orders	1	2
FormsNotifyPublishers	Forms	0	3
FormsNotifyPublishers	Notify	1	3
FormsNotifyPublishers	Publishers	2	3
AddressChanges	Address	0	2
AddressChanges	Changes	1	2
SourceDocuments	Source	0	2
SourceDocuments	Documents	1	2
CompleteWorkAssignments	Complete	0	3
CompleteWorkAssignments	Work	1	3
CompleteWorkAssignments	Assignments	2	3
ActivitiesWork	Activities	0	2
ActivitiesWork	Work	1	2
RequiredInputMedia	Required	0	3
RequiredInputMedia	Input	1	3
RequiredInputMedia	Media	2	3
GarbledMessages	Garbled	0	2
GarbledMessages	Messages	1	2
IndecipherableMessages	Indecipherable	0	2
IndecipherableMessages	Messages	1	2
VisualRepresentation	Visual	0	2
VisualRepresentation	Representation	1	2
InstructionsFeedbackThroughoutProcess	Instructions	0	4
InstructionsFeedbackThroughoutProcess	Feedback	1	4
InstructionsFeedbackThroughoutProcess	Throughout	2	4
InstructionsFeedbackThroughoutProcess	Process	3	4
OtherDesignInstructions	Other	0	3
OtherDesignInstructions	Design	1	3
OtherDesignInstructions	Instructions	2	3
BeDoneSequence	Be	0	3
BeDoneSequence	Done	1	3
BeDoneSequence	Sequence	2	3
ColorsColorSeparations	Colors	0	3
ColorsColorSeparations	Color	1	3
ColorsColorSeparations	Separations	2	3
DetermineColorSeparations	Determine	0	3
DetermineColorSeparations	Color	1	3
DetermineColorSeparations	Separations	2	3
PrintingInternet	Printing	0	2
PrintingInternet	Internet	1	2
DigitizedData	Digitized	0	2
DigitizedData	Data	1	2
ElectronicPrepressSystemComputerMemory	Electronic	0	5
ElectronicPrepressSystemComputerMemory	Prepress	1	5
ElectronicPrepressSystemComputerMemory	System	2	5
ElectronicPrepressSystemComputerMemory	Computer	3	5
ElectronicPrepressSystemComputerMemory	Memory	4	5
GraphicsUsingPixelEditing	Graphics	0	4
GraphicsUsingPixelEditing	Using	1	4
GraphicsUsingPixelEditing	Pixel	2	4
GraphicsUsingPixelEditing	Editing	3	4
GraphicArtists	Graphic	0	2
GraphicArtists	Artists	1	2
ProduceMasterCopiesAccording	Produce	0	4
ProduceMasterCopiesAccording	Master	1	4
ProduceMasterCopiesAccording	Copies	2	4
ProduceMasterCopiesAccording	According	3	4
SpecialEffectsSuchAsVignettes	Special	0	5
SpecialEffectsSuchAsVignettes	Effects	1	5
SpecialEffectsSuchAsVignettes	Such	2	5
SpecialEffectsSuchAsVignettes	As	3	5
SpecialEffectsSuchAsVignettes	Vignettes	4	5
ImageCombining	Image	0	2
ImageCombining	Combining	1	2
FloppyDisksContainingInformation	Floppy	0	4
FloppyDisksContainingInformation	Disks	1	4
FloppyDisksContainingInformation	Containing	2	4
FloppyDisksContainingInformation	Information	3	4
TapesContainingInformation	Tapes	0	3
TapesContainingInformation	Containing	1	3
TapesContainingInformation	Information	2	3
OfficeMachines	Office	0	2
OfficeMachines	Machines	1	2
ExplainInformation	Explain	0	2
ExplainInformation	Information	1	2
ArrangeAppointments	Arrange	0	2
ArrangeAppointments	Appointments	1	2
MessagesErrands	Messages	0	2
MessagesErrands	Errands	1	2
MailBills	Mail	0	2
MailBills	Bills	1	2
PerformWorkActivities	Perform	0	3
PerformWorkActivities	Work	1	3
PerformWorkActivities	Activities	2	3
ProblemsInvolvingOfficeEquipment	Problems	0	4
ProblemsInvolvingOfficeEquipment	Involving	1	4
ProblemsInvolvingOfficeEquipment	Office	2	4
ProblemsInvolvingOfficeEquipment	Equipment	3	4
GraphsDescribeFindings	Graphs	0	3
GraphsDescribeFindings	Describe	1	3
GraphsDescribeFindings	Findings	2	3
DataInformation	Data	0	2
DataInformation	Information	1	2
SourceMaterials	Source	0	2
SourceMaterials	Materials	1	2
PeopleTrack	People	0	2
PeopleTrack	Track	1	2
SetAsideResponseFormsCannotBeUsed	Set	0	7
SetAsideResponseFormsCannotBeUsed	Aside	1	7
SetAsideResponseFormsCannotBeUsed	Response	2	7
SetAsideResponseFormsCannotBeUsed	Forms	3	7
SetAsideResponseFormsCannotBeUsed	Cannot	4	7
SetAsideResponseFormsCannotBeUsed	Be	5	7
SetAsideResponseFormsCannotBeUsed	Used	6	7
DataPresentationRequirements	Data	0	3
DataPresentationRequirements	Presentation	1	3
DataPresentationRequirements	Requirements	2	3
FoodProductsProcedures	Food	0	3
FoodProductsProcedures	Products	1	3
FoodProductsProcedures	Procedures	2	3
SealGradedProductsOfficialGradingCertificates	Seal	0	6
SealGradedProductsOfficialGradingCertificates	Graded	1	6
SealGradedProductsOfficialGradingCertificates	Products	2	6
SealGradedProductsOfficialGradingCertificates	Official	3	6
SealGradedProductsOfficialGradingCertificates	Grading	4	6
SealGradedProductsOfficialGradingCertificates	Certificates	5	6
IssueOfficialGradingCertificates	Issue	0	4
IssueOfficialGradingCertificates	Official	1	4
IssueOfficialGradingCertificates	Grading	2	4
IssueOfficialGradingCertificates	Certificates	3	4
EmergencyActions	Emergency	0	2
EmergencyActions	Actions	1	2
TransportationProceduresMeetRegulatoryRequirements	Transportation	0	5
TransportationProceduresMeetRegulatoryRequirements	Procedures	1	5
TransportationProceduresMeetRegulatoryRequirements	Meet	2	5
TransportationProceduresMeetRegulatoryRequirements	Regulatory	3	5
TransportationProceduresMeetRegulatoryRequirements	Requirements	4	5
HandlingProceduresMeetRegulatoryRequirements	Handling	0	5
HandlingProceduresMeetRegulatoryRequirements	Procedures	1	5
HandlingProceduresMeetRegulatoryRequirements	Meet	2	5
HandlingProceduresMeetRegulatoryRequirements	Regulatory	3	5
HandlingProceduresMeetRegulatoryRequirements	Requirements	4	5
GradingPerformed	Grading	0	2
GradingPerformed	Performed	1	2
CompanyEmployees	Company	0	2
CompanyEmployees	Employees	1	2
FindingsAdviseFarmers	Findings	0	3
FindingsAdviseFarmers	Advise	1	3
FindingsAdviseFarmers	Farmers	2	3
RecommendationsAdviseFarmers	Recommendations	0	3
RecommendationsAdviseFarmers	Advise	1	3
RecommendationsAdviseFarmers	Farmers	2	3
ProductsRouteThem	Products	0	3
ProductsRouteThem	Route	1	3
ProductsRouteThem	Them	2	3
MicrobiologicalAssessment	Microbiological	0	2
MicrobiologicalAssessment	Assessment	1	2
AreasSuchAsEquipmentEvaluation	Areas	0	5
AreasSuchAsEquipmentEvaluation	Such	1	5
AreasSuchAsEquipmentEvaluation	As	2	5
AreasSuchAsEquipmentEvaluation	Equipment	3	5
AreasSuchAsEquipmentEvaluation	Evaluation	4	5
ProductEvaluation	Product	0	2
ProductEvaluation	Evaluation	1	2
DetermineAcceptability	Determine	0	2
DetermineAcceptability	Acceptability	1	2
DetectApproach	Detect	0	2
DetectApproach	Approach	1	2
EstrusAnimals	Estrus	0	2
EstrusAnimals	Animals	1	2
ExerciseAnimals	Exercise	0	2
ExerciseAnimals	Animals	1	2
InjuriesAilmentsContactVeterinarians	Injuries	0	4
InjuriesAilmentsContactVeterinarians	Ailments	1	4
InjuriesAilmentsContactVeterinarians	Contact	2	4
InjuriesAilmentsContactVeterinarians	Veterinarians	3	4
ObtainTreatment	Obtain	0	2
ObtainTreatment	Treatment	1	2
SeriousIllnessesInjuries	Serious	0	3
SeriousIllnessesInjuries	Illnesses	1	3
SeriousIllnessesInjuries	Injuries	2	3
BeBred	Be	0	2
BeBred	Bred	1	2
SemenSpecimens	Semen	0	2
SemenSpecimens	Specimens	1	2
DetectSymptoms	Detect	0	2
DetectSymptoms	Symptoms	1	2
FencedYards	Fenced	0	2
FencedYards	Yards	1	2
AnimalCharacteristicsSuchAsWeights	Animal	0	5
AnimalCharacteristicsSuchAsWeights	Characteristics	1	5
AnimalCharacteristicsSuchAsWeights	Such	2	5
AnimalCharacteristicsSuchAsWeights	As	3	5
AnimalCharacteristicsSuchAsWeights	Weights	4	5
DrinkingWater	Drinking	0	2
DrinkingWater	Water	1	2
DustAir	Dust	0	2
DustAir	Air	1	2
VaccinePowder	Vaccine	0	2
VaccinePowder	Powder	1	2
ProtectAnimals	Protect	0	2
ProtectAnimals	Animals	1	2
HealthyCondition	Healthy	0	2
HealthyCondition	Condition	1	2
MaintainSpecificBuildingTemperaturesRequired	Maintain	0	5
MaintainSpecificBuildingTemperaturesRequired	Specific	1	5
MaintainSpecificBuildingTemperaturesRequired	Building	2	5
MaintainSpecificBuildingTemperaturesRequired	Temperatures	3	5
MaintainSpecificBuildingTemperaturesRequired	Required	4	5
AnimalsHealth	Animals	0	2
AnimalsHealth	Health	1	2
SemenSpecimensUsedBred	Semen	0	4
SemenSpecimensUsedBred	Specimens	1	4
SemenSpecimensUsedBred	Used	2	4
SemenSpecimensUsedBred	Bred	3	4
AnimalsBred	Animals	0	2
AnimalsBred	Bred	1	2
AnimalSemen	Animal	0	2
AnimalSemen	Semen	1	2
FemaleAnimals	Female	0	2
FemaleAnimals	Animals	1	2
BreedingPurposes	Breeding	0	2
BreedingPurposes	Purposes	1	2
ArtificialInsemination	Artificial	0	2
ArtificialInsemination	Insemination	1	2
CalibratedSyringes	Calibrated	0	2
CalibratedSyringes	Syringes	1	2
InsertSyringes	Insert	0	2
InsertSyringes	Syringes	1	2
InseminatingGuns	Inseminating	0	2
InseminatingGuns	Guns	1	2
AssessDensityMotility	Assess	0	3
AssessDensityMotility	Density	1	3
AssessDensityMotility	Motility	2	3
RecordDensityMotility	Record	0	3
RecordDensityMotility	Density	1	3
RecordDensityMotility	Motility	2	3
SpecifiedMaterialsSolutions	Specified	0	3
SpecifiedMaterialsSolutions	Materials	1	3
SpecifiedMaterialsSolutions	Solutions	2	3
PesticideSolutions	Pesticide	0	2
PesticideSolutions	Solutions	1	2
ControlInsects	Control	0	2
ControlInsects	Insects	1	2
MachineryOperation	Machinery	0	2
MachineryOperation	Operation	1	2
DetectEquipmentMalfunctions	Detect	0	3
DetectEquipmentMalfunctions	Equipment	1	3
DetectEquipmentMalfunctions	Malfunctions	2	3
AgriculturalProduction	Agricultural	0	2
AgriculturalProduction	Production	1	2
FeedMachines	Feed	0	2
FeedMachines	Machines	1	2
PlantingMachinesWhileInsertingPlants	Planting	0	5
PlantingMachinesWhileInsertingPlants	Machines	1	5
PlantingMachinesWhileInsertingPlants	While	2	5
PlantingMachinesWhileInsertingPlants	Inserting	3	5
PlantingMachinesWhileInsertingPlants	Plants	4	5
PlanterMechanisms	Planter	0	2
PlanterMechanisms	Mechanisms	1	2
HaulCrops	Haul	0	2
HaulCrops	Crops	1	2
FarmWorkers	Farm	0	2
FarmWorkers	Workers	1	2
RegulateFlowThroughMachines	Regulate	0	4
RegulateFlowThroughMachines	Flow	1	4
RegulateFlowThroughMachines	Through	2	4
RegulateFlowThroughMachines	Machines	3	4
DiscardDiseasedRottenProducts	Discard	0	4
DiscardDiseasedRottenProducts	Diseased	1	4
DiscardDiseasedRottenProducts	Rotten	2	4
DiscardDiseasedRottenProducts	Products	3	4
CertainCharacteristics	Certain	0	2
CertainCharacteristics	Characteristics	1	2
HeavyLimbGrowth	Heavy	0	3
HeavyLimbGrowth	Limb	1	3
HeavyLimbGrowth	Growth	2	3
WorkAreasEscapeRoutes	Work	0	4
WorkAreasEscapeRoutes	Areas	1	4
WorkAreasEscapeRoutes	Escape	2	4
WorkAreasEscapeRoutes	Routes	3	4
FelledTreesThem	Felled	0	3
FelledTreesThem	Trees	1	3
FelledTreesThem	Them	2	3
CutThem	Cut	0	2
CutThem	Them	1	2
EnsureQualityAreCorrect	Ensure	0	4
EnsureQualityAreCorrect	Quality	1	4
EnsureQualityAreCorrect	Are	2	4
EnsureQualityAreCorrect	Correct	3	4
LengthAreCorrect	Length	0	3
LengthAreCorrect	Are	1	3
LengthAreCorrect	Correct	2	3
WedgesJacks	Wedges	0	2
WedgesJacks	Jacks	1	2
Tree'sFall	Tree's	0	2
Tree'sFall	Fall	1	2
ScoringCuttingLines	Scoring	0	3
ScoringCuttingLines	Cutting	1	3
ScoringCuttingLines	Lines	2	3
DrivingWedges	Driving	0	2
DrivingWedges	Wedges	1	2
BeCutDown	Be	0	3
BeCutDown	Cut	1	3
BeCutDown	Down	2	3
WeatherConditionsBeforeBeginningWork	Weather	0	5
WeatherConditionsBeforeBeginningWork	Conditions	1	5
WeatherConditionsBeforeBeginningWork	Before	2	5
WeatherConditionsBeforeBeginningWork	Beginning	3	5
WeatherConditionsBeforeBeginningWork	Work	4	5
DriveWedges	Drive	0	2
DriveWedges	Wedges	1	2
PreventBinding	Prevent	0	2
PreventBinding	Binding	1	2
StartTreesFalling	Start	0	3
StartTreesFalling	Trees	1	3
StartTreesFalling	Falling	2	3
SkidderOperation	Skidder	0	2
SkidderOperation	Operation	1	2
SafetyPrior	Safety	0	2
SafetyPrior	Prior	1	2
PerformNecessaryBasicMaintenanceTasks	Perform	0	5
PerformNecessaryBasicMaintenanceTasks	Necessary	1	5
PerformNecessaryBasicMaintenanceTasks	Basic	2	5
PerformNecessaryBasicMaintenanceTasks	Maintenance	3	5
PerformNecessaryBasicMaintenanceTasks	Tasks	4	5
TreeClamps	Tree	0	2
TreeClamps	Clamps	1	2
CharacteristicsSuchAsKnotSizeStraightness	Characteristics	0	6
CharacteristicsSuchAsKnotSizeStraightness	Such	1	6
CharacteristicsSuchAsKnotSizeStraightness	As	2	6
CharacteristicsSuchAsKnotSizeStraightness	Knot	3	6
CharacteristicsSuchAsKnotSizeStraightness	Size	4	6
CharacteristicsSuchAsKnotSizeStraightness	Straightness	5	6
RequiredJobReportForms	Required	0	4
RequiredJobReportForms	Job	1	4
RequiredJobReportForms	Report	2	4
RequiredJobReportForms	Forms	3	4
ShiftReportForms	Shift	0	3
ShiftReportForms	Report	1	3
ShiftReportForms	Forms	2	3
BuildingLoggingSkidRoads	Building	0	4
BuildingLoggingSkidRoads	Logging	1	4
BuildingLoggingSkidRoads	Skid	2	4
BuildingLoggingSkidRoads	Roads	3	4
RepairingLoggingSkidRoads	Repairing	0	4
RepairingLoggingSkidRoads	Logging	1	4
RepairingLoggingSkidRoads	Skid	2	4
RepairingLoggingSkidRoads	Roads	3	4
TotalBoardFeet	Total	0	3
TotalBoardFeet	Board	1	3
TotalBoardFeet	Feet	2	3
OtherWoodMeasurementUnits	Other	0	4
OtherWoodMeasurementUnits	Wood	1	4
OtherWoodMeasurementUnits	Measurement	2	4
OtherWoodMeasurementUnits	Units	3	4
SolarInstallers	Solar	0	2
SolarInstallers	Installers	1	2
ResidentialSolarInstallationProjects	Residential	0	4
ResidentialSolarInstallationProjects	Solar	1	4
ResidentialSolarInstallationProjects	Installation	2	4
ResidentialSolarInstallationProjects	Projects	3	4
CommercialSolarInstallationProjects	Commercial	0	4
CommercialSolarInstallationProjects	Solar	1	4
CommercialSolarInstallationProjects	Installation	2	4
CommercialSolarInstallationProjects	Projects	3	4
SolarInstallationProjectProposals	Solar	0	4
SolarInstallationProjectProposals	Installation	1	4
SolarInstallationProjectProposals	Project	2	4
SolarInstallationProjectProposals	Proposals	3	4
OtherSolarProfessionals	Other	0	3
OtherSolarProfessionals	Solar	1	3
OtherSolarProfessionals	Professionals	2	3
AreasSuchAsSolarElectricSystems	Areas	0	6
AreasSuchAsSolarElectricSystems	Such	1	6
AreasSuchAsSolarElectricSystems	As	2	6
AreasSuchAsSolarElectricSystems	Solar	3	6
AreasSuchAsSolarElectricSystems	Electric	4	6
AreasSuchAsSolarElectricSystems	Systems	5	6
DetermineFeasibilityRequirements	Determine	0	3
