ns	from	to	predicate	reverse
onet	farmers-ranchers-and-other-agricultural-managers	artificial-insemination-kits	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	backhoe-attachments	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	backhoes	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	bar-code-readers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	belt-conveyor-systems	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	bench-scales	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	biological-filters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	branding-equipment	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	brush-mowers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	cage-nets	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	carbon-dioxide-systems	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	centrifugal-water-pumps	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	chain-saws	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	chemical-sprayers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	chipping-equipment	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	circular-saws	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	claw-hammers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	clockwork-belt-feeders	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	composting-equipment	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	cordless-power-drills	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	corn-pickers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	desktop-computers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	dew-point-meters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	digital-flowmeters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	dip-nets	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	drainage-pumps	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	drip-emitters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	dump-trucks	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	egg-gathering-equipment	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	electric-timing-devices	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	extended-pole-pruners	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	extension-ladders	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	farm-tractors	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	farm-trucks	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fertigation-equipment	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fertilizer-injectors	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	field-cultivators	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	field-watering-systems	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fish-collection-nets	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fish-counters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fish-crowders	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fish-egg-counters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fish-egg-sorters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fish-feeders	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fish-graders	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fish-holding-pens	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fish-incubators	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fish-transfer-pumps	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fish-traps	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	forklifts	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	four-wheel-drive-4wd-trucks	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fry-nets	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	fumigation-equipment	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	garden-hoes	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	gardening-shovels	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	gas-powered-generators	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	global-positioning-system-gps-receivers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	grain-combines	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	grain-drills	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	grain-dryers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	grain-scales	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	grease-guns	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	hacksaws	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	handheld-computers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	handheld-dissolved-oxygen-meters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	handsaws	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	hay-balers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	hay-mowing-machines	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	hay-trucks	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	humidifiers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	humidity-meters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	hydroponic-equipment	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	impact-sprinklers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	laptop-computers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	lawn-edgers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	lawn-mowers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	layout-squares	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	light-evaluation-meters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	line-cutters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	livestock-castration-equipment	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	manure-spreaders	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	materials-conveyors	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	mechanized-tilling-equipment	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	microsprinklers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	milking-equipment	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	mist-control-systems	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	mowing-equipment	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	mulch-spreaders	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	multipurpose-pliers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	multipurpose-tractors	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	oil-dispensing-cans	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	overhead-sprinklers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	ozone-generators	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	personal-computers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	ph-indicators	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	ph-probes	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	phillips-screwdrivers	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	pipe-wrenches	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	pneumatic-cutters	uses	usedBy
onet	farmers-ranchers-and-other-agricultural-managers	pneumatic-pruners	uses	usedBy
