ns	type	id	name	description	code	commodityTitle
onet.org.ai	Tool	WoodworkingChisels	Woodworking chisels	Woodworking chisels	27111906	
onet.org.ai	Tool	Dronedeploy	DroneDeploy	DroneDeploy	25201604	
onet.org.ai	Tool	Fixed_Wing_Unmanned_Aerial_Vehicles_Uav	Fixed wing unmanned aerial vehicles UAV	Fixed wing unmanned aerial vehicles UAV	25131801	
onet.org.ai	Tool	GasDetectionSensors	Gas detection sensors	Gas detection sensors	46171613	
onet.org.ai	Tool	LargeFormatScanners	Large-format scanners	Large-format scanners	43211711	
onet.org.ai	Tool	Laser_Imaging_Detection_And_Ranging_Lidar_Systems	Laser imaging detection and ranging LIDAR systems	Laser imaging detection and ranging LIDAR systems	41115201	
onet.org.ai	Tool	Lasers	Lasers	Lasers	41115307	
onet.org.ai	Tool	Levels	Levels	Levels	27111802	
onet.org.ai	Tool	Multi_Rotor_Unmanned_Aerial_Vehicles_Uav	Multi-rotor unmanned aerial vehicles UAV	Multi-rotor unmanned aerial vehicles UAV	25131801	
onet.org.ai	Tool	Pocket_Personal_Computers_Pc	Pocket personal computers PC	Pocket personal computers PC	43211508	
onet.org.ai	Tool	RgbCameras	RGB cameras	RGB cameras	45121504	
onet.org.ai	Tool	ThermalImagingCameras	Thermal imaging cameras	Thermal imaging cameras	45121522	
onet.org.ai	Tool	TransitLevels	Transit levels	Transit levels	41111938	
onet.org.ai	Tool	CompactDigitalCameras	Compact digital cameras	Compact digital cameras	45121504	
onet.org.ai	Tool	Emergency_First_Aid_Kits	Emergency first aid kits	Emergency first aid kits	42172001	
onet.org.ai	Tool	DigitalProjectors	Digital projectors	Digital projectors	45111614	
onet.org.ai	Tool	InteractiveWhiteboards	Interactive whiteboards	Interactive whiteboards	43211903	
onet.org.ai	Tool	Public_Address_Pa_Systems	Public address PA systems	Public address PA systems	45111705	
onet.org.ai	Tool	TwoWayRadios	Two way radios	Two way radios	43191510	
onet.org.ai	Tool	DrawingTablets	Drawing tablets	Drawing tablets	43211712	
onet.org.ai	Tool	AbsorptionEquipment	Absorption equipment	Absorption equipment	47101503	
onet.org.ai	Tool	Autosamplers	Autosamplers	Autosamplers	41115714	
onet.org.ai	Tool	Bioreactors	Bioreactors	Bioreactors	41104307	
onet.org.ai	Tool	BiosafetyCabinets	Biosafety cabinets	Biosafety cabinets	41103507	
onet.org.ai	Tool	DissolvedOxygenMonitors	Dissolved oxygen monitors	Dissolved oxygen monitors	41115611	
onet.org.ai	Tool	DistillationEquipment	Distillation equipment	Distillation equipment	41104802	
onet.org.ai	Tool	ExtractionEquipment	Extraction equipment	Extraction equipment	41104806	
onet.org.ai	Tool	FermentationSystems	Fermentation systems	Fermentation systems	41104301	
onet.org.ai	Tool	Flocculators	Flocculators	Flocculators	47101512	
onet.org.ai	Tool	FlowIndicators	Flow indicators	Flow indicators	41111931	
onet.org.ai	Tool	ForcedConvectionIncubators	Forced convection incubators	Forced convection incubators	41104402	
onet.org.ai	Tool	Gas_Chromatograph_Mass_Spectrometers_Gc_Ms	Gas chromatograph mass spectrometers GC-MS	Gas chromatograph mass spectrometers GC-MS	41115404	
onet.org.ai	Tool	GasChromatographsGc	Gas chromatographs GC	Gas chromatographs GC	41115703	
onet.org.ai	Tool	GelElectrophoresisEquipment	Gel electrophoresis equipment	Gel electrophoresis equipment	41105314	
onet.org.ai	Tool	GlassFlasks	Glass flasks	Glass flasks	41121804	
onet.org.ai	Tool	High_Pressure_Liquid_Chromatographs_Hplc	High pressure liquid chromatographs HPLC	High pressure liquid chromatographs HPLC	41115707	
onet.org.ai	Tool	InvertedCompoundMicroscopes	Inverted compound microscopes	Inverted compound microscopes	41111712	
onet.org.ai	Tool	LevelIndicators	Level indicators	Level indicators	41111938	
onet.org.ai	Tool	MassSpectrometers	Mass spectrometers	Mass spectrometers	41115404	
onet.org.ai	Tool	OrbitalIncubatingShakers	Orbital incubating shakers	Orbital incubating shakers	41104405	
onet.org.ai	Tool	Polymerase_Chain_Reaction_Pcr_Equipment	Polymerase chain reaction PCR equipment	Polymerase chain reaction PCR equipment	41106312	
onet.org.ai	Tool	PressureIndicators	Pressure indicators	Pressure indicators	41112403	
onet.org.ai	Tool	Spectrophotometers	Spectrophotometers	Spectrophotometers	41115406	
onet.org.ai	Tool	TemperatureProbes	Temperature probes	Temperature probes	41112210	
onet.org.ai	Tool	TopLoadingAutoclaves	Top-loading autoclaves	Top-loading autoclaves	42281508	
onet.org.ai	Tool	ComputerizedCashRegisters	Computerized cash registers	Computerized cash registers	44101804	
onet.org.ai	Tool	CashRegisters	Cash registers	Cash registers	44101804	
onet.org.ai	Tool	Private_Automatic_Branch_Exchange_Pabx_Systems	Private automatic branch exchange PABX systems	Private automatic branch exchange PABX systems	43221504	
onet.org.ai	Tool	VoiceMailSystems	Voice mail systems	Voice mail systems	43221519	
onet.org.ai	Tool	ColorPlotters	Color plotters	Color plotters	43212107	
onet.org.ai	Tool	DigitalVideoEquipment	Digital video equipment	Digital video equipment	45121516	
onet.org.ai	Tool	Automated_Water_Sampling_Equipment	Automated water sampling equipment	Automated water sampling equipment	41104007	
onet.org.ai	Tool	Binocular_Light_Compound_Microscopes	Binocular light compound microscopes	Binocular light compound microscopes	41111709	
onet.org.ai	Tool	ChlorineTesters	Chlorine testers	Chlorine testers	41113117	
onet.org.ai	Tool	DigitalPhMeters	Digital pH meters	Digital pH meters	41115603	
onet.org.ai	Tool	DissolvedOxygenIndicators	Dissolved oxygen indicators	Dissolved oxygen indicators	41115611	
onet.org.ai	Tool	GrabSamplers	Grab samplers	Grab samplers	41113909	
onet.org.ai	Tool	GravitationalFieldIndicators	Gravitational field indicators	Gravitational field indicators	41113808	
onet.org.ai	Tool	MultiparameterWaterProbes	Multiparameter water probes	Multiparameter water probes	41113319	
onet.org.ai	Tool	NitrateMeters	Nitrate meters	Nitrate meters	41113322	
onet.org.ai	Tool	NitriteMeters	Nitrite meters	Nitrite meters	41113322	
onet.org.ai	Tool	PlanktonNets	Plankton nets	Plankton nets	21111504	
onet.org.ai	Tool	RainGauges	Rain gauges	Rain gauges	41114405	
onet.org.ai	Tool	Seines	Seines	Seines	21111504	
onet.org.ai	Tool	StreamFlowGauges	Stream flow gauges	Stream flow gauges	41114301	
onet.org.ai	Tool	TemperatureGauges	Temperature gauges	Temperature gauges	41112222	
onet.org.ai	Tool	Total_Dissolved_Solids_Tds_Meters	Total dissolved solids TDS meters	Total dissolved solids TDS meters	41104007	
onet.org.ai	Tool	TotalStations	Total stations	Total stations	41114204	
onet.org.ai	Tool	Turbidimeters	Turbidimeters	Turbidimeters	47101516	
onet.org.ai	Tool	WaterConductivityTesters	Water conductivity testers	Water conductivity testers	41115609	
onet.org.ai	Tool	WaterFlowMeters	Water flow meters	Water flow meters	41111931	
onet.org.ai	Tool	Water_Quality_Test_Kits	Water quality test kits	Water quality test kits	41113319	
onet.org.ai	Tool	CreditCardMachines	Credit card machines	Credit card machines	43211702	
onet.org.ai	Tool	DateStamps	Date stamps	Date stamps	44103202	
onet.org.ai	Tool	DigitalPostalScales	Digital postal scales	Digital postal scales	41111510	
onet.org.ai	Tool	ElectronicCashRegisters	Electronic cash registers	Electronic cash registers	44101804	
onet.org.ai	Tool	MailDeliveryTrucks	Mail delivery trucks	Mail delivery trucks	25101604	
onet.org.ai	Tool	MailSortingEquipment	Mail sorting equipment	Mail sorting equipment	44102502	
onet.org.ai	Tool	MeasuringTapes	Measuring tapes	Measuring tapes	27111801	
onet.org.ai	Tool	Point_Of_Sale_Pos_Computer_Terminals	Point of sale POS computer terminals	Point of sale POS computer terminals	43211505	
onet.org.ai	Tool	PostageCancelingMachines	Postage canceling machines	Postage canceling machines	44102104	
onet.org.ai	Tool	PostageMeters	Postage meters	Postage meters	44102101	
onet.org.ai	Tool	PostageValidationImprinters	Postage validation imprinters	Postage validation imprinters	44102101	
onet.org.ai	Tool	TimeClocks	Time clocks	Time clocks	44103207	
onet.org.ai	Tool	VideoMonitoringSystems	Video monitoring systems	Video monitoring systems	46171612	
onet.org.ai	Tool	WarningFlares	Warning flares	Warning flares	39111714	
onet.org.ai	Tool	GolfCarts	Golf carts	Golf carts	25101904	
onet.org.ai	Tool	HandheldCalculators	Handheld calculators	Handheld calculators	44101807	
onet.org.ai	Tool	LenelOnguard	Lenel Onguard	Lenel Onguard	46171619	
onet.org.ai	Tool	StepLadders	Step ladders	Step ladders	30191501	
onet.org.ai	Tool	VideoSurveillanceCameras	Video surveillance cameras	Video surveillance cameras	45121516	
onet.org.ai	Tool	ChemicalProtectiveBoots	Chemical protective boots	Chemical protective boots	46181602	
onet.org.ai	Tool	ChemicalProtectiveClothing	Chemical protective clothing	Chemical protective clothing	46181509	
onet.org.ai	Tool	Emergency_Alert_Notification_Systems	Emergency alert notification systems	Emergency alert notification systems	43221502	
onet.org.ai	Tool	HardHats	Hard hats	Hard hats	46181701	
onet.org.ai	Tool	ProtectiveHoods	Protective hoods	Protective hoods	46181710	
onet.org.ai	Tool	RadiationDetectors	Radiation detectors	Radiation detectors	41111929	
onet.org.ai	Tool	AirbrushingDevices	Airbrushing devices	Airbrushing devices	60121253	
onet.org.ai	Tool	ArterialTubes	Arterial tubes	Arterial tubes	42262004	
onet.org.ai	Tool	BodyBridges	Body bridges	Body bridges	42261703	
onet.org.ai	Tool	CannulaSets	Cannula sets	Cannula sets	42293501	
onet.org.ai	Tool	CasketCarriages	Casket carriages	Casket carriages	42261809	
onet.org.ai	Tool	CasketLoweringDevices	Casket lowering devices	Casket lowering devices	42261809	
onet.org.ai	Tool	CentrifugalForcePumps	Centrifugal force pumps	Centrifugal force pumps	40151503	
onet.org.ai	Tool	ChemicalPillows	Chemical pillows	Chemical pillows	47131908	
onet.org.ai	Tool	CompactionTampers	Compaction tampers	Compaction tampers	22101507	
onet.org.ai	Tool	CremationStands	Cremation stands	Cremation stands	42261802	
onet.org.ai	Tool	CurvedSutureNeedles	Curved suture needles	Curved suture needles	42312206	
onet.org.ai	Tool	DumpTrailers	Dump trailers	Dump trailers	25181701	
onet.org.ai	Tool	ElectricMortuaryAspirators	Electric mortuary aspirators	Electric mortuary aspirators	42262104	
onet.org.ai	Tool	EmbalmingMachines	Embalming machines	Embalming machines	40151564	
onet.org.ai	Tool	EmbalmingTables	Embalming tables	Embalming tables	42261703	
onet.org.ai	Tool	FuneralChurchTrucks	Funeral church trucks	Funeral church trucks	42261809	
onet.org.ai	Tool	HeadBlocks	Head blocks	Head blocks	42261604	
onet.org.ai	Tool	Hearses	Hearses	Hearses	25101506	
onet.org.ai	Tool	HydroElectricAspirators	Hydro-electric aspirators	Hydro-electric aspirators	42262104	
onet.org.ai	Tool	HypodermicSyringes	Hypodermic syringes	Hypodermic syringes	42142609	
onet.org.ai	Tool	JugularDrainTubes	Jugular drain tubes	Jugular drain tubes	42262002	
onet.org.ai	Tool	Ligators	Ligators	Ligators	42291802	
onet.org.ai	Tool	Local_Exhaust_Ventilation_Lev_Systems	Local exhaust ventilation LEV systems	Local exhaust ventilation LEV systems	40101502	
onet.org.ai	Tool	MausoleumLifts	Mausoleum lifts	Mausoleum lifts	42261809	
onet.org.ai	Tool	MonumentLifts	Monument lifts	Monument lifts	22101803	
onet.org.ai	Tool	MortuaryBierPins	Mortuary bier pins	Mortuary bier pins	31162407	
onet.org.ai	Tool	MortuaryCots	Mortuary cots	Mortuary cots	42261802	
onet.org.ai	Tool	MortuaryDressingTables	Mortuary dressing tables	Mortuary dressing tables	42261703	
onet.org.ai	Tool	MortuaryLiftSystems	Mortuary lift systems	Mortuary lift systems	42261809	
onet.org.ai	Tool	MortuaryOperatingTables	Mortuary operating tables	Mortuary operating tables	42261703	
onet.org.ai	Tool	MortuaryRollerSystems	Mortuary roller systems	Mortuary roller systems	24101701	
onet.org.ai	Tool	MortuaryVans	Mortuary vans	Mortuary vans	25101505	
onet.org.ai	Tool	MouthFormers	Mouth formers	Mouth formers	42262102	
onet.org.ai	Tool	NeedleInjectorGuns	Needle injector guns	Needle injector guns	42262007	
onet.org.ai	Tool	NitrileGloves	Nitrile gloves	Nitrile gloves	46181504	
onet.org.ai	Tool	NumberingMachines	Numbering machines	Numbering machines	44102402	
onet.org.ai	Tool	PallbearerCasketCarriages	Pallbearer casket carriages	Pallbearer casket carriages	42261809	
onet.org.ai	Tool	PassengerVehicles	Passenger vehicles	Passenger vehicles	25101503	
onet.org.ai	Tool	ProtectiveLatexGloves	Protective latex gloves	Protective latex gloves	46181504	
onet.org.ai	Tool	Respirators	Respirators	Respirators	46182002	
onet.org.ai	Tool	Scalpels	Scalpels	Scalpels	42261505	
onet.org.ai	Tool	SinkCovers	Sink covers	Sink covers	42262005	
onet.org.ai	Tool	Trocars	Trocars	Trocars	42291635	
onet.org.ai	Tool	VaultLoweringDevices	Vault lowering devices	Vault lowering devices	42261809	
onet.org.ai	Tool	VisceraBags	Viscera bags	Viscera bags	42261607	
onet.org.ai	Tool	Automated_External_Defibrillators_Aed	Automated external defibrillators AED	Automated external defibrillators AED	42172101	
onet.org.ai	Tool	Automatic_Blood_Pressure_Cuffs	Automatic blood pressure cuffs	Automatic blood pressure cuffs	42181602	
onet.org.ai	Tool	BodyFatCalipers	Body fat calipers	Body fat calipers	42182704	
onet.org.ai	Tool	EllipticalTrainers	Elliptical trainers	Elliptical trainers	49201516	
onet.org.ai	Tool	Emergency_Medical_Aid_Kits	Emergency medical aid kits	Emergency medical aid kits	42172001	
onet.org.ai	Tool	ExerciseTreadmills	Exercise treadmills	Exercise treadmills	49201501	
onet.org.ai	Tool	FreeWeights	Free weights	Free weights	49201606	
onet.org.ai	Tool	HeightMeasurementRulers	Height measurement rulers	Height measurement rulers	42182703	
onet.org.ai	Tool	Lower_Body_Weight_Machines	Lower body weight machines	Lower body weight machines	49201603	
onet.org.ai	Tool	Manual_Blood_Pressure_Cuffs	Manual blood pressure cuffs	Manual blood pressure cuffs	42181603	
onet.org.ai	Tool	StationaryExerciseBicycles	Stationary exercise bicycles	Stationary exercise bicycles	49201503	
onet.org.ai	Tool	Upper_Body_Weight_Machines	Upper body weight machines	Upper body weight machines	49201605	
onet.org.ai	Tool	WeightMeasurementScales	Weight measurement scales	Weight measurement scales	41111508	
onet.org.ai	Tool	PaymentProcessingTerminals	Payment processing terminals	Payment processing terminals	43211505	
onet.org.ai	Tool	Closed_Circuit_Television_Cctv_Monitoring_Systems	Closed circuit television CCTV monitoring systems	Closed circuit television CCTV monitoring systems	46171622	
onet.org.ai	Tool	Fire_Alarm_Monitoring_Systems	Fire alarm monitoring systems	Fire alarm monitoring systems	46182504	
onet.org.ai	Tool	AdjustableWrenches	Adjustable wrenches	Adjustable wrenches	27111707	
onet.org.ai	Tool	AmpClampMeters	Amp clamp meters	Amp clamp meters	41113601	
onet.org.ai	Tool	DigitalCalipers	Digital calipers	Digital calipers	41111621	
onet.org.ai	Tool	DigitalMicrometers	Digital micrometers	Digital micrometers	41111601	
onet.org.ai	Tool	DigitalOscilloscopes	Digital oscilloscopes	Digital oscilloscopes	41113638	
onet.org.ai	Tool	FallArrestSystems	Fall arrest systems	Fall arrest systems	46182306	
onet.org.ai	Tool	FieldForklifts	Field forklifts	Field forklifts	24101603	
onet.org.ai	Tool	HydraulicTorqueMachines	Hydraulic torque machines	Hydraulic torque machines	27112720	
onet.org.ai	Tool	InfraredThermographyCameras	Infrared thermography cameras	Infrared thermography cameras	41115321	
onet.org.ai	Tool	Lubricant_Oil_Sampling_Kits	Lubricant oil sampling kits	Lubricant oil sampling kits	41113320	
onet.org.ai	Tool	ManualTorqueWrenches	Manual torque wrenches	Manual torque wrenches	27111715	
onet.org.ai	Tool	Megohmmeters	Megohmmeters	Megohmmeters	41113628	
onet.org.ai	Tool	PhillipsHeadScrewdrivers	Phillips head screwdrivers	Phillips head screwdrivers	27111701	
onet.org.ai	Tool	RecordingAnemometers	Recording anemometers	Recording anemometers	41114401	
onet.org.ai	Tool	RiggingEquipment	Rigging equipment	Rigging equipment	24101611	
onet.org.ai	Tool	Safety_Line_Evacuation_Kits	Safety line evacuation kits	Safety line evacuation kits	46191609	
onet.org.ai	Tool	TowerCranes	Tower cranes	Tower cranes	24101623	
onet.org.ai	Tool	VibrationAnalyisEquipment	Vibration analyis equipment	Vibration analyis equipment	41114624	
onet.org.ai	Tool	VoltageTesters	Voltage testers	Voltage testers	41113637	
onet.org.ai	Tool	BarometricPressureSensors	Barometric pressure sensors	Barometric pressure sensors	41114402	
onet.org.ai	Tool	CupAnemometers	Cup anemometers	Cup anemometers	41114401	
onet.org.ai	Tool	DigitalStillCameras	Digital still cameras	Digital still cameras	45121504	
onet.org.ai	Tool	DigitalVideoCameras	Digital video cameras	Digital video cameras	45121516	
onet.org.ai	Tool	ElectronicTemperatureSensors	Electronic temperature sensors	Electronic temperature sensors	41112105	
onet.org.ai	Tool	Handheld_Global_Positioning_System_Gps_Units	Handheld global positioning system GPS units	Handheld global positioning system GPS units	52161518	
onet.org.ai	Tool	PortableMeteorologicalStations	Portable meteorological stations	Portable meteorological stations	41114410	
onet.org.ai	Tool	PropellerAnemometers	Propeller anemometers	Propeller anemometers	41114401	
onet.org.ai	Tool	Pyranometers	Pyranometers	Pyranometers	41114407	
onet.org.ai	Tool	SoilSamplers	Soil samplers	Soil samplers	41113909	
onet.org.ai	Tool	WindVanes	Wind vanes	Wind vanes	41114409	
onet.org.ai	Tool	Subcentimeter_Global_Positioning_System_Gps_Units	Subcentimeter global positioning system GPS units	Subcentimeter global positioning system GPS units	52161518	
onet.org.ai	Tool	BulkWeighingSystems	Bulk weighing systems	Bulk weighing systems	41111509	
onet.org.ai	Tool	GrainTesters	Grain testers	Grain testers	41112701	
onet.org.ai	Tool	LivestockScales	Livestock scales	Livestock scales	41111506	
onet.org.ai	Tool	PrecisionRulers	Precision rulers	Precision rulers	41111604	
onet.org.ai	Tool	DataCollectors	Data collectors	Data collectors	43211715	
