id	name	description	code
DryingChambers	Drying chambers	Drying chambers	23161503
DryingMops	Drying mops	Drying mops	27112909
DryingOvens	Drying ovens	Drying ovens	41104510
DryingOvenUnits	Drying oven units	Drying oven units	23161503
DryingPistols	Drying pistols	Drying pistols	41123004
DryingRacks	Drying racks	Drying racks	41102426
DryIngredientMeasuringCups	Dry ingredient measuring cups	Dry ingredient measuring cups	48101804
DryingSystems	Drying systems	Drying systems	23161503
DryMops	Dry mops	Dry mops	47131617
DryRodOvens	Dry rod ovens	Dry rod ovens	23271707
DryScrubberSystems	Dry scrubber systems	Dry scrubber systems	40161601
DrySuits	Dry suits	Dry suits	49141507
DryToDryClosedLoopMachines	Dry-to-dry closed loop machines	Dry-to-dry closed loop machines	47111701
DrywallAxes	Drywall axes	Drywall axes	27111604
DrywallHammers	Drywall hammers	Drywall hammers	27111602
DrywallHatchets	Drywall hatchets	Drywall hatchets	27111604
DrywallJacks	Drywall jacks	Drywall jacks	24101612
DrywallKnives	Drywall knives	Drywall knives	27111503
DrywallKnockdownKnives	Drywall knockdown knives	Drywall knockdown knives	27112601
DrywallLifters	Drywall lifters	Drywall lifters	24101604
DrywallLifts	Drywall lifts	Drywall lifts	24101604
DrywallMudMixers	Drywall mud mixers	Drywall mud mixers	22101902
DrywallPowerSanders	Drywall power sanders	Drywall power sanders	27112708
DrywallRippingTools	Drywall ripping tools	Drywall ripping tools	27111508
DrywallRouters	Drywall routers	Drywall routers	27112707
DrywallSaws	Drywall saws	Drywall saws	27111508
DrywallScoringTools	Drywall scoring tools	Drywall scoring tools	27112303
DrywallScrewdrivers	Drywall screwdrivers	Drywall screwdrivers	27111701
DrywallScrewGuns	Drywall screw guns	Drywall screw guns	27112710
DrywallStilts	Drywall stilts	Drywall stilts	30191501
DrywallTapingKnives	Drywall taping knives	Drywall taping knives	27112601
DrywallTrowels	Drywall trowels	Drywall trowels	27112201
DrywallTSquares	Drywall T-squares	Drywall T-squares	44111808
DualActionPliers	Dual action pliers	Dual action pliers	27112107
DualCentrifuges	Dual centrifuges	Dual centrifuges	41103903
DualChamberPacemakers	Dual chamber pacemakers	Dual chamber pacemakers	42203501
DualChannelSpectrometerSystems	Dual channel spectrometer systems	Dual channel spectrometer systems	41115403
DualColumnBandsaws	Dual column bandsaws	Dual column bandsaws	27112709
DualDiodeDosimeterPatientDoseMonitors	Dual diode dosimeter patient dose monitors	Dual diode dosimeter patient dose monitors	42203901
DualEnergyXRayAbsorptiometers	Dual energy x ray absorptiometers	Dual energy x ray absorptiometers	41115404
DualFrequencyGlobalPositioningSystemGpsSurveyUnits	Dual-frequency global positioning system GPS survey units	Dual-frequency global positioning system GPS survey units	52161518
DualHeadedGammaCameras	Dual headed gamma cameras	Dual headed gamma cameras	42202001
DualHeadStethoscopes	Dual head stethoscopes	Dual head stethoscopes	42182103
DualModeCellPhones	Dual-mode cell phones	Dual-mode cell phones	43191501
DualPowerSupplies	Dual power supplies	Dual power supplies	26111611
DualTemperatureHeatGuns	Dual temperature heat guns	Dual temperature heat guns	27112717
DualTraceScopes	Dual trace scopes	Dual trace scopes	41113638
DualWavelengthSpectroscopes	Dual wavelength spectroscopes	Dual wavelength spectroscopes	41115403
DuckBilledBeadBreakingWedges	Duck-billed bead-breaking wedges	Duck-billed bead-breaking wedges	27112504
DuckBilledLockingPliers	Duck-billed locking pliers	Duck-billed locking pliers	27112115
DuckbillHairClamps	Duckbill hair clamps	Duckbill hair clamps	53131633
DuckbillPliers	Duckbill pliers	Duckbill pliers	27112134
DuckBillPliers	Duck bill pliers	Duck bill pliers	27112126
DuckBoatPaddles	Duck boat paddles	Duck boat paddles	25111904
DuctilityTesters	Ductility testers	Ductility testers	41114607
DuctKnives	Duct knives	Duct knives	27111506
DuctProbeVelometers	Duct probe velometers	Duct probe velometers	41112509
DuctSlicers	Duct slicers	Duct slicers	27111507
DuctVacuums	Duct vacuums	Duct vacuums	47121602
Dulcimers	Dulcimers	Dulcimers	60131330
Dumbbells	Dumbbells	Dumbbells	42251612
DummyBlocks	Dummy blocks	Dummy blocks	23151513
DummyMares	Dummy mares	Dummy mares	21101902
DumperRiders	Dumper riders	Dumper riders	24101510
DumpTrailers	Dump trailers	Dump trailers	25181701
DumpTrucks	Dump trucks	Dump trucks	25101601
DumpyLevels	Dumpy levels	Dumpy levels	27111802
DuplexPressureGauges	Duplex pressure gauges	Duplex pressure gauges	41112403
Durometers	Durometers	Durometers	41114611
Dust	Dust and particulate respirators	Dust and particulate respirators	46182002
DustChambers	Dust chambers	Dust chambers	41103511
DustCollectionSystems	Dust collection systems	Dust collection systems	40161503
DustCollectors	Dust collectors	Dust collectors	40161503
Dusters	Dusters	Dusters	47121801
DustingBrushes	Dusting brushes	Dusting brushes	31211904
DustMasks	Dust masks	Dust masks	46182001
DustMops	Dust mops	Dust mops	47131617
DustRespirators	Dust respirators	Dust respirators	46182002
DustSuppressionSystems	Dust suppression systems	Dust suppression systems	40161506
DutchAugers	Dutch augers	Dutch augers	41113909
DwellMeters	Dwell meters	Dwell meters	26101718
DycalInstruments	Dycal instruments	Dycal instruments	42151603
DyeApplicationBrushes	Dye application brushes	Dye application brushes	27113003
DyeBecks	Dye becks	Dye becks	23121610
DyeExtractors	Dye extractors	Dye extractors	23121610
DyeInjectors	Dye injectors	Dye injectors	41115715
DyeLasers	Dye lasers	Dye lasers	41115307
DyePenetrantInspectionEquipment	Dye penetrant inspection equipment	Dye penetrant inspection equipment	41111802
DyeSublimationPrinters	Dye sublimation printers	Dye sublimation printers	43212103
DyeWaterTankFarmSystems	Dye water tank farm systems	Dye water tank farm systems	20142903
DynamicActuators	Dynamic actuators	Dynamic actuators	31251502
DynamicBrakingSystems	Dynamic braking systems	Dynamic braking systems	25171703
DynamicContactAngleApparatus	Dynamic contact angle apparatus	Dynamic contact angle apparatus	41103317
DynamicDisplayDevices	Dynamic display devices	Dynamic display devices	43211509
DynamicLightScatteringEquipment	Dynamic light scattering equipment	Dynamic light scattering equipment	41102703
DynamicLightScatteringSystems	Simultaneous static and dynamic light scattering systems	Simultaneous static and dynamic light scattering systems	41102703
DynamicMechanicalAnalyzersDma	Dynamic mechanical analyzers DMA	Dynamic mechanical analyzers DMA	41113009
DynamicMessageSigns	Dynamic message signs	Dynamic message signs	46161520
DynamicMicrophones	Dynamic microphones	Dynamic microphones	52161520
DynamicPhantoms	Dynamic phantoms	Dynamic phantoms	26141704
DynamicPositioningDpSystems	Dynamic positioning DP systems	Dynamic positioning DP systems	25173108
DynamicsCharacterizationDevices	Material fatigue and dynamics characterization devices	Material fatigue and dynamics characterization devices	41114608
DynamicSignalAnalyzers	Dynamic signal analyzers	Dynamic signal analyzers	41113647
DynamicsProcessors	Dynamics processors	Dynamics processors	45111704
DynamicStrainIndicators	Dynamic strain indicators	Dynamic strain indicators	41111605
DynamiteBlasters	Dynamite blasters	Dynamite blasters	12131704
Dynamometers	Dynamometers	Dynamometers	41114501
Dynanometers	Dynanometers	Dynanometers	41114501
EarCurettes	Ear curettes	Ear curettes	42143513
EarForceps	Ear forceps	Ear forceps	42291802
EarNeedles	Ear needles	Ear needles	42142523
Earpieces	Earpieces	Earpieces	52161554
EarPlugs	Ear plugs	Ear plugs	46181905
EarProbes	Ear probes	Ear probes	42182420
EarPunches	Ear punches	Ear punches	21101902
EarRetractors	Ear retractors	Ear retractors	42293107
EarSyringes	Ear syringes	Ear syringes	42121507
EarTacks	Ear tacks	Ear tacks	42144201
EarTaggers	Ear taggers	Ear taggers	21101905
EarTaggingEquipment	Ear tagging equipment	Ear tagging equipment	21101905
EarthDrillingMachines	Earth drilling machines	Earth drilling machines	20102102
EarthDrills	Earth drills	Earth drills	41113909
EarthmoverStandardBuckets	Earthmover standard buckets	Earthmover standard buckets	22101702
EarthResistivityMeters	Earth resistivity meters	Earth resistivity meters	41113807
EarthTampers	Earth tampers	Earth tampers	22101507
EasyEdgers	Easy edgers	Easy edgers	23251707
EbertFastieSpectrometers	Ebert-Fastie spectrometers	Ebert-Fastie spectrometers	41115403
EchelleSpectrometers	Echelle spectrometers	Echelle spectrometers	41115403
EchocardiogramEquipment	Echocardiogram equipment	Echocardiogram equipment	42201724
EchocardiographyEquipment	Echocardiography equipment	Echocardiography equipment	42201724
EchocardiographySystems	Echocardiography systems	Echocardiography systems	42201724
Echometers	Echometers	Echometers	41111938
Echosounders	Echosounders	Echosounders	41115501
EchoSounders	Echo sounders	Echo sounders	41112401
EddyCurrentFlawDetectors	Eddy current flaw detectors	Eddy current flaw detectors	41111801
EddyCurrentInspectionEquipment	Eddy current inspection equipment	Eddy current inspection equipment	41111801
EddyCurrentPencilProbes	Eddy current pencil probes	Eddy current pencil probes	41111801
EddyCurrentProbes	Eddy current probes	Eddy current probes	41111801
EddyCurrentTestingEquipment	Eddy current testing equipment	Eddy current testing equipment	41111801
EdentulousImpressionTrays	Edentulous impression trays	Edentulous impression trays	42152105
EdgeBanders	Edge banders	Edge banders	27112403
EdgeBandingMachines	Edge banding machines	Edge banding machines	23101534
EdgeBindingStaplers	Edge-binding staplers	Edge-binding staplers	27112401
EdgeCutters	Edge cutters	Edge cutters	27111503
EdgeFinders	Edge finders	Edge finders	27111823
EdgeGluers	Edge gluers	Edge gluers	23153401
EdgePlaners	Edge planers	Edge planers	27112706
EdgePolishers	Edge polishers	Edge polishers	23151703
EdgePunches	Edge punches	Edge punches	60122501
Edgers	Edgers	Edgers	27112203
EdgeSanders	Edge sanders	Edge sanders	23101509
EdgeScrapers	Edge scrapers	Edge scrapers	27111502
EdgingClamps	Edging clamps	Edging clamps	31162903
EdgingTools	Edging tools	Edging tools	60124311
EdgingTrowels	Edging trowels	Edging trowels	27112203
EdibleInkCartridges	Edible-ink cartridges	Edible-ink cartridges	44103105
EditingConsoles	Editing consoles	Editing consoles	45111815
Editors	Film processors and editors	Film processors and editors	45121704
EducationalAnatomyModels	Educational anatomy models	Educational anatomy models	42301502
EducationalBoardGames	Educational board games	Educational board games	60141102
EducationalPuzzles	Educational puzzles	Educational puzzles	60141105
EducationalToys	Educational toys	Educational toys	60124515
EelTraps	Eel traps	Eel traps	49131603
EffectsPedals	Effects pedals	Effects pedals	60131515
EffectsRacks	Effects racks	Effects racks	60131515
EffluentTreatmentSystems	Effluent treatment systems	Effluent treatment systems	47101522
EggBreakingMachines	Egg breaking machines	Egg breaking machines	23181703
EggCandlers	Egg candlers	Egg candlers	21101906
EggGatheringEquipment	Egg gathering equipment	Egg gathering equipment	21101906
EggGradingMachines	Egg grading machines	Egg grading machines	21101906
EggIncubators	Egg incubators	Egg incubators	21101903
EggSetters	Egg setters or hatchers	Egg setters or hatchers	21101903
EggWashingMachines	Egg washing machines	Egg washing machines	21101906
EjectorSets	Ejector sets	Ejector sets	48101817
EkmanDredges	Ekman dredges	Ekman dredges	41104007
EkmanGrabSamplers	Ekman grab samplers	Ekman grab samplers	41113909
ElastratorBands	Elastrator bands	Elastrator bands	42121513
ElbowPads	Elbow pads	Elbow pads	49221503
ElbowPullers	Elbow pullers	Elbow pullers	27111712
ElectretMicrophones	Electret microphones	Electret microphones	52161520
ElectricAirCompressors	Electric air compressors	Electric air compressors	40151601
ElectricalChemicalPumps	Electrical chemical pumps	Electrical chemical pumps	40151564
ElectricalCircuitBreakers	Electrical circuit breakers	Electrical circuit breakers	39121601
ElectricalCircuitTesters	Electrical circuit testers	Electrical circuit testers	41113642
ElectricalCircuitTracers	Electrical circuit tracers	Electrical circuit tracers	41113644
ElectricalConductivityCells	Electrical conductivity cells	Electrical conductivity cells	41115610
ElectricalConductivityMeters	Electrical conductivity meters	Electrical conductivity meters	41115609
ElectricalCordReels	Electrical cord reels	Electrical cord reels	26121635
ElectricalCurrentMeters	Electrical current meters	Electrical current meters	41113637
ElectricalDetonators	Electrical detonators	Electrical detonators	12131702
ElectricalDiagnosticPlatformAnalyzers	Electrical diagnostic platform analyzers	Electrical diagnostic platform analyzers	26111719
ElectricalDiagnosticTools	Electrical diagnostic tools	Electrical diagnostic tools	25191824
ElectricalDischargeMachinesEdm	Electrical discharge machines EDM	Electrical discharge machines EDM	23101521
ElectricalDischargeMachiningEdmMachines	Electrical Discharge Machining EDM machines	Electrical Discharge Machining EDM machines	23101521
ElectricalFireExtinguishers	Electrical fire extinguishers	Electrical fire extinguishers	46191601
ElectricalFlowMeters	Electrical flow meters	Electrical flow meters	41111931
ElectricalFrequencyIndicators	Electrical frequency indicators	Electrical frequency indicators	41115305
ElectricalFrequencyMeters	Electrical frequency meters	Electrical frequency meters	41115305
ElectricalFrequencyTesters	Electrical frequency testers	Electrical frequency testers	41115305
ElectricallyOperatedAirlessPumps	Electrically operated airless pumps	Electrically operated airless pumps	31211908
ElectricallyPoweredCompressors	Electrically powered compressors	Electrically powered compressors	40151604
ElectricallyPoweredDentalAmalgamators	Electrically powered dental amalgamators	Electrically powered dental amalgamators	42152434
ElectricalMixers	Electrical mixers	Electrical mixers	41103801
ElectricalMuscleStimulationEquipment	Electrical muscle stimulation equipment	Electrical muscle stimulation equipment	42141805
ElectricalPanelBoards	Electrical panel boards	Electrical panel boards	26131801
ElectricalParticleDetectors	Electrical particle detectors	Electrical particle detectors	41115405
ElectricalPowerUnit	Electrical power unit	Electrical power unit	25191510
ElectricalResistanceMeters	Electrical resistance meters	Electrical resistance meters	41113635
ElectricalResistivityInstruments	Electrical resistivity instruments	Electrical resistivity instruments	41113807
ElectricalStimulationEquipment	Electrical stimulation equipment	Electrical stimulation equipment	42141801
ElectricalStunningEquipment	Electrical stunning equipment	Electrical stunning equipment	23221101
ElectricalSuctionPumps	Electrical suction pumps	Electrical suction pumps	42293522
ElectricalSurgicalUnitAnalyzers	Electrical surgical unit analyzers	Electrical surgical unit analyzers	42295104
ElectricalSwitchGear	Electrical switch gear	Electrical switch gear	26131808
ElectricAnimalClippers	Electric animal clippers	Electric animal clippers	21101909
