education_program_id	cip_code	career_cluster_id	subcluster_id
entomology	26.0702	agriculture	agriculture/water-systems
entomology	26.0702	education	education/teaching-training-facilitation
entomology	26.0702	energy-natural-resources	energy-natural-resources/conservation-land-management
entomology	26.0702	energy-natural-resources	energy-natural-resources/ecological-research-development
entomology	26.0702	healthcare-human-services	healthcare-human-services/biotechnology-research-development
animal-physiology	26.0707	agriculture	agriculture/animal-systems
animal-physiology	26.0707	agriculture	agriculture/water-systems
animal-physiology	26.0707	education	education/teaching-training-facilitation
animal-physiology	26.0707	energy-natural-resources	energy-natural-resources/conservation-land-management
animal-physiology	26.0707	energy-natural-resources	energy-natural-resources/ecological-research-development
animal-physiology	26.0707	healthcare-human-services	healthcare-human-services/biotechnology-research-development
animal-behavior-and-ethology	26.0708	energy-natural-resources	energy-natural-resources/conservation-land-management
animal-behavior-and-ethology	26.0708	healthcare-human-services	healthcare-human-services/biotechnology-research-development
wildlife-biology	26.0709	energy-natural-resources	energy-natural-resources/conservation-land-management
wildlife-biology	26.0709	healthcare-human-services	healthcare-human-services/biotechnology-research-development
zoologyanimal-biology-other	26.0799	education	education/teaching-training-facilitation
zoologyanimal-biology-other	26.0799	energy-natural-resources	energy-natural-resources/conservation-land-management
genetics-general	26.0801	agriculture	agriculture/plant-systems
genetics-general	26.0801	agriculture	agriculture/water-systems
genetics-general	26.0801	education	education/teaching-training-facilitation
genetics-general	26.0801	energy-natural-resources	energy-natural-resources/ecological-research-development
genetics-general	26.0801	healthcare-human-services	healthcare-human-services/biotechnology-research-development
genetics-general	26.0801	healthcare-human-services	healthcare-human-services/physical-health
molecular-genetics	26.0802	agriculture	agriculture/water-systems
molecular-genetics	26.0802	education	education/teaching-training-facilitation
molecular-genetics	26.0802	energy-natural-resources	energy-natural-resources/ecological-research-development
molecular-genetics	26.0802	healthcare-human-services	healthcare-human-services/biotechnology-research-development
molecular-genetics	26.0802	healthcare-human-services	healthcare-human-services/physical-health
microbial-and-eukaryotic-genetics	26.0803	agriculture	agriculture/water-systems
microbial-and-eukaryotic-genetics	26.0803	education	education/teaching-training-facilitation
microbial-and-eukaryotic-genetics	26.0803	energy-natural-resources	energy-natural-resources/ecological-research-development
microbial-and-eukaryotic-genetics	26.0803	healthcare-human-services	healthcare-human-services/biotechnology-research-development
animal-genetics	26.0804	agriculture	agriculture/animal-systems
animal-genetics	26.0804	education	education/teaching-training-facilitation
animal-genetics	26.0804	energy-natural-resources	energy-natural-resources/ecological-research-development
animal-genetics	26.0804	healthcare-human-services	healthcare-human-services/biotechnology-research-development
plant-genetics	26.0805	agriculture	agriculture/plant-systems
plant-genetics	26.0805	education	education/teaching-training-facilitation
plant-genetics	26.0805	energy-natural-resources	energy-natural-resources/ecological-research-development
plant-genetics	26.0805	healthcare-human-services	healthcare-human-services/biotechnology-research-development
humanmedical-genetics	26.0806	education	education/teaching-training-facilitation
humanmedical-genetics	26.0806	healthcare-human-services	healthcare-human-services/biotechnology-research-development
humanmedical-genetics	26.0806	healthcare-human-services	healthcare-human-services/physical-health
genome-sciencesgenomics	26.0807	education	education/teaching-training-facilitation
genome-sciencesgenomics	26.0807	energy-natural-resources	energy-natural-resources/ecological-research-development
genome-sciencesgenomics	26.0807	healthcare-human-services	healthcare-human-services/biotechnology-research-development
genome-sciencesgenomics	26.0807	healthcare-human-services	healthcare-human-services/physical-health
genetics-other	26.0899	education	education/teaching-training-facilitation
genetics-other	26.0899	energy-natural-resources	energy-natural-resources/ecological-research-development
genetics-other	26.0899	healthcare-human-services	healthcare-human-services/biotechnology-research-development
genetics-other	26.0899	healthcare-human-services	healthcare-human-services/physical-health
physiology-general	26.0901	education	education/teaching-training-facilitation
physiology-general	26.0901	healthcare-human-services	healthcare-human-services/biotechnology-research-development
molecular-physiology	26.0902	education	education/teaching-training-facilitation
molecular-physiology	26.0902	healthcare-human-services	healthcare-human-services/biotechnology-research-development
cell-physiology	26.0903	education	education/teaching-training-facilitation
cell-physiology	26.0903	healthcare-human-services	healthcare-human-services/biotechnology-research-development
endocrinology	26.0904	education	education/teaching-training-facilitation
endocrinology	26.0904	healthcare-human-services	healthcare-human-services/biotechnology-research-development
reproductive-biology	26.0905	education	education/teaching-training-facilitation
reproductive-biology	26.0905	healthcare-human-services	healthcare-human-services/biotechnology-research-development
cardiovascular-science	26.0907	education	education/teaching-training-facilitation
cardiovascular-science	26.0907	healthcare-human-services	healthcare-human-services/biotechnology-research-development
exercise-physiology-and-kinesiology	26.0908	education	education/teaching-training-facilitation
exercise-physiology-and-kinesiology	26.0908	healthcare-human-services	healthcare-human-services/biotechnology-research-development
exercise-physiology-and-kinesiology	26.0908	healthcare-human-services	healthcare-human-services/physical-health
vision-sciencephysiological-optics	26.0909	education	education/teaching-training-facilitation
vision-sciencephysiological-optics	26.0909	healthcare-human-services	healthcare-human-services/biotechnology-research-development
