child	childCode	parent	parentCode	level
SunflowerSeeds	1151223	OilseedsExceptCanolaAndSoybeans	115122	Detail→Subclass
OtherOilseeds	1151224	OilseedsExceptCanolaAndSoybeans	115122	Detail→Subclass
UnstemmedLeafTobacco	1151311	UnstemmedLeafTobacco	115131	Detail→Subclass
SugarCane	1151321	SugarCaneAndSugarBeets	115132	Detail→Subclass
SugarBeets	1151322	SugarCaneAndSugarBeets	115132	Detail→Subclass
RawTea	1151331	RawTea	115133	Detail→Subclass
CocoaBeans	1151341	CocoaBeans	115134	Detail→Subclass
GreenCoffeeBeans	1151351	GreenCoffeeBeans	115135	Detail→Subclass
MapleSyrup	1151361	MapleSyrupAndOtherMapleProducts	115136	Detail→Subclass
MapleButter	1151362	MapleSyrupAndOtherMapleProducts	115136	Detail→Subclass
MapleSugar	1151363	MapleSyrupAndOtherMapleProducts	115136	Detail→Subclass
MapleTaffy	1151364	MapleSyrupAndOtherMapleProducts	115136	Detail→Subclass
OtherMapleProductsN.e.c.	1151365	MapleSyrupAndOtherMapleProducts	115136	Detail→Subclass
RawCotton	1151371	RawCotton	115137	Detail→Subclass
HayForageSeedsAndGrassSeeds	1151381	HayAndForage	115138	Detail→Subclass
CornForSilage	1151382	HayAndForage	115138	Detail→Subclass
UnworkedStraw	1151383	HayAndForage	115138	Detail→Subclass
OtherForageN.e.c.	1151384	HayAndForage	115138	Detail→Subclass
Hops	1151391	OtherMiscellaneousCropProductsN.e.c.	115139	Detail→Subclass
NaturalVegetableFibres	1151392	OtherMiscellaneousCropProductsN.e.c.	115139	Detail→Subclass
MedicinalPlantsExceptCannabis	1151393	OtherMiscellaneousCropProductsN.e.c.	115139	Detail→Subclass
MustardSeeds	1151394	OtherMiscellaneousCropProductsN.e.c.	115139	Detail→Subclass
OtherSpiceSeeds	1151395	OtherMiscellaneousCropProductsN.e.c.	115139	Detail→Subclass
VegetalGums	1151396	OtherMiscellaneousCropProductsN.e.c.	115139	Detail→Subclass
OtherCrudeVegetableMaterials	1151397	OtherMiscellaneousCropProductsN.e.c.	115139	Detail→Subclass
SeedsForPlantingExceptPotatoFlowerShrubAndTreeSeeds	1151398	OtherMiscellaneousCropProductsN.e.c.	115139	Detail→Subclass
FlowerSeeds	1151411	SeedsOfFlowersShrubsAndTrees	115141	Detail→Subclass
ShrubSeeds	1151412	SeedsOfFlowersShrubsAndTrees	115141	Detail→Subclass
TreeSeeds	1151413	SeedsOfFlowersShrubsAndTrees	115141	Detail→Subclass
ChristmasTrees	1151421	ChristmasTrees	115142	Detail→Subclass
IndoorPottedPlants	1151431	FloricultureProductsExceptSeeds	115143	Detail→Subclass
OutdoorPottedPlants	1151432	FloricultureProductsExceptSeeds	115143	Detail→Subclass
Cuttings	1151433	FloricultureProductsExceptSeeds	115143	Detail→Subclass
BeddingPlants	1151434	FloricultureProductsExceptSeeds	115143	Detail→Subclass
CutFlowers	1151435	FloricultureProductsExceptSeeds	115143	Detail→Subclass
Trees	1151441	NurseryProductsExceptSeeds	115144	Detail→Subclass
Shrubs	1151442	NurseryProductsExceptSeeds	115144	Detail→Subclass
Vines	1151443	NurseryProductsExceptSeeds	115144	Detail→Subclass
SmallFruitBushes	1151444	NurseryProductsExceptSeeds	115144	Detail→Subclass
TreeSeedlings	1151445	NurseryProductsExceptSeeds	115144	Detail→Subclass
OtherNurseryTreesAndPlantsN.e.c.	1151446	NurseryProductsExceptSeeds	115144	Detail→Subclass
Sod	1151451	Sod	115145	Detail→Subclass
EggsInShellForConsumption	1161111	EggsInShell	116111	Detail→Subclass
EggsInShellForHatcheries	1161112	EggsInShell	116111	Detail→Subclass
EggsInShellLeakersAndRejects	1161113	EggsInShell	116111	Detail→Subclass
UnprocessedMilk	1161211	UnprocessedMilk	116121	Detail→Subclass
RawFurskins	1161311	RawFurskins	116131	Detail→Subclass
RawWool	1161321	RawWoolAndAnimalHair	116132	Detail→Subclass
RawAnimalHair	1161322	RawWoolAndAnimalHair	116132	Detail→Subclass
NaturalHoney	1161331	NaturalHoney	116133	Detail→Subclass
PregnantMareUrine	1161341	PregnantMareUrine	116134	Detail→Subclass
LiveFish	1211111	LiveFishCrustaceansAndShellfish	121111	Detail→Subclass
LiveRoe	1211112	LiveFishCrustaceansAndShellfish	121111	Detail→Subclass
LiveCrustaceans	1211113	LiveFishCrustaceansAndShellfish	121111	Detail→Subclass
LiveShellfish	1211114	LiveFishCrustaceansAndShellfish	121111	Detail→Subclass
FishExceptLive	1211121	FishExceptLive	121112	Detail→Subclass
CrustaceansExceptLive	1211131	CrustaceansAndShellfishExceptLive	121113	Detail→Subclass
ShellfishExceptLive	1211132	CrustaceansAndShellfishExceptLive	121113	Detail→Subclass
Seaweed	1211141	SeaweedIrishMossAndOtherAlgae	121114	Detail→Subclass
IrishMoss	1211142	SeaweedIrishMossAndOtherAlgae	121114	Detail→Subclass
OtherAlgae	1211143	SeaweedIrishMossAndOtherAlgae	121114	Detail→Subclass
HardwoodLogsAndBoltsExceptFuelWoodAndPulpwood	1311111	HardwoodLogsAndBoltsExceptFuelWoodAndPulpwood	131111	Detail→Subclass
LogsAndBoltsOfSprucePineAndFirExceptFuelWoodAndPulpwood	1311121	SoftwoodLogsAndBoltsExceptFuelWoodAndPulpwood	131112	Detail→Subclass
LogsAndBoltsOfHemlockFirExceptFuelWoodAndPulpwood	1311122	SoftwoodLogsAndBoltsExceptFuelWoodAndPulpwood	131112	Detail→Subclass
LogsAndBoltsOfDouglasFirAndWesternLarchExceptFuelWoodAndPulpwood	1311123	SoftwoodLogsAndBoltsExceptFuelWoodAndPulpwood	131112	Detail→Subclass
LogsAndBoltsOfWesternRedCedarExceptFuelWoodAndPulpwood	1311124	SoftwoodLogsAndBoltsExceptFuelWoodAndPulpwood	131112	Detail→Subclass
OtherLogsAndBoltsOfSoftwoodExceptFuelWoodAndPulpwood	1311125	SoftwoodLogsAndBoltsExceptFuelWoodAndPulpwood	131112	Detail→Subclass
HardwoodPulpwood	1311211	HardwoodPulpwood	131121	Detail→Subclass
SoftwoodPulpwood	1311221	SoftwoodPulpwood	131122	Detail→Subclass
RoughUntreatedPolesPostsAndPilingOfSoftwood	1311311	RoughUntreatedPolesPostsAndPiling	131131	Detail→Subclass
RoughUntreatedPolesPostsAndPilingOfHardwood	1311312	RoughUntreatedPolesPostsAndPiling	131131	Detail→Subclass
LightAndMediumCrudeOil	1411111	ConventionalCrudeOil	141111	Detail→Subclass
HeavyCrudeOil	1411112	ConventionalCrudeOil	141111	Detail→Subclass
CrudeBitumen	1411211	CrudeAndDilutedBitumen	141121	Detail→Subclass
DilutedBitumen	1411212	CrudeAndDilutedBitumen	141121	Detail→Subclass
SyntheticCrudeOil	1411311	SyntheticCrudeOil	141131	Detail→Subclass
NaturalGas	1421111	NaturalGas	142111	Detail→Subclass
PropaneAndPropaneMixes	1431111	LiquefiedPetroleumGasesLpgs	143111	Detail→Subclass
ButaneAndButaneMixes	1431112	LiquefiedPetroleumGasesLpgs	143111	Detail→Subclass
Ethane	1431121	NaturalGasLiquidsExceptLpgs	143112	Detail→Subclass
LeaseCondensate	1431122	NaturalGasLiquidsExceptLpgs	143112	Detail→Subclass
PentanesPlusIncludingPlantCondensate	1431123	NaturalGasLiquidsExceptLpgs	143112	Detail→Subclass
OtherNaturalGasLiquidsNglsAndRelatedProductsN.e.c.	1431124	NaturalGasLiquidsExceptLpgs	143112	Detail→Subclass
Anthracite	1441111	Anthracite	144111	Detail→Subclass
CokingMetallurgicalCoal	1441121	BituminousCoal	144112	Detail→Subclass
OtherBituminousCoal	1441122	BituminousCoal	144112	Detail→Subclass
SubBituminousCoal	1441211	SubBituminousCoal	144121	Detail→Subclass
Lignite	1441221	Lignite	144122	Detail→Subclass
NuclearFuel	1451111	NuclearFuel	145111	Detail→Subclass
FuelWoodOfHardwood	1451211	FuelWood	145121	Detail→Subclass
FuelWoodOfSoftwood	1451212	FuelWood	145121	Detail→Subclass
FuelProductsOfWasteWood	1451221	SolidFuelProductsN.e.c.	145122	Detail→Subclass
PeatBriquettesAndOtherPeatProductsUsedAsFuel	1451222	SolidFuelProductsN.e.c.	145122	Detail→Subclass
OtherSolidFuelProductsN.e.c.	1451223	SolidFuelProductsN.e.c.	145122	Detail→Subclass
Steam	1451311	Steam	145131	Detail→Subclass
HeatedOrCooledAirOrWater	1451321	HeatedOrCooledAirOrWater	145132	Detail→Subclass
ThermalGenerationElectricityExceptNuclearAndGeothermal	1461111	Electricity	146111	Detail→Subclass
NuclearElectricity	1461112	Electricity	146111	Detail→Subclass
HydroElectricity	1461113	Electricity	146111	Detail→Subclass
TidalElectricity	1461114	Electricity	146111	Detail→Subclass
WindElectricity	1461115	Electricity	146111	Detail→Subclass
SolarElectricity	1461116	Electricity	146111	Detail→Subclass
WaveElectricity	1461117	Electricity	146111	Detail→Subclass
GeothermalElectricity	1461118	Electricity	146111	Detail→Subclass
OtherFormsOfElectricity	1461119	Electricity	146111	Detail→Subclass
NaturalGasDeliveriesToIndustrialSystemsGasConsumers	1471111	NaturalGasDistributionDirectlyToSystemsGasConsumers	147111	Detail→Subclass
NaturalGasDeliveriesToCommercialAndInstitutionalSystemsGasConsumers	1471112	NaturalGasDistributionDirectlyToSystemsGasConsumers	147111	Detail→Subclass
NaturalGasDeliveriesToResidentialSystemsGasConsumers	1471113	NaturalGasDistributionDirectlyToSystemsGasConsumers	147111	Detail→Subclass
NaturalGasDeliveriesToIndustrialConsumersEnrolledWithThirdPartyMarketers	1471121	NaturalGasDistributionDirectlyToConsumersEnrolledWithThirdPartyMarketers	147112	Detail→Subclass
NaturalGasDeliveriesToCommercialAndInstitutionalConsumersEnrolledWithThirdPartyMarketers	1471122	NaturalGasDistributionDirectlyToConsumersEnrolledWithThirdPartyMarketers	147112	Detail→Subclass
NaturalGasDeliveriesToResidentialConsumersEnrolledWithThirdPartyMarketers	1471123	NaturalGasDistributionDirectlyToConsumersEnrolledWithThirdPartyMarketers	147112	Detail→Subclass
NaturalGasDeliveriesToIndustrialConsumersHavingPurchasedDirectlyFromSuppliers	1471131	NaturalGasDistributionToConsumersHavingPurchasedDirectlyFromSuppliers	147113	Detail→Subclass
NaturalGasDeliveriesToCommercialAndInstitutionalConsumersHavingPurchasedDirectlyFromSuppliers	1471132	NaturalGasDistributionToConsumersHavingPurchasedDirectlyFromSuppliers	147113	Detail→Subclass
NaturalGasDeliveriesToResidentialConsumersHavingPurchasedDirectlyFromSuppliers	1471133	NaturalGasDistributionToConsumersHavingPurchasedDirectlyFromSuppliers	147113	Detail→Subclass
NaturalGasDeliveriesToTransmissionPipelines	1471141	OtherNaturalGasDeliveries	147114	Detail→Subclass
NaturalGasDeliveriesToStorageFacilities	1471142	OtherNaturalGasDeliveries	147114	Detail→Subclass
NaturalGasDeliveriesToOtherGasDistributors	1471143	OtherNaturalGasDeliveries	147114	Detail→Subclass
IronOresAndConcentrates	1511111	IronOresAndConcentrates	151111	Detail→Subclass
CopperOresAndConcentrates	1521111	CopperOresAndConcentrates	152111	Detail→Subclass
NickelOresAndConcentrates	1531111	NickelOresAndConcentrates	153111	Detail→Subclass
RadioactiveOresAndConcentrates	1541111	RadioactiveOresAndConcentrates	154111	Detail→Subclass
GoldOresConcentratesAndMillBullion	1551111	GoldOresConcentratesAndMillBullion	155111	Detail→Subclass
SilverOresConcentratesAndMillBullion	1551121	SilverOresConcentratesAndMillBullion	155112	Detail→Subclass
PlatinumGroupMetalOresAndConcentrates	1551131	PlatinumGroupMetalOresAndConcentrates	155113	Detail→Subclass
BauxiteAndNaturalAlumina	1552111	BauxiteAndNaturalAlumina	155211	Detail→Subclass
RefinedAluminumOxide	1552121	RefinedAluminumOxide	155212	Detail→Subclass
LeadOresAndConcentrates	1552211	LeadOresAndConcentrates	155221	Detail→Subclass
ZincOresAndConcentrates	1552221	ZincOresAndConcentrates	155222	Detail→Subclass
FerroAlloyOresAndConcentrates	1552311	FerroAlloyOresAndConcentrates	155231	Detail→Subclass
CobaltOresAndConcentrates	1552321	OtherMiscellaneousMetalOresAndConcentratesN.e.c.	155232	Detail→Subclass
OtherMiscellaneousMetalOresAndConcentratesExceptCobaltN.e.c.	1552322	OtherMiscellaneousMetalOresAndConcentratesN.e.c.	155232	Detail→Subclass
WasteAndScrapOfIronAndSteel	1561111	WasteAndScrapOfIronAndSteel	156111	Detail→Subclass
WasteAndScrapOfAluminumAndAluminumAlloys	1561211	WasteAndScrapOfAluminumAndAluminumAlloys	156121	Detail→Subclass
WasteAndScrapOfCopperAndCopperAlloys	1561221	WasteAndScrapOfOtherNonFerrousMetals	156122	Detail→Subclass
WasteAndScrapOfGoldSilverAndPlatinumGroupMetalsAndTheirAlloys	1561222	WasteAndScrapOfOtherNonFerrousMetals	156122	Detail→Subclass
WasteAndScrapOfOtherNonFerrousMetalsAndOtherNonFerrousMetalBaseAlloys	1561223	WasteAndScrapOfOtherNonFerrousMetals	156122	Detail→Subclass
SoftwoodSawdustExceptAgglomerated	1571111	WoodSawdustAndShavings	157111	Detail→Subclass
HardwoodSawdustExceptAgglomerated	1571112	WoodSawdustAndShavings	157111	Detail→Subclass
SoftwoodShavings	1571113	WoodSawdustAndShavings	157111	Detail→Subclass
HardwoodShavings	1571114	WoodSawdustAndShavings	157111	Detail→Subclass
WoodByProductsIncludingWoodWoolAndWoodFlourExceptFuelProductsSawdustAndShavings	1571121	WasteAndScrapOfWood	157112	Detail→Subclass
WasteAndScrapOfWoodExceptByProducts	1571122	WasteAndScrapOfWood	157112	Detail→Subclass
WasteAndScrapOfPaperAndPaperboard	1571211	WasteAndScrapOfPaperAndPaperboard	157121	Detail→Subclass
HighDensityPolyethyleneHdpeWasteAndScrap	1581121	PolyethyleneWasteAndScrap	158112	Detail→Subclass
LowDensityPolyethyleneLdpeWasteAndScrap	1581122	PolyethyleneWasteAndScrap	158112	Detail→Subclass
PolystyreneWasteAndScrap	1581131	ThermoplasticResinWasteAndScrap	158113	Detail→Subclass
PolyvinylChlorideWasteAndScrap	1581132	ThermoplasticResinWasteAndScrap	158113	Detail→Subclass
PolypropyleneWasteAndScrap	1581133	ThermoplasticResinWasteAndScrap	158113	Detail→Subclass
AcrylonitrileButadieneStyreneAbsWasteAndScrap	1581134	ThermoplasticResinWasteAndScrap	158113	Detail→Subclass
PolyethyleneTerephthalatePetWasteAndScrap	1581135	ThermoplasticResinWasteAndScrap	158113	Detail→Subclass
PolyamidesNylonWasteAndScrap	1581136	ThermoplasticResinWasteAndScrap	158113	Detail→Subclass
PolyurethanePuWasteAndScraps	1581137	ThermoplasticResinWasteAndScrap	158113	Detail→Subclass
OtherNonCompostableThermoplasticResinWasteAndScrapN.e.c.	1581139	ThermoplasticResinWasteAndScrap	158113	Detail→Subclass
CompostableAndBiodegradableThermoplasticWasteAndScrap	1581141	CompostableAndBiodegradablePlasticWasteAndScrap	158114	Detail→Subclass
CompostableAndBiodegradableThermosetPlasticWasteAndScrap	1581142	CompostableAndBiodegradablePlasticWasteAndScrap	158114	Detail→Subclass
WasteAndScrapOfOtherThermosetPlasticsAndOtherPlasticsN.e.c.	1581151	OtherPlasticWasteAndScrapN.e.c.	158115	Detail→Subclass
WasteAndScrapOfRubber	1581161	WasteAndScrapOfRubber	158116	Detail→Subclass
WasteAndScrapOfGlass	1591111	WasteAndScrapOfGlass	159111	Detail→Subclass
Potash	1611111	Potash	161111	Detail→Subclass
RoughDimensionStone	1621111	RoughDimensionStone	162111	Detail→Subclass
CrushedStone	1621121	CrushedStone	162112	Detail→Subclass
ConstructionSandAndGravel	1621211	ConstructionSandAndGravel	162121	Detail→Subclass
IndustrialSand	1621221	IndustrialSand	162122	Detail→Subclass
ClayAndRefractoryMinerals	1621231	ClayAndRefractoryMinerals	162123	Detail→Subclass
UncutDiamonds	1631111	UncutAndIndustrialDiamonds	163111	Detail→Subclass
IndustrialDiamonds	1631112	UncutAndIndustrialDiamonds	163111	Detail→Subclass
Gypsum	1631211	Gypsum	163121	Detail→Subclass
Sulphur	1631221	Sulphur	163122	Detail→Subclass
PhosphateRock	1631231	PhosphateRock	163123	Detail→Subclass
RockSalt	1631241	RockSalt	163124	Detail→Subclass
Quartz	1631251	OtherNonMetallicMinerals	163125	Detail→Subclass
Peat	1631252	OtherNonMetallicMinerals	163125	Detail→Subclass
OtherNonMetallicMineralsN.e.c.	1631253	OtherNonMetallicMinerals	163125	Detail→Subclass
PreparedFreshFishShellfishAndCrustaceans	1711111	PreparedFreshFishShellfishCrustaceansAndOtherFreshSeafoodProducts	171111	Detail→Subclass
FreshFishShellfishAndCrustaceansProductsN.e.c.	1711112	PreparedFreshFishShellfishCrustaceansAndOtherFreshSeafoodProducts	171111	Detail→Subclass
CannedFishShellfishAndCrustaceansIncludingSoups	1711121	CannedFishShellfishAndCrustaceansIncludingSoups	171112	Detail→Subclass
CuredFishShellfishAndCrustaceans	1711131	CuredFishShellfishAndCrustaceans	171113	Detail→Subclass
FrozenPreparedFish	1711141	FrozenPreparedFishAndOtherSeafoodProductsExceptFrozenShellfishAndCrustaceans	171114	Detail→Subclass
FrozenPreparedSeafoodDinnersAndSeafoodProductsN.e.c.	1711142	FrozenPreparedFishAndOtherSeafoodProductsExceptFrozenShellfishAndCrustaceans	171114	Detail→Subclass
FrozenPreparedShellfishAndCrustaceans	1711151	FrozenPreparedShellfishAndCrustaceans	171115	Detail→Subclass
FreshAndFrozenCarcassesAndHalfCarcassesOfBeefAndVeal	1721111	FreshAndFrozenCarcassesAndHalfCarcassesOfBeefAndVeal	172111	Detail→Subclass
FreshAndFrozenCutsOfBeef	1721121	FreshAndFrozenCutsOfBeef	172112	Detail→Subclass
FreshAndFrozenGroundBeef	1721131	FreshAndFrozenGroundBeef	172113	Detail→Subclass
FreshAndFrozenVealExceptCarcassesAndHalfCarcasses	1721141	FreshAndFrozenVealExceptCarcassesAndHalfCarcasses	172114	Detail→Subclass
FreshAndFrozenPorkWholeAndHalfCarcass	1721211	FreshAndFrozenPork	172121	Detail→Subclass
FreshAndFrozenCutsOfPork	1721212	FreshAndFrozenPork	172121	Detail→Subclass
FreshAndFrozenChicken	1721311	FreshAndFrozenChicken	172131	Detail→Subclass
FreshAndFrozenTurkey	1721321	FreshAndFrozenTurkey	172132	Detail→Subclass
OtherFreshAndFrozenPoultryAndFowl	1721331	OtherFreshAndFrozenPoultryAndFowl	172133	Detail→Subclass
FreshAndFrozenLambMuttonAndGoatWholeAndHalfCarcass	1721411	FreshAndFrozenLambMuttonAndGoatMeat	172141	Detail→Subclass
CutsOfLambMuttonAndGoat	1721412	FreshAndFrozenLambMuttonAndGoatMeat	172141	Detail→Subclass
SausageExceptPoultrySausages	1721511	SausageExceptPoultrySausages	172151	Detail→Subclass
HamBaconAndOtherProcessedPork	1721521	HamBaconAndOtherProcessedPork	172152	Detail→Subclass
ProcessedPoultryProductsIncludingCannedPoultryAndPoultrySausages	1721531	ProcessedPoultryProductsIncludingCannedPoultryAndPoultrySausages	172153	Detail→Subclass
ProcessedBeefLambAndOtherMeatsN.e.c.	1721541	CannedMeatAndProcessedMeatsN.e.c.	172154	Detail→Subclass
CannedMeatExceptCannedPoultry	1721542	CannedMeatAndProcessedMeatsN.e.c.	172154	Detail→Subclass
Lard	1721551	Lard	172155	Detail→Subclass
OilAndFatOfAnimalOrMarineOriginN.e.c.	1721561	AnimalOilAndFatExceptLardFeedAndFertilizerByProducts	172156	Detail→Subclass
AnimalOrMarineByProductsForFeedOrFertilizerIngredients	1721562	AnimalOilAndFatExceptLardFeedAndFertilizerByProducts	172156	Detail→Subclass
HidesSkinsAndPeltsExceptOfFurBearingAnimals	1721571	HidesSkinsAndPeltsExceptOfFurBearingAnimals	172157	Detail→Subclass
WholeAndHalfCarcassOfMeatN.e.c.	1721581	MeatOfOtherAnimalsAndAnimalByProductsN.e.c.	172158	Detail→Subclass
CutsOfMeatN.e.c.	1721582	MeatOfOtherAnimalsAndAnimalByProductsN.e.c.	172158	Detail→Subclass
AnimalByProductsN.e.c.	1721583	MeatOfOtherAnimalsAndAnimalByProductsN.e.c.	172158	Detail→Subclass
ProcessedFluidMilkAndCreamInBulk	1731111	FluidMilkProductsInBulk	173111	Detail→Subclass
OtherFluidMilkProductsInBulk	1731112	FluidMilkProductsInBulk	173111	Detail→Subclass
PackagedFluidSkimMilkExceptCannedAndUhtMilk	1731121	PackagedFluidSkimMilkExceptCannedAndUhtMilk	173112	Detail→Subclass
PackagedFluidMilkExceptSkimMilkAndCreamAndCannedAndUhtMilk	1731131	PackagedFluidMilkExceptSkimMilkAndCreamAndCannedAndUhtMilk	173113	Detail→Subclass
PackagedFluidCreamExceptCannedAndUhtCream	1731141	PackagedFluidCreamExceptCannedAndUhtCream	173114	Detail→Subclass
FlavouredMilkButtermilkAndSourCreamInBulkOrPackaged	1731151	FlavouredMilkButtermilkAndSourCreamInBulkOrPackaged	173115	Detail→Subclass
YoghurtExceptFrozen	1731161	YoghurtExceptFrozen	173116	Detail→Subclass
ButterAndButterProducts	1731211	ButterAndButterProducts	173121	Detail→Subclass
CannedConcentratedAndCondensedMilkProductsIncludingUht	1731221	CannedConcentratedAndCondensedMilkProductsIncludingUht	173122	Detail→Subclass
DryMilkBasedPowderMixes	1731231	DryMilkBasedPowderMixes	173123	Detail→Subclass
DrySkimMilkPowder	1731241	DrySkimMilkPowder	173124	Detail→Subclass
DryMilkProductsExceptMilkBasedPowderMixesAndSkimMilkPowder	1731251	DryMilkProductsExceptMilkBasedPowderMixesAndSkimMilkPowder	173125	Detail→Subclass
DairyProductSubstitutesIncludingNonMilkBasedPowderMixes	1731261	DairyProductSubstitutesIncludingNonMilkBasedPowderMixes	173126	Detail→Subclass
CheeseExceptCottageCheeseCreamCheeseAndProcessCheese	1731311	CheeseExceptCottageCheeseAndProcessCheese	173131	Detail→Subclass
CreamCheese	1731312	CheeseExceptCottageCheeseAndProcessCheese	173131	Detail→Subclass
ProcessCheeseAndProcessedCheeseProducts	1731321	ProcessCheeseAndProcessedCheeseProducts	173132	Detail→Subclass
CottageCheese	1731331	CottageCheese	173133	Detail→Subclass
IceCreamSherbetAndSimilarFrozenDesserts	1731411	IceCreamSherbetAndSimilarFrozenDesserts	173141	Detail→Subclass
DogFood	1811111	DogAndCatFood	181111	Detail→Subclass
CatFood	1811112	DogAndCatFood	181111	Detail→Subclass
CompleteDairyCattleFeed	1811211	CompleteCattleFeed	181121	Detail→Subclass
CompleteBeefCattleFeed	1811212	CompleteCattleFeed	181121	Detail→Subclass
CompleteSwineFeed	1811221	CompleteSwineFeed	181122	Detail→Subclass
ChickenAndTurkeyFeed	1811231	ChickenAndTurkeyFeed	181123	Detail→Subclass
PoultryAndLivestockFeedN.e.c.	1811241	OtherPoultryAndLivestockFeed	181124	Detail→Subclass
FeedForPetsAndLaboratoryAnimalsN.e.c.	1811242	OtherPoultryAndLivestockFeed	181124	Detail→Subclass
DairyCattleFeedSupplementsConcentratesAndPremixes	1811251	FeedConcentratesAndSupplementsAndCompleteAnimalFeedsN.e.c.	181125	Detail→Subclass
BeefCattleFeedSupplementsConcentratesAndPremixes	1811252	FeedConcentratesAndSupplementsAndCompleteAnimalFeedsN.e.c.	181125	Detail→Subclass
SwineFeedSupplementsConcentratesAndPremixes	1811253	FeedConcentratesAndSupplementsAndCompleteAnimalFeedsN.e.c.	181125	Detail→Subclass
PreparedAnimalFeedN.e.c.	1811254	FeedConcentratesAndSupplementsAndCompleteAnimalFeedsN.e.c.	181125	Detail→Subclass
MargarineButterBlendsButterBlendedProductsAndButterSubstitutes	1821111	MargarineButterBlendsAndButterSubstitutes	182111	Detail→Subclass
RefinedVegetableOilsExceptCornOilShorteningAndBlendedCookingOils	1821121	ShorteningAndCookingOilsExceptCornOil	182112	Detail→Subclass
ShorteningAndBlendedCookingOils	1821122	ShorteningAndCookingOilsExceptCornOil	182112	Detail→Subclass
HardSpringWheatFlourInBulk	1821211	HardSpringWheatFlour	182121	Detail→Subclass
HardSpringWheatFlourInConsumerPackages	1821212	HardSpringWheatFlour	182121	Detail→Subclass
WheatFlourInBulkExceptHardSpringWheat	1821221	WheatFlourExceptHardSpringWheat	182122	Detail→Subclass
WheatFlourInConsumerPackagesExceptHardSpringWheat	1821222	WheatFlourExceptHardSpringWheat	182122	Detail→Subclass
PulseFlourInBulk	1821241	PulseFlour	182124	Detail→Subclass
PulseFlourInConsumerPackages	1821242	PulseFlour	182124	Detail→Subclass
NonWheatFlourExceptPulseFlourInBulk	1821291	NonWheatFlourExceptPulseFlourAndOtherGrainMillProducts	182129	Detail→Subclass
NonWheatFlourExceptPulseFlourInConsumerPackages	1821292	NonWheatFlourExceptPulseFlourAndOtherGrainMillProducts	182129	Detail→Subclass
MilledRice	1821293	NonWheatFlourExceptPulseFlourAndOtherGrainMillProducts	182129	Detail→Subclass
GrainProductsForHumanConsumptionN.e.c.	1821294	NonWheatFlourExceptPulseFlourAndOtherGrainMillProducts	182129	Detail→Subclass
MilledGrainProductsForAnimalFeedIngredients	1821295	NonWheatFlourExceptPulseFlourAndOtherGrainMillProducts	182129	Detail→Subclass
CornOilCrudeOnceRefinedFuelGradeOrIndustrial	1821311	CornOilCornSweetenersAndWetProcessCornByProducts	182131	Detail→Subclass
RefinedCornOil	1821312	CornOilCornSweetenersAndWetProcessCornByProducts	182131	Detail→Subclass
CornSweeteners	1821313	CornOilCornSweetenersAndWetProcessCornByProducts	182131	Detail→Subclass
WetProcessCornByProducts	1821314	CornOilCornSweetenersAndWetProcessCornByProducts	182131	Detail→Subclass
SoybeanOilCrudeOnceRefinedFuelGradeOrIndustrial	1821321	SoybeanOilCrudeOnceRefinedFuelGradeOrIndustrial	182132	Detail→Subclass
CanolaOrRapeseedOilCrudeOnceRefinedFuelGradeOrIndustrial	1821331	CanolaOrRapeseedOilCrudeOnceRefinedFuelGradeOrIndustrial	182133	Detail→Subclass
OtherVegetableOilsCrudeOnceRefinedFuelGradeOrIndustrial	1821341	OtherVegetableOilsCrudeOnceRefinedFuelGradeOrIndustrial	182134	Detail→Subclass
OilseedCakeAndMeal	1821351	OilseedCakeAndMeal	182135	Detail→Subclass
StarchInBulk	1821361	Starch	182136	Detail→Subclass
StarchInConsumerPackages	1821362	Starch	182136	Detail→Subclass
Malt	1821371	MaltAndVegetableByProductsN.e.c.	182137	Detail→Subclass
VegetableByProductsN.e.c.	1821372	MaltAndVegetableByProductsN.e.c.	182137	Detail→Subclass
RawSugar	1821411	RawSugarAndSugarMillByProducts	182141	Detail→Subclass
Molasses	1821412	RawSugarAndSugarMillByProducts	182141	Detail→Subclass
SugarMillByProducts	1821413	RawSugarAndSugarMillByProducts	182141	Detail→Subclass
RefinedSugarInBulkExceptMapleSugar	1821421	RefinedSugarExceptMapleSugar	182142	Detail→Subclass
RefinedSugarInConsumerPackagesExceptMapleSugar	1821422	RefinedSugarExceptMapleSugar	182142	Detail→Subclass
BreakfastCerealAndOtherCerealProducts	1831111	BreakfastCerealAndOtherCerealProducts	183111	Detail→Subclass
FlourMixesAndRefrigeratedAndFrozenDoughsBattersAndBreading	1831211	FlourMixesAndRefrigeratedAndFrozenDoughsBattersAndBreading	183121	Detail→Subclass
DryPasta	1831221	DryPasta	183122	Detail→Subclass
BreadAndRolls	1831311	BreadRollsAndFlatbreads	183131	Detail→Subclass
Flatbreads	1831312	BreadRollsAndFlatbreads	183131	Detail→Subclass
CookiesWafersAndIceCreamCones	1831411	CookiesAndCrackers	183141	Detail→Subclass
CrackersAndSimilarProducts	1831412	CookiesAndCrackers	183141	Detail→Subclass
FreshBakedDessertsAndDoughnuts	1831421	FreshBakedDessertsAndDoughnuts	183142	Detail→Subclass
FrozenBakedDessertsAndDoughnuts	1831431	FrozenBakedDessertsAndDoughnuts	183143	Detail→Subclass
