id	code	name	description	parent
VisualEffectsAndAnimationServicesForAudiovisualWorks	7212126	Visual effects and animation services for audiovisual works	Adding visual effects to audiovisual works and creating animations for audiovisual works.	721212
CaptioningTitlingAndSubtitlingServicesForAudiovisualWorks	7212127	Captioning, titling and subtitling services for audiovisual works	Adding open and close captions, titles and subtitles to an audiovisual work.	721212
DvdAuthoringServices	7212128	DVD authoring services	Creating user menus, chapter points and other functionalities to enable a DVD video to play on a DVD player.	721212
OtherPostProductionServicesForAudiovisualWorks	7212129	Other post-production services for audiovisual works	Other post-production services for audiovisual works.	721212
MotionPictureFilmLaboratoryServices	7212131	Motion picture film laboratory services	Motion picture film laboratory services.	721213
DuplicationAndCopyingExceptLargeRunServicesForAudiovisualWorksDigitalAndVideo	7212141	Duplication and copying (except large-run) services for audiovisual works, digital and video	Creating limited high-quality reproductions of the master of an audiovisual work and small-run reproductions of audiovisual works in a variety of formats.	721214
LicensingOfRightsForCommercialUseOfCopyrightedIntellectualPropertyFromNewspapersPeriodicalsAndBooks	7221111	Licensing of rights for commercial use of copyrighted intellectual property from newspapers, periodicals and books	Licences for the use of intellectual property from newspapers, periodicals and books to generate revenues.	722111
LicensingOfRightsForCommercialUseOfDatabasesDirectoriesAndMailingLists	7221121	Licensing of rights for commercial use of databases, directories and mailing lists	Licences for the use of intellectual property from databases, directories and mailing lists to generate revenues.	722112
LicensingOfRightsForCommercialUseOfStockPhotosAndOtherLiteraryAndArtisticWorksExceptSoftware	7221131	Licensing of rights for commercial use of stock photos and other literary and artistic works (except software)	Licences for the use of intellectual property from stock photos and literary and artistic works, except software, newspapers, periodicals, books, databases, directories and mailing lists, to generate revenues.	722113
LicensingOfRightsForCommercialUseOfMusicalWorks	7221211	Licensing of rights for commercial use of musical works	Licences for the use of musical works to generate revenues.	722121
LicensingOfRightsForCommercialUseOfSoundRecordings	7221221	Licensing of rights for commercial use of sound recordings	Licences for the use of sound recordings to generate revenues.	722122
LicensingOfRightsForCommercialUseOfAudiovisualWorks	7221311	Licensing of rights for commercial use of audiovisual works	Licences for the use of audiovisual works to generate revenues.	722131
LicensingOfRightsForCommercialUseOfOtherDramaticWorksAndCopyrightedPropertyN.e.c.	7221321	Licensing of rights for commercial use of other dramatic works, and copyrighted property n.e.c.	Licences for the use of dramatic works, except audiovisual works, and of copyrighted property n.e.c. to generate revenues.	722132
SportingEventBroadcastRights	7222111	Sporting event broadcast rights	Rights to broadcast a sporting event on radio or television.	722211
OtherSportingEventMediaRights	7222112	Other sporting event media rights	Media rights for sporting events, except broadcasting rights for radio and television.	722211
AffiliationPaymentsForTheDistributionOfTelevisionChannels	7223111	Affiliation payments for the distribution of television channels	Rights (affiliation payments) for the distribution of a television channel to end users.	722311
AffiliationPaymentsForTheDistributionOfAudioChannels	7223112	Affiliation payments for the distribution of audio channels	Rights (affiliation payments) for the distribution of an audio channel to end users.	722311
FixedWholesaleTelecommunicationsServicesExceptInternetAccess	7233111	Fixed wholesale telecommunications services (except Internet access)	Provision of a fixed telecommunications service or facility by a telecommunications service provider to a provider of retail fixed telecommunications services. The purchaser may resell the service or facility to another entity, or use the service or facility to support the services it bills.	723311
FixedWholesaleInternetAccessServices	7233121	Fixed wholesale Internet access services	Provision of fixed Internet access and transport services by a telecommunications service provider to a provider of fixed retail Internet access services.	723312
MobileWholesaleTelecommunicationsServices	7233131	Mobile wholesale telecommunications services	Provision of a mobile telecommunications service or facility by a wireless telecommunications service provider to another to exchange traffic and extend service coverage area.	723313
FixedLocalAndAccessTelecommunicationsServicesExceptInternetAccessAtRetail	7233211	Fixed local and access telecommunications services (except Internet access), at retail	A landline-based telephone service that allows end users to make calls within a defined local area and provides access to a long distance network of the customer's choice.	723321
FixedLongDistanceTelecommunicationsServicesExceptInternetAccessAtRetail	7233212	Fixed long distance telecommunications services (except Internet access), at retail	A landline-based telephone service allowing end users to make calls outside a local calling area.	723321
DataTransmissionServices	7233213	Data transmission services	Telecommunications services making use of data protocols to transmit data over a public network.	723321
PrivateNetworkServices	7233214	Private network services	Telecommunications network segments for the exclusive use of the client on which no control or signalling is performed by the telecommunications service provider.	723321
DialUpInternetAccessServices	7233221	Dial-up Internet access services	Provision of fixed connections to the Internet to end users at download speeds not exceeding 64 Kbps. Dial-up Internet access is one of the oldest forms of Internet access technology. It is also referred to as low or narrowband speed Internet access. Narrowband is generally regarded as a category including any connection with a transmission or download speed of up to 1.5 Mbps.	723322
FixedHighSpeedInternetAccessServicesResidential	7233222	Fixed high-speed Internet access services, residential	Provision of fixed connections to the Internet to residential end users at download speeds generally greater than 256 Kbps. High-speed Internet is also referred to as broadband Internet, with fixed line types such as cable, digital subscriber line (DSL), terrestrial wireless access, direct-to-home satellite access, and fibre optic services. Even though the lowest speed limit for high-speed Internet is set to 256 Kbps in several countries, broadband is generally regarded as a category including any connection with a transmission or download speed of 1.5 Mbps or greater. Connection with download speed from 256 Kbps up to 1.5 Mbps is sometimes referred to as 	723322
FixedHighSpeedInternetAccessServicesNonResidential	7233223	Fixed high-speed Internet access services, non-residential	Provision of fixed connections to the Internet to non-residential or business end users at download speeds greater than 256 Kbps. High-speed Internet is also referred to as broadband Internet, with fixed line types such as cable, digital subscriber line (DSL), terrestrial wireless access, direct-to-home satellite access, and fibre optic services. Even though the lowest speed limit for high-speed Internet is set to 256 Kbps in several countries, broadband is generally regarded as a category including any connection with a transmission or download speed of 1.5 Mbps or greater. Connection with download speed from 256 Kbps up to 1.5 Mbps is sometimes referred to as 	723322
MobileLocalAndAccessTelecommunicationsServicesAtRetail	7233231	Mobile local and access telecommunications services, at retail	A wireless-based telecommunications service that allows end users to make and receive calls within a defined local area and provides access to a long distance network of the customer's choice. Mobile cell phone plans typically bundle voice and text messaging.	723323
MobileLongDistanceTelecommunicationsServicesAtRetail	7233232	Mobile long distance telecommunications services, at retail	Wireless based telecommunications service allowing end users to make calls outside a local calling area.	723323
MobileDataServices	7233233	Mobile data services	A service plan providing end users mobile access to text and multimedia messaging, along with access to the Internet through the cellular network. This service is also referred as 	723323
RoamingServices	7233234	Roaming services	A service that allows a cell phone subscriber to use his or her mobile device while in the service area of another service provider.	723323
BasicTelevisionProgrammingPackagesExceptOnlineStreaming	7234111	Basic television programming packages (except online streaming)	Providing a basic package of movie and television programming services, basically to a fixed device, except using online streaming, for a monthly subscription fee. Basic packages are any first level programming package that must be purchased before being able to purchase additional programming packages. The basic programming packages are delivered using traditional over-the-air (OTA), cable and satellite television.	723411
OnlineStreamingOfBasicProgrammingPackages	7234112	Online streaming of basic programming packages	Providing a basic package of movie and television programming services over the Internet, to a fixed or mobile device, using online streaming, for a monthly subscription fee. Basic packages are any first level programming package that must be purchased before being able to purchase additional programming packages.	723411
DiscretionaryProgrammingPackagesExceptOnlineStreaming	7234121	Discretionary programming packages (except online streaming)	Providing movie and television programming services, in addition to those included in a basic package, for an additional monthly subscription fee, generally to a fixed device, except using online streaming. This programming service comprises bundles of channels or à la carte channels. The discretionary television programming packages are delivered using traditional cable and satellite television.	723412
OnlineStreamingOfDiscretionaryProgrammingPackages	7234122	Online streaming of discretionary programming packages	Providing movie and television programming services over the Internet, in addition to those included in a basic package, for an additional monthly subscription fee, to a fixed or mobile device, using online streaming. This programming service comprises bundles of channels or à la carte channels.	723412
PayPerViewServicesExceptOnlineStreaming	7234131	Pay-per-view services (except online streaming)	Providing services which enable subscribers to television programming packages, to watch a specific program (movie or event) at the same broadcast time, generally at a fixed device, for an additional fee, except using online streaming. The pay-per-view services are delivered using traditional cable and satellite television.	723413
OnlineStreamingOfPayPerViewPrograms	7234132	Online streaming of pay-per-view programs	Providing services over the Internet which enable subscribers to television programming packages, to watch a specific program (movie or event) at the same broadcast time, on a fixed or mobile device, using online streaming, for an additional fee.	723413
TelevisionMovieAndVideoOnDemandExceptOnlineStreaming	7234141	Television, movie and video on demand (except online streaming)	Providing pay television, movie and other video on demand services (except per-pay-view), generally via fixed devices, except using online streaming. Subscribers or viewers to/of video on demand are allowed to choose and watch broadcasts at any time, usually for a one time fee paid for each individual video that is on demand (transactional video on demand). Video on demand services are delivered using traditional cable and satellite television.	723414
OnlineOnDemandStreamingOfTelevisionMovieAndVideo	7234142	Online on demand streaming of television, movie and video	Providing pay television, movie and other video on demand services (except pay-per-view) over the Internet, via fixed or mobile devices, using online streaming. Subscribers or viewers to/of video on demand are allowed to choose and watch broadcasts at any time, usually for a monthly or annual subscription fee (subscription video on demand) to have unlimited access to television programs, movies and any other types of videos during the time covered by the subscription.	723414
SatelliteRadioServices	7234151	Satellite radio services	Pay satellite radio services.	723415
OnlineAudioStreamingServices	7234152	Online audio streaming services	Providing programming services (including self-programming), over the Internet, that comprise a single payment (fee) or a subscription, to a selection of radio shows, music and other audio recordings, streamed to fixed and mobile devices (Internet audio services). Subscribers are allowed to choose and stream contents at any time during the time covered by the payment or subscription.	723415
OnlineGamingServicesExceptGambling	7234161	Online gaming services (except gambling)	Providing various games to be played online, on a subscription or single payment (fee) basis, except gambling. The games are streamed over the Internet to fixed and mobile devices.	723416
InstallationServicesForConnectionsToBroadcastingDistributionNetworks	7234171	Installation services for connections to broadcasting distribution networks	Providing installation of cables on the customer premises and/or installing outlets to connect to the program or broadcasting distribution networks.	723417
WebsiteHostingServices	7511111	Website hosting services	Services of providing the infrastructure to host a customer's website and related files in a location that provides connection to the Internet or make their website accessible via the World Wide Web.	751111
DomainNamesRegistrationServices	7511112	Domain names registration services	Services of providing the registration of a domain name for a customer, by certified registrars and authorized resellers or affiliates.	751111
ApplicationServiceProvisioningExceptSoftwareAsAServiceOnCloud	7511121	Application service provisioning (except software as a service, on cloud)	Provision of leased software applications from a centralized, hosted, and managed computing environment, customized to the needs of each clients, except software as a service (SaaS), cloud-based or on demand.	751112
SoftwareAsAServiceOnCloud	7511122	Software as a service, on cloud	Provision of rented or leased software applications over the Internet, from a centralized, Internet-hosted, and managed cloud computing multi tenant environment, where all clients can use the same application, on demand, commonly (not exclusively) on a monthly or an annual fee basis. No installation of the application software is needed for the client.	751112
BusinessProcessManagementServices	7511131	Business process management services	Services that analyze the way a business process is conducted, and identifies improvements that can be made by integrating existing and new software services, in order to improve information flows and increase automation of the process.	751113
InformationTechnologyItInfrastructureCoLocationServicesExceptTelecommunicationsFacilities	7511141	Information technology (IT) infrastructure co-location services (except telecommunications facilities)	Information technology (IT) infrastructure co-location services, except telecommunications facilities, which provide storage capacity and Internet connections for rental to multiple retail clients.	751114
DataStorageInfrastructureProvisioningServices	7511142	Data storage infrastructure provisioning services	Services of providing the infrastructure and the management or administration of the storage and back-up of data.	751114
DataManagementInfrastructureProvisioningServices	7511143	Data management infrastructure provisioning services	Services of providing the infrastructure and on-going management and administration of data as an organizational resource.	751114
VideoAndAudioStreamingInfrastructureProvisioningServices	7511144	Video and audio streaming infrastructure provisioning services	Services of providing the infrastructure for sending audio and video data over the Internet or providing services to support video and audio streaming over the Internet.	751114
InfrastructureAsAServiceExceptDataStorageInfrastructureProvisioning	7511146	Infrastructure as a service (except data storage infrastructure provisioning)	Infrastructure as a service (except data storage infrastructure provisioning).	751114
PlatformAsAService	7511147	Platform as a service	Platform as a service (PaaS), or application platform as a service (aPaaS), refers to a category of cloud computing services that allows customers to provision, run, and manage a modular bundle of one or more applications and based on IT infrastructure as a service.	751114
OtherInformationTechnologyItInfrastructureProvisioningServicesN.e.c.	7511149	Other information technology (IT) infrastructure provisioning services, n.e.c.	Other information technology (IT) infrastructure provisioning services, n.e.c.	751114
NetworkManagementServices	7511151	Network management services	Services of managing and monitoring communication networks and connected hardware to diagnose networking problems and gather capacity and usage statistics for the administration and fine-tuning of network traffic.	751115
ComputerSystemsManagementServices	7511152	Computer systems management services	Providing day-to-day management and operation of a client's computer system.	751115
ImagingAndOtherDataCaptureServices	7511161	Imaging and other data capture services	Services of converting paper documents into digital or other machine-readable formats. These services generally involve the following components: document preparation; scanning, optical character recognition, and other data capture activities; and the delivery or output of the information captured into a database or a physical medium.	751116
DataConversionAndMigrationServices	7511162	Data conversion and migration services	Services of moving data from one storage device to another or from one file format to another.	751116
LendingLibraryServices	7512111	Lending library services	Providing access to library resources.	751211
ArchivalInstitutionServices	7512112	Archival institution services	Providing access to archives, and other archive-related services.	751211
InformationServicesN.e.c.	7512114	Information services, n.e.c.	Collecting, disseminating or providing access to information, n.e.c.	751211
RegulationOfSecuritiesMarkets	7611111	Regulation of securities markets	Services provided by central banks, other government agencies, and self-regulatory bodies (such as stock exchanges) to regulate securities markets and the participants in securities markets.	761111
RegulationOfCreditMarkets	7611121	Regulation of credit markets	Services provided by central banks, other government agencies, and self-regulatory bodies to regulate credit markets and the participants in credit markets.	761112
RegulationOfInsuranceMarkets	7611131	Regulation of insurance markets	Services provided by central banks, other government agencies, and self-regulatory bodies to regulate insurance markets and the participants in insurance markets.	761113
DepositAccountServicePackages	7612111	Deposit account service packages	Bundled services related to deposit accounts (cheques, account statements, automated banking machine (ATM) transactions, etc.) provided for a flat fee, usually paid monthly. Non-deposit services, such as traveller's cheques, may be included in deposit account service packages.	761211
SeparatelyPricedDepositAccountProducts	7612121	Separately-priced deposit account products	Services related to deposit accounts, sold on an individual basis.	761212
CashHandlingAndManagementProducts	7612131	Cash handling and management products	Specialized deposit account and cash management services provided to businesses and government.	761213
PaymentDocumentProducts	7612141	Payment document products	Issuing documents that can be used as payment instruments.	761214
ForeignCurrencyExchangeAtRetail	7612151	Foreign currency exchange at retail	Exchanging the currency of one country for that of another in small amounts, for a fee or commission.	761215
LoansToBusinesses	7613111	Loans to businesses	Loans to businesses. Loans represent the direct lending of funds under legal contract, either unsecured or secured by the assets being financed or by other assets, but without the exchange or the use of securities as collateral.	761311
LoansToGovernment	7613121	Loans to government	Loans to government.	761312
ResidentialMortgageLoans	7613131	Residential mortgage loans	Mortgage loans provided to owner-occupiers, secured by residential real property.	761313
HomeEquityLoans	7613132	Home equity loans	Loans and lines of credit secured by the equity of a borrower's residence.	761313
SecuredHomeLoansExceptResidentialMortgageAndHomeEquityLoansToHouseholds	7613133	Secured home loans (except residential mortgage and home equity loans) to households	Secured or guaranteed home loans to households, except residential mortgage and home equity loans.	761313
VehicleLoansToHouseholds	7613134	Vehicle loans to households	Loans to households for purchasing automobiles and other vehicles, secured by the vehicle.	761313
OtherSecuredConsumerLoansToHouseholdsN.e.c.	7613135	Other secured consumer loans to households, n.e.c.	Other secured loans to households, n.e.c.	761313
UnsecuredLoansToHouseholds	7613136	Unsecured loans to households	Loans and lines of credit, not secured by collateral, for personal uses.	761313
CreditCardCardholderProductsForBusinessesAndGovernment	7614111	Credit card cardholder products for businesses and government	Provision of a revolving line of credit to business and government holders of credit cards, allowing them to purchase goods and services from merchants who accept their card. Credit granted through credit cards may be unsecured, or secured by a deposit held by the card issuer.	761411
CreditCardCardholderProductsToConsumers	7614112	Credit card cardholder products to consumers	Provision of a revolving line of credit to consumer holders of credit cards, allowing them to purchase goods and services from merchants who accept their card. Credit granted through credit cards may be unsecured, or secured by a deposit held by the card issuer.	761411
CreditCardMerchantProducts	7614113	Credit card merchant products	Credit card transaction processing services provided by processors and banks to merchant account holders.	761411
CreditCardAssociationProducts	7614114	Credit card association products	Services provided by credit card associations to issuing banks.	761411
Factoring	7614121	Factoring	Financing provided to a business from the sale of its accounts receivable to a third party, known as a factor. Normally, the factor assumes the full risk of collection, including credit losses.	761412
FinancialLeasingMotorVehicles	7614131	Financial leasing, motor vehicles	Motor vehicle leases in which the lessor is providing a financial service to enable the lessee to enjoy the benefits of ownership of the leased asset. A lessee has the option of purchasing the motor vehicle after the lease term has been completed, at an agreed price. With a finance lease the motor vehicle appears on the lessee's balance sheet, as it is viewed as a purchase.	761413
FinancialLeasingExceptMotorVehicles	7614132	Financial leasing (except motor vehicles)	Leases (except for motor vehicles) in which the lessor is providing a financial service to enable the lessee to enjoy the benefits of ownership of the leased asset. A lessee has the option of purchasing the machinery and equipment after the lease term has been completed, at an agreed price. With a finance lease the equipment appears on the lessee's balance sheet, as it is viewed as a purchase.	761413
SalesFinancingToBusinesses	7614141	Sales financing to businesses	Providing credit by means of conditional sales contracts for purchases by businesses.	761414
SalesFinancingToConsumers	7614142	Sales financing to consumers	Providing credit by means of conditional sales contracts for purchases by consumers.	761414
SecuritiesLending	7615111	Securities lending	Collateralized lending of securities, to be returned on a specific date or on demand, paid for by fees based on the value of the loaned securities.	761511
RepurchaseAgreements	7615112	Repurchase agreements	The sale of a security (often Treasury Bills) to a counterparty for cash with an agreement to repurchase it at a fixed price on a specified future date.	761511
OtherCreditFinancingProductsN.e.c.	7615114	Other credit financing products, n.e.c.	Provision of credit by means other than loans, credit cards, factoring, leasing, instalment credit products, and financing related to securities lending and repurchase agreements.	761511
SecuritiesOriginationProducts	7616111	Securities origination products	Assisting the issuers of securities (businesses and government) in creating their securities and in having them distributed to the investing public. The service may involve advising the issuer; purchasing securities from the issuer and selling them (underwriting); or acting as an agent in marketing the securities.	761611
BrokeringAndDealingProductsNegotiableCertificatesOfDeposit	7616121	Brokering and dealing products, negotiable certificates of deposit	Brokering and dealing negotiable certificates of deposit, with a term of one year or less.	761612
BrokeringAndDealingProductsCommercialPaperIssuedByFinancialInstitutions	7616122	Brokering and dealing products, commercial paper issued by financial institutions	Brokering and dealing commercial paper issued by financial institutions, with a term of one year or less.	761612
BrokeringAndDealingProductsCommercialPaperIssuedByNonFinancialInstitutions	7616123	Brokering and dealing products, commercial paper issued by non-financial institutions	Brokering and dealing commercial paper issued by non-financial institutions, with a term of one year or less.	761612
BrokeringAndDealingProductsBankers'Acceptances	7616124	Brokering and dealing products, bankers' acceptances	Brokering and dealing bankers' acceptances, with a term of one year or less.	761612
BrokeringAndDealingProductsTreasuryBills	7616125	Brokering and dealing products, Treasury bills	Brokering and dealing Treasury bills, with a term of one year or less.	761612
BrokeringAndDealingProductsOtherMoneyMarketInstruments	7616126	Brokering and dealing products, other money market instruments	Brokering and dealing money market instruments other than commercial paper, bankers' acceptances, negotiable certificates of deposit, or Treasury bills.	761612
BrokeringAndDealingProductsCorporateBondsAndAssetBackedSecurities	7616131	Brokering and dealing products, corporate bonds and asset-backed securities	Brokering and dealing medium- and long-term corporate notes and bonds, and asset-backed securities.	761613
BrokeringAndDealingProductsNationalGovernmentNotesAndBonds	7616132	Brokering and dealing products, national government notes and bonds	Brokering and dealing medium- and long-term bonds issued by the Government of Canada.	761613
BrokeringAndDealingProductsProvincialAndLocalGovernmentNotesAndBonds	7616133	Brokering and dealing products, provincial and local government notes and bonds	Brokering and dealing medium- and long-term bonds issued by provincial and local governments.	761613
BrokeringAndDealingProductsForeignGovernmentNotesAndBonds	7616134	Brokering and dealing products, foreign government notes and bonds	Brokering and dealing notes and bonds issued by foreign governments.	761613
BrokeringAndDealingOfEquities	7616141	Brokering and dealing of equities	Brokering and dealing equity securities.	761614
BrokeringAndDealingProductsFuturesContractsExchangeTraded	7616151	Brokering and dealing products, futures contracts, exchange-traded	Brokering and dealing futures contracts on exchanges.	761615
BrokeringAndDealingProductsOptionContractsExchangeTraded	7616152	Brokering and dealing products, option contracts, exchange-traded	Brokering and dealing option contracts on exchanges.	761615
BrokeringAndDealingProductsForwardContractsTradedOverTheCounter	7616153	Brokering and dealing products, forward contracts, traded over-the-counter	Brokering and dealing forward contracts over-the-counter.	761615
BrokeringAndDealingProductsSwapsTradedOverTheCounter	7616154	Brokering and dealing products, swaps, traded over-the-counter	Brokering and dealing swap contracts over-the-counter.	761615
BrokeringAndDealingProductsOptionContractsTradedOverTheCounter	7616155	Brokering and dealing products, option contracts, traded over-the-counter	Brokering and dealing option contracts over-the-counter.	761615
BrokeringAndDealingProductsOtherDerivativesContractsTradedOverTheCounter	7616156	Brokering and dealing products, other derivatives contracts, traded over-the-counter	Brokering and dealing derivative contracts, other than forward, swap or option contracts, over-the-counter.	761615
ForeignCurrencyWholesaleBrokeringAndDealing	7616161	Foreign currency wholesale brokering and dealing	Brokering and dealing foreign currencies, on a wholesale basis.	761616
BrokeringAndDealingOfInvestmentCompanySecurities	7616171	Brokering and dealing of investment company securities	Brokering and dealing investment company securities.	761617
BrokerageOrDealingServicesOfCryptocurrencyVirtualCurrency	7616182	Brokerage or dealing services of cryptocurrency (virtual currency)	Brokerage or dealing services of cryptocurrency (virtual currency).	761618
BrokeringAndDealingOfOtherFinancialInstruments	7616189	Brokering and dealing of other financial instruments	Brokering and dealing of other financial instruments.	761618
BrokerageCorrespondentProducts	7616191	Brokerage correspondent products	Service consisting of one broker-dealer carrying out trades on behalf of another, where the first broker-dealer has access to a particular securities exchange and the other does not.	761619
PersonalTrustServices	7617111	Personal trust services	Services to establish and administer trusts, under which a trustee holds legal title to property belonging to another, for the benefit of a beneficiary. Trusts are defined by an agreement, contract, declaration in a will, or order of a court.	761711
PersonalFinancialPlanningAndInvestmentManagementServices	7617112	Personal financial planning and investment management services	Financial planning and investment management services for individuals.	761711
TrustServicesForBusinessesInstitutionsExceptUnincorporatedAndGovernments	7617211	Trust services for businesses, institutions (except unincorporated), and governments	Services to establish and administer trusts for businesses, institutions (except unincorporated), and governments.	761721
FinancialPlanningAndInvestmentManagementServicesForBusinessesInstitutionsExceptUnincorporatedAndGovernments	7617212	Financial planning and investment management services for businesses, institutions (except unincorporated), and governments	Financial planning and investment management services for businesses, institutions (except unincorporated), and governments.	761721
TaxPlanningAndConsultingServicesForBusinessesExceptUnincorporatedAndGovernments	7617213	Tax planning and consulting services for businesses (except unincorporated) and governments	Tax planning and consulting services for businesses (except unincorporated) and governments.	761721
PaymentClearingAndSettlementServices	7618111	Payment clearing and settlement services	Clearing and settling payments for financial transactions other than trades of securities and commodity contracts.	761811
SecurityAndCommodityContractTradeExecutionClearingAndSettlementServices	7618112	Security and commodity contract trade execution, clearing and settlement services	Executing, clearing and settling trades of securities and commodity contracts and other financial instruments.	761811
ServicesOfAccessToSecurityAndCommodityContractTradeExecutionAndClearingSystems	7618113	Services of access to security and commodity contract trade execution and clearing systems	Providing broker-dealers with access to securities or commodity contract trading systems, whether live floor exchanges or electronic systems.	761811
SecurityAndCommodityContractExchangeAndClearingHouseListingServices	7618114	Security and commodity contract exchange and clearing house listing services	Listing securities and other financial instruments on trading, clearing and settlement systems.	761811
OtherManagementOfFinancialMarketAndClearingServices	7618115	Other management of financial market and clearing services	Providing support services for trading, clearing and settling securities and commodities contracts and financial payments, n.e.c.	761811
AutomatedClearingHouseServices	7618121	Automated clearing house services	Automated funds credit and debit clearing and settlement services.	761812
LoanServicing	7618131	Loan servicing	Loan servicing entails the processing of payments of principal and interest, the maintenance of associated accounts such as escrow accounts for the payment of taxes and insurance, and the provision of loan information.	761813
AutomatedBankingMachineAbmOperationProducts	7618132	Automated banking machine (ABM) operation products	Use of automated banking machines (ABMs) not associated with the user's financial institution.	761813
OtherMiscellaneousProductsSupportingFinancialServices	7618133	Other miscellaneous products supporting financial services	Products supporting financial services, n.e.c.	761813
PensionAndAnnuityProducts	7621111	Pension and annuity products	Underwriting services of plans which provide income payments at regular intervals to individuals or members of groups. Plans may require a single contribution or a series of contributions; may be compulsory or optional; may have nominal benefits determined in advance or dependent on the market value of aspects supporting the plan; and, if related to employment, may or may not be portable with a change in employment. The duration of the period during which benefits are paid may be fixed in terms of a minimum or maximum; there may or may not be survivors' benefits.	762111
LifeInsuranceProducts	7621211	Life insurance products	Underwriting services of insurance policies which provide for the payment of claims to beneficiaries contingent upon the death of the insured individual or upon the maturation of the policy. Policies may provide pure protection or may also contain a savings component. Policies may cover individuals or members of groups.	762121
HealthInsuranceProducts	7631111	Health insurance products	Underwriting services of insurance policies which provide protection for specified expenses not covered by government health insurance programs, as well as underwriting services of insurance policies which provide periodic payments when the insured is unable to work as a result of a disability due to illness or injury.	763111
AccidentInsuranceProducts	7631121	Accident insurance products	Underwriting services of insurance policies which provide accidental death and dismemberment insurance, that is, payment in the event that an accident results in death or specified injuries.	763112
VehicleInsuranceProducts	7631211	Vehicle insurance products	Underwriting property and casualty insurance policies related to the operation of personal or commercial vehicles. These policies provide financial protection against the loss or damage to property, or personal injury.	763121
HomeownersMultiPerilPropertyInsuranceProducts	7631311	Homeowners multi-peril property insurance products	Underwriting homeowners multi-peril property insurance policies. These policies provide financial protection against the loss or damage to property.	763131
CommercialAndIndustrialMultiPerilPropertyInsuranceProducts	7631312	Commercial and industrial multi-peril property insurance products	Underwriting commercial and industrial multi-peril property insurance policies. These policies provide financial protection against the loss or damage to property.	763131
OtherPropertyInsuranceProductsExceptMultiPerilAndVehicle	7631313	Other property insurance products (except multi-peril and vehicle)	Underwriting property insurance policies, except multi-peril and those related to the operation of vehicles. These policies provide financial protection against the loss or damage to property.	763131
SuretyBondsAndRelatedProducts	7631411	Surety bonds and related products	Sale of surety and related products, in which one party guarantees the performance of a second party vis-à-vis another, thereby establishing a three-party relationship. The three parties are the principal (the party that undertakes the obligation), the surety (the party that guarantees that the obligation will be performed), and the obligee (the party that receives the benefit of the bond if the principal fails to meet the obligation).	763141
ProductLiabilityInsuranceProducts	7631421	Product liability insurance products	Underwriting insurance policies that insure against financial loss arising from legal liability for harm caused by a product sold by the policyholder.	763142
OtherGeneralLiabilityInsuranceProducts	7631422	Other general liability insurance products	Underwriting insurance policies that insure against financial loss arising from legal liability, except product liability.	763142
TravelInsuranceProducts	7631431	Travel insurance products	Underwriting insurance policies that protect travellers against travel-related expenses.	763143
OtherMiscellaneousDirectInsuranceProducts	7631432	Other miscellaneous direct insurance products	Underwriting insurance policies that protect the insured from risks, n.e.c.	763143
LifeHealthAndAnnuityReinsuranceProducts	7632111	Life, health and annuity reinsurance products	Reinsurance services for life and health insurance, and for annuities.	763211
SuretyBondsAndRelatedReinsuranceProducts	7632121	Surety bonds and related reinsurance products	Reinsurance services for surety bonds.	763212
PropertyAndCasualtyReinsuranceProducts	7632131	Property and casualty reinsurance products	Reinsurance services for property and casualty insurance policies.	763213
OtherReinsuranceProducts	7632141	Other reinsurance products	Reinsurance services, n.e.c.	763214
InsuranceBrokerageAndAgencyServices	7633111	Insurance brokerage and agency services	Serving as an agent or broker in selling insurance policies or reinsurance contracts.	763311
ClaimsAdjustmentServices	7633121	Claims adjustment services	Determining the amount, if any, to be paid to an insurance policyholder making a claim under the policy.	763312
InsuranceConsultingServices	7633131	Insurance consulting services	Insurance and actuarial consulting services.	763313
OtherServicesRelatedToInsurance	7633141	Other services related to insurance	Services that support the underwriting and reinsuring of insurance policies, n.e.c.	763314
RentalOfLandForResidentialUse	7641111	Rental of land for residential use	Rental or leasing of land for residential use.	764111
RentalOfResidentialSpaceInHousesForUseAsPrincipalResidence	7641121	Rental of residential space in houses, for use as principal residence	Rental or leasing of space in houses, for use as the principal residence of a household. Houses are accommodation units in which each housing unit is separated from its neighbours by a ground-to-roof wall, with no units either above or below. May include additional facilities, such as parking and recreational amenities.	764112
RentalOfResidentialSpaceInApartmentBuildingsForUseAsPrincipalResidence	7641122	Rental of residential space in apartment buildings, for use as principal residence	Rental or leasing of space or units in apartment buildings and similar housing units, for use as the principal residence of a household. These are units in which each housing unit is not separated from its neighbours by a ground-to-roof wall, and/or adjoins units constructed above or below. May include additional facilities, such as parking and recreational amenities.	764112
RentalOfResidentialSpaceForUseAsPrincipalResidenceN.e.c.	7641123	Rental of residential space, for use as principal residence, n.e.c.	Rental or leasing of space for use as the principal residence of a household, except in houses, apartments buildings and similar housing units.	764112
RoomingAndBoardingServices	7641211	Rooming and boarding services	Rental or leasing of space for use as the principal residence of a tenant in rooming and boarding houses. May include additional services, such as housekeeping, meal and laundry services.	764121
RentalOfLandForNonResidentialUse	7642111	Rental of land for non-residential use	Rental or leasing of land for non-residential use.	764211
RentalOfOfficeAndProfessionalSpace	7642121	Rental of office and professional space	Rental or leasing of buildings or other space for office and professional use.	764212
