id	code	name	description	parent
LowAlcoholBeersWinesCidersAndOtherFermentedDrinks	193113	Low alcohol beers, wines, ciders and other fermented drinks	This subclass comprises low alcohol beers, wines, ciders and other fermented drinks containing less than 1.1% of alcohol by volume. Dealcoholized and non-alcoholic beers, wines, ciders and fermented drinks are also included.	19311
Beer	211111	Beer	This subclass comprises beer and other malt beverages.	21111
Wine	211121	Wine	This subclass comprises wine.	21112
BrandyAndCider	211122	Brandy and cider	This subclass comprises brandy, cognac and cider.	21112
Whisky	211131	Whisky	This subclass comprises whisky.	21113
DistilledLiquorExceptWhiskyBrandyAndCider	211132	Distilled liquor (except whisky, brandy and cider)	This subclass comprises distilled liquor, except whisky, brandy and cider.	21113
CigarettesExceptECigarettes	212111	Cigarettes (except e-cigarettes)	This subclass comprises small cylinders of finely cut tobacco leaves rolled in thin paper, often fitted with a filter, for smoking. The cigarette is ignited at one end causing it to smoulder and allowing smoke to be inhaled from the other end, which is held in the mouth; in some cases a cigarette holder may be used as well.	21211
CigarsChewingAndSmokingTobacco	212112	Cigars, chewing and smoking tobacco	This subclass comprises cigars, and chewing and smoking tobacco.	21211
ElectronicCigarettesAndELiquidsExceptContainingCannabis	212113	Electronic cigarettes and e-liquids (except containing cannabis)	This subclass comprises electronic cigarettes and e-liquids (except containing cannabis).	21211
StemmedRedriedOrReconstitutedTobacco	212121	Stemmed, redried or reconstituted tobacco	This subclass comprises stemmed, redried or reconstituted tobacco.	21212
CannabisSeeds	213111	Cannabis seeds	This subclass comprises cannabis viable seeds mainly used for planting or sowing, and propagation of cannabis bred to contain cannabinoids, in particular THC (more than 0.3% w/w) and CBD, in bulk or prepared for retail sale.	21311
CannabisVegetativePlants	213112	Cannabis vegetative plants	This subclass comprises vegetative or live plants of various strain types, mainly used for planting or cultivation, and propagation of cannabis bred to contain cannabinoids, in particular THC (more than 0.3% w/w) and CBD, in bulk or prepared for retail sale.	21311
FreshCannabisFloweringTopsIncludingLeaves	213121	Fresh cannabis flowering tops (including leaves)	This subclass comprises freshly harvested cannabis flowering tops, including leaves, containing more than 0.3% w/w of THC, cannabidiol (CBD) and other cannabinoids, in bulk or prepared for retail sale, for non-medical and medical uses. Fresh cannabis refers to fresh or water-rich flowering tops (buds) and leaves, of female plants, that have not been subjected to any drying process.	21312
DriedCannabisFloweringTopsIncludingLeaves	213122	Dried cannabis flowering tops (including leaves)	This subclass comprises dried cannabis flowering tops, including leaves, containing more than 0.3% w/w of THC, cannabidiol (CBD) and other cannabinoids, in bulk or prepared for retail sale, for non-medical and medical uses. Dried cannabis (also called marijuana, pot or weed) refers to harvested cannabis fresh flowering tops (buds) and leaves that have been subjected to drying and irradiation processes, but not further processed.	21312
CannabisPureIntermediates	213135	Cannabis pure intermediates	This subclass comprises cannabis pure intermediates, intended for further processing or for production of another cannabis product.	21313
CannabisExtractsAndConcentrates	213136	Cannabis extracts and concentrates	This subclass comprises cannabis extracts and concentrates. Cannabis extracts refers to cannabis substances produced using extraction processing methods or by synthesizing phytocannabinoids. Cannabis concentrates refer to derived extracts containing concentrated amounts of the psychoactive compound tetrahydrocannabinol (THC), cannabidiol (CBD), and a multiplicity of other cannabinoids and terpenes.	21313
CannabisInfusedEdibleProducts	213137	Cannabis-infused edible products	This subclass comprises cannabis-infused edible products (beverages, food, etc.) containing more than 0.3% w/w of the psychoactive compound tetrahydrocannabinol (THC), cannabidiol (CBD), and other cannabinoids and terpenes. Their use can be non-medical or medical. Generally, there is a limit on the level of THC a product available for sale could contain.	21313
OtherCannabisProductsN.e.c.	213139	Other cannabis products, n.e.c.	This subclass comprises other cannabis products n.e.c., containing more than 0.3% w/w of the psychoactive compound tetrahydrocannabinol (THC), cannabidiol (CBD) and other cannabinoids, for non-medical and medical uses.	21313
BroadWovenFabricsOfCottonOrWool	221111	Broad woven fabrics of cotton or wool	This subclass comprises broad woven fabrics, of a width exceeding 30 centimetres (12 inches), made entirely or primarily of cotton, or made entirely or partially of wool or other animal hair.	22111
BroadWovenFabricsExceptCottonOrWool	221112	Broad woven fabrics (except cotton or wool)	This subclass comprises broad woven fabrics, of a width exceeding 30 centimetres (12 inches), made entirely or primarily of artificial, synthetic, or natural fibres other than cotton, wool or animal hair.	22111
CircularKnitFabrics	221113	Circular knit fabrics	This subclass comprises circular knit fabrics.	22111
KnitFabricsExceptCircularKnit	221114	Knit fabrics (except circular knit)	This subclass comprises knit fabrics, except circular knit.	22111
NarrowFabrics	221115	Narrow fabrics	This subclass comprises narrow woven fabrics, of a width not exceeding 30 centimetres.	22111
CoatedFabricsAndCoatedYarns	221116	Coated fabrics and coated yarns	This subclass comprises coated fabrics and coated yarns.	22111
NonwovenFabricsAndProducts	221117	Nonwoven fabrics and products	This subclass comprises nonwoven fabrics and products.	22111
FibreAndYarnExceptSewingThreadFilamentYarnsAndCoatedYarns	221121	Fibre and yarn (except sewing thread, filament yarns and coated yarns)	This subclass comprises fibre and yarn, except sewing thread, filament yarns and coated yarns.	22112
SewingThreadExceptCoveredRubberThread	221122	Sewing thread (except covered rubber thread)	This subclass comprises sewing thread, except covered rubber thread.	22112
LeatherAndDressedFurs	221131	Leather and dressed furs	This subclass comprises leather and dressed furs.	22113
Men'sUnderwearAndSleepwear	231111	Men's underwear and sleepwear	This subclass comprises men's underwear and sleepwear.	23111
Men'sSuitsSportJacketsAndBlazers	231112	Men's suits, sport jackets and blazers	This subclass comprises men's suits, sport jackets and blazers.	23111
Men'sShirts	231113	Men's shirts	This subclass comprises men's shirts.	23111
Men'sPantsExceptJeans	231114	Men's pants (except jeans)	This subclass comprises men's pants, except jeans.	23111
Men'sJeans	231115	Men's jeans	This subclass comprises men's jeans.	23111
Men'sFurAndLeatherClothing	231116	Men's fur and leather clothing	This subclass comprises men's fur and leather clothing.	23111
Men'sOuterwearCoatsAndJackets	231117	Men's outerwear coats and jackets	This subclass comprises men's outerwear coats and jackets.	23111
Men'sSweatersAndMen'sClothingN.e.c.	231118	Men's sweaters, and men's clothing n.e.c.	This subclass comprises men's sweaters, and men's clothing n.e.c.	23111
Women'sLingerieSleepwearAndUnderwear	231121	Women's lingerie, sleepwear and underwear	This subclass comprises women's lingerie, sleepwear and underwear.	23112
Women'sSwimwear	231122	Women's swimwear	This subclass comprises women's swimwear.	23112
Women'sSuitsAndJackets	231123	Women's suits and jackets	This subclass comprises women's suits and jackets.	23112
Women'sPantsAndJeans	231124	Women's pants and jeans	This subclass comprises women's pants and jeans.	23112
Women'sSkirtsAndDresses	231125	Women's skirts and dresses	This subclass comprises women's skirts and dresses.	23112
Women'sShirtsAndBlouses	231126	Women's shirts and blouses	This subclass comprises women's shirts and blouses.	23112
Women'sFurAndLeatherClothing	231127	Women's fur and leather clothing	This subclass comprises women's fur and leather clothing.	23112
Women'sSweatersOuterwearCoatsAndJacketsAndWomen'sClothingN.e.c.	231128	Women's sweaters, outerwear coats, and jackets, and women's clothing n.e.c.	This subclass comprises women's sweaters, outerwear coats, and jackets, and women's clothing n.e.c.	23112
InfantClothing	231131	Infant clothing	This subclass comprises infant clothing of Canadian sizes 0 to 24 months.	23113
Boys'Clothing	231132	Boys' clothing	This subclass comprises clothing for boys of Canadian sizes 2 to 20.	23113
Girls'Clothing	231133	Girls' clothing	This subclass comprises clothing for girls of Canadian sizes 2 to 16.	23113
NonBinaryAndGenderNeutralClothingHosieryVestmentsAndCostumesAndClothingAccessories	231151	Non-binary and gender-neutral clothing; hosiery; vestments and costumes; and clothing accessories	This subclass comprises non-binary and gender-neutral clothing, hosiery (for all genders), vestments and costumes, clothing accessories and textile clothing components.	23115
Belts	231152	Belts	This subclass comprises belts.	23115
GlovesAndMittens	231153	Gloves and mittens	This subclass comprises gloves and mittens.	23115
OtherClothingAccessoriesAndTextileClothingComponents	231159	Other clothing accessories and textile clothing components	This subclass comprises other clothing accessories, and textile clothing components.	23115
NonAthleticFootwearExceptForChildrenAndInfants	231221	Non-athletic footwear (except for children and infants)	This subclass comprises non-athletic footwear, except for children (footwear with an insole length of less than 24.25 cm and more than 16 cm) or for infants (footwear with an insole length of 16 cm or less).	23122
ProtectiveFootwearOfRubberOrPlastics	231222	Protective footwear of rubber or plastics	This subclass comprises protective footwear of rubber or plastics.	23122
OtherFootwear	231229	Other footwear	This subclass comprises children's footwear, athletic footwear and other footwear (for all genders) n.e.c.	23122
SuitcasesAndHandbags	231311	Suitcases and handbags	This subclass comprises suitcases, briefcases, knapsacks and duffel bags; and handbags and purses.	23131
OtherLeatherAndAlliedProducts	231312	Other leather and allied products	This subclass comprises leather and fur articles, pieces and components, n.e.c.	23131
CarpetsRugsAndMats	232111	Carpets, rugs and mats	This subclass comprises carpets, rugs and mats of textile materials.	23211
BedLinens	232121	Bed linens	This subclass comprises bed linens.	23212
OtherMiscellaneousTextileFurnishings	232122	Other miscellaneous textile furnishings	This subclass comprises other miscellaneous textile furnishings.	23212
TireCordAndTireFabric	232131	Tire cord and tire fabric	This subclass comprises tire cord and tire fabric.	23213
RopeCordageAndTwine	232132	Rope, cordage and twine	This subclass comprises rope, cordage and twine.	23213
CanvasProductsAndSimilarArticles	232133	Canvas products and similar articles	This subclass comprises canvas products and similar articles.	23213
OtherTextileProductsN.e.c.	232134	Other textile products, n.e.c.	This subclass comprises other textile products, n.e.c.	23213
HardwoodLumberExceptTongueAndGrooveAndOtherEdgeWorkedLumber	241111	Hardwood lumber (except tongue and groove and other edge worked lumber)	This subclass comprises untreated hardwood lumber, not further worked than sawn, planed and cut to length.	24111
SoftwoodLumberOfSprucePineAndFirExceptTongueAndGrooveAndOtherEdgeWorkedLumber	241121	Softwood lumber of spruce, pine and fir (except tongue and groove and other edge worked lumber)	This subclass comprises untreated softwood lumber of spruce-pine-fir (SPF), not further worked than sawn, planed and cut to length.	24112
SoftwoodLumberOfHemlockFirExceptTongueAndGrooveAndOtherEdgeWorkedLumber	241122	Softwood lumber of hemlock fir (except tongue and groove and other edge worked lumber)	This subclass comprises untreated softwood lumber of hemlock fir, not further worked than sawn, planed and cut to length.	24112
