id	code	name	description	parent
CommercialAndIndustrialFoodAndFeedProcessingMachineryAndEquipment	343113	Commercial and industrial food and feed processing machinery and equipment	This subclass comprises commercial and industrial food and feed processing machinery and equipment.	34311
PulpAndPaperIndustryMachinery	343114	Pulp and paper industry machinery	This subclass comprises machinery used primarily for the manufacture of pulp and paper products.	34311
ManufacturingMachineryN.e.c.	343115	Manufacturing machinery, n.e.c.	This subclass comprises manufacturing machinery, n.e.c.	34311
WarmAirFurnacesAndElectricHeatingEquipmentExceptPortableHeaters	344111	Warm-air furnaces, and electric heating equipment (except portable heaters)	This subclass comprises warm-air furnaces, and electric heating equipment, except portable heaters.	34411
OtherHeatingEquipment	344112	Other heating equipment	This subclass comprises other heating equipment.	34411
CommercialRefrigerationEquipment	344113	Commercial refrigeration equipment	This subclass comprises commercial refrigeration equipment.	34411
RefrigerationAndAirConditioningEquipmentExceptCommercial	344114	Refrigeration and air conditioning equipment (except commercial)	This subclass comprises refrigeration and air conditioning equipment, except commercial.	34411
IndustrialAndCommercialFansAndBlowers	344121	Industrial and commercial fans and blowers	This subclass comprises industrial and commercial fans and blowers.	34412
AirFiltrationAndPurificationEquipment	344122	Air filtration and purification equipment	This subclass comprises equipment for filtering and purifying inflow and outflow air.	34412
EnginesExceptGasolineAndDieselEnginesForMotorVehiclesAndAircraftEngines	345111	Engines (except gasoline and diesel engines for motor vehicles, and aircraft engines)	This subclass comprises engines, except gasoline and diesel engines for motor vehicles, and aircraft engines.	34511
MechanicalPowerTransmissionEquipment	345121	Mechanical power transmission equipment	This subclass comprises mechanical power transmission equipment.	34512
BallAndRollerBearings	345131	Ball and roller bearings	This subclass comprises ball and roller bearings.	34513
TurbinesTurbineGeneratorsAndTurbineGeneratorSetsExceptAircraftTurbines	345211	Turbines, turbine generators, and turbine generator sets (except aircraft turbines)	This subclass comprises turbines, turbine generators, and turbine generator sets, except aircraft turbines.	34521
BoilersAndHeatExchangers	345311	Boilers and heat exchangers	This subclass comprises heat exchangers and steam condensers; stationary and marine power boilers; and nuclear reactor steam supply systems.	34531
MetalTanksAndGasCylinders	345312	Metal tanks and gas cylinders	This subclass comprises metal tanks and gas cylinders.	34531
IndustrialAndFluidPowerValvesAndFittings	345313	Industrial and fluid power valves and fittings	This subclass comprises industrial and fluid power valves and fittings.	34531
SealsGasketsAndPackings	345314	Seals, gaskets and packings	This subclass comprises seals, gaskets and packings.	34531
FluidPowerCylindersActuatorsPumpsAndMotors	345321	Fluid power cylinders, actuators, pumps and motors	This subclass comprises fluid power cylinders, actuators, pumps and motors.	34532
CompressorsAndVacuumPumps	345322	Compressors and vacuum pumps	This subclass comprises compressors and vacuum pumps.	34532
OtherPumps	345323	Other pumps	This subclass comprises other pumps.	34532
WaterTreatmentEquipment	345331	Water treatment equipment	This subclass comprises equipment for removing contaminants from water and improve it for subsequent use.	34533
HeavyGaugeMetalContainers	345411	Heavy-gauge metal containers	This subclass comprises heavy-gauge metal containers, including intermodal.	34541
MaterialsHandlingTrucksAndTractors	345421	Materials handling trucks and tractors	This subclass comprises materials handling trucks and tractors.	34542
HoistingMachinery	345422	Hoisting machinery	This subclass comprises hoisting machinery.	34542
ConveyorsAndElevators	345423	Conveyors and elevators	This subclass comprises unit and bulk material handling conveyors and elevators.	34542
WeldingAndSolderingEquipment	345431	Welding and soldering equipment	This subclass comprises welding and soldering equipment.	34543
PoweredHandTools	345432	Powered hand tools	This subclass comprises powered hand tools.	34543
PackingPackagingAndBottlingMachinery	345433	Packing, packaging and bottling machinery	This subclass comprises packing, packaging and bottling machinery.	34543
OtherMiscellaneousGeneralPurposeMachineryAndEquipmentN.e.c.	345434	Other miscellaneous general-purpose machinery and equipment, n.e.c.	This subclass comprises other miscellaneous general-purpose machinery and equipment, n.e.c.	34543
IndustrialMouldsSpecialDiesAndPatterns	345511	Industrial moulds, special dies, and patterns	This subclass comprises industrial moulds and mould boxes; special dies and tools, die sets, jigs, and fixtures; and foundry and industrial patterns.	34551
PartsOfAgriculturalMachineryAndEquipmentExceptAttachments	351111	Parts of agricultural machinery and equipment (except attachments)	This subclass comprises parts of agricultural machinery and equipment, except attachments.	35111
PartsAndAttachmentsOfLawnGardenAndSnowRemovalMachineryAndEquipment	351112	Parts and attachments of lawn, garden, and snow removal machinery and equipment	This subclass comprises parts and attachments of lawn, garden, and snow removal machinery and equipment.	35111
PartsAndAttachmentsOfLoggingAndConstructionMachineryAndEquipment	351113	Parts and attachments of logging and construction machinery and equipment	This subclass comprises parts and attachments of logging and construction machinery and equipment.	35111
PartsOfMiningAndOilAndGasFieldMachineryAndEquipment	351114	Parts of mining, and oil and gas field machinery and equipment	This subclass comprises parts of mining and oil and gas field machinery and equipment.	35111
PartsOfOfficeMachinesPhotocopiersAndOpticalEquipmentExceptReplacementCartridges	351121	Parts of office machines, photocopiers and optical equipment (except replacement cartridges)	This subclass comprises parts of office machines, photocopiers and optical equipment, except replacement cartridges.	35112
PartsOfCommercialCookingAndFoodWarmingEquipment	351122	Parts of commercial cooking and food warming equipment	This subclass comprises parts of commercial cooking and food warming equipment.	35112
PartsOfOtherCommercialAndServiceIndustryMachineryAndEquipment	351123	Parts of other commercial and service industry machinery and equipment	This subclass comprises parts of other commercial and service industry machinery and equipment.	35112
PartsOfPulpAndPaperIndustryMachineryAndEquipment	351131	Parts of pulp and paper industry machinery and equipment	This subclass comprises parts of pulp and paper industry machinery and equipment.	35113
PartsOfSawmillWoodworkingPlasticsAndRubberWorkingAndOtherIndustrySpecificMachineryAndEquipmentN.e.c.	351132	Parts of sawmill, woodworking, plastics- and rubber-working, and other industry-specific machinery and equipment, n.e.c.	This subclass comprises parts of sawmill and woodworking machinery, plastics industry, rubber industry, and other industry-specific machinery and equipment, n.e.c.	35113
PartsOfMetalworkingMachineryAndMachineTools	351133	Parts of metalworking machinery and machine tools	This subclass comprises parts of metalworking machinery and machine tools.	35113
WeldingElectrodesAndPartsAndAccessoriesForWeldingEquipment	351134	Welding electrodes, and parts and accessories for welding equipment	This subclass comprises welding electrodes, and parts and accessories for welding equipment.	35113
PartsOfPowerHandTools	351135	Parts of power hand tools	This subclass comprises parts of power hand tools.	35113
BladesDiesAndOtherCuttingImplementsForPowerTools	351136	Blades, dies and other cutting implements for power tools	This subclass comprises dies, interchangeable cutting and drilling tool components, blades for power saws and small cutting tools for machine tools and for metalworking tools and machinery.	35113
PartsOfWaterTreatmentEquipment	351137	Parts of water treatment equipment	This subclass comprises parts of water treatment equipment.	35113
PartsForHeatingAndCoolingEquipment	351141	Parts for heating and cooling equipment	This subclass comprises parts for heating and cooling equipment.	35114
PartsOfIndustrialAndCommercialFansBlowersAndAirPurificationEquipment	351142	Parts of industrial and commercial fans, blowers, and air purification equipment	This subclass comprises parts of industrial and commercial fans, blowers, and air purification equipment.	35114
PartsForMaterialsHandlingTrucksAndTractors	351143	Parts for materials handling trucks and tractors	This subclass comprises parts for materials handling trucks and tractors.	35114
PartsForMaterialsHandlingEquipmentConveyorsAndElevators	351144	Parts for materials handling equipment, conveyors, and elevators	This subclass comprises parts for materials handling equipment, conveyors, and elevators.	35114
PartsOfPumpsExceptFluidPowerAndAirAndGasCompressors	351145	Parts of pumps (except fluid power) and air and gas compressors	This subclass comprises parts of pumps, except fluid power, and parts of air and gas compressors.	35114
PartsOfFluidPowerPumpsAndFluidPowerSystemComponents	351146	Parts of fluid power pumps and fluid power system components	This subclass comprises parts of fluid power pumps and fluid power system components.	35114
PartsOfPackingPackagingAndBottlingMachinery	351147	Parts of packing, packaging and bottling machinery	This subclass comprises parts of packing, packaging and bottling machinery.	35114
PartsOfEnginesExceptAircraftAndAutomotiveEnginesAndGasTurbines	351148	Parts of engines (except aircraft and automotive engines, and gas turbines)	This subclass comprises parts of engines, except aircraft and automotive engines, and gas turbines.	35114
PartsOfIndustrialMachineryAndNonElectricMachineryProductsN.e.c.	351149	Parts of industrial machinery and non-electric machinery products, n.e.c.	This subclass comprises parts of industrial machinery and non-electric machinery products, n.e.c.	35114
Computers	361111	Computers	This subclass comprises desktop and similar computers; laptop, tablet and other portable computers; and servers and other host computers.	36111
ComputerStorageDevicesAndPeripherals	361112	Computer storage devices and peripherals	This subclass comprises computer data storage devices, computer monitors, computer printers and computer peripherals, and point-of-sale terminals and funds-transfer devices.	36111
TelephoneSetsFaxMachinesAnsweringMachinesAndLineAndSwitchboardEquipment	362111	Telephone sets, fax machines, answering machines, and line and switchboard equipment	This subclass comprises telephone equipment including telephone sets, fax machines, answering machines, and line and switchboard equipment.	36211
DataCommunicationsEquipment	362112	Data communications equipment	This subclass comprises data communications equipment.	36211
MobileTelephonesAndOtherWirelessCommunicationsEquipment	362113	Mobile telephones and other wireless communications equipment	This subclass comprises mobile telephones and other wireless communications equipment.	36211
SpaceSatellites	362114	Space satellites	This subclass comprises space satellites.	36211
BroadcastAndStudioCommunicationsEquipmentAndSatelliteDishesAndCableDecoders	362121	Broadcast and studio communications equipment and, satellite dishes and cable decoders	This subclass comprises broadcast and studio communications equipment; and satellite dishes and cable decoders.	36212
AlarmAndSecuritySystemsTrafficControlEquipmentAndIntercomSystemsAndRemoteControlUnits	362122	Alarm and security systems, traffic control equipment and, intercom systems and remote control units	This subclass comprises alarm and security systems; traffic control equipment; and intercom systems and remote control units.	36212
AeronauticalAndNauticalNavigationalInstruments	362131	Aeronautical and nautical navigational instruments	This subclass comprises aeronautical and nautical navigational instruments.	36213
SearchDetectionAndGuidanceSystems	362132	Search, detection and guidance systems	This subclass comprises search, detection and guidance systems.	36213
AudioSpeakersAndPublicAddressSystems	362211	Audio speakers and public address systems	This subclass comprises audio speakers and public address systems.	36221
TelevisionsAndOtherAudioAndVideoEquipment	362212	Televisions and other audio and video equipment	This subclass comprises televisions and other audio and video equipment.	36221
UnrecordedOpticalAndMagneticMediaAndMediaN.e.c.ExceptFlashMedia	362213	Unrecorded optical and magnetic media; and media n.e.c. (except flash media)	This subclass comprises unrecorded optical and magnetic media; and media n.e.c. (except flash media)	36221
ElectricMotorsAndGenerators	363111	Electric motors and generators	This subclass comprises electric motors and generators.	36311
WatchesAndClocksExceptPartsAndComponents	363121	Watches and clocks (except parts and components)	This subclass comprises watches and clocks, except parts and components.	36312
AutomaticEnvironmentalControlsForMonitoringResidentialCommercialAndApplianceUse	363122	Automatic environmental controls for monitoring residential, commercial, and appliance use	This subclass comprises automatic environmental controls for monitoring residential, commercial, and appliance use.	36312
InstrumentsForMeasuringElectricityAndTestingElectricalMotorsAndCircuitBoards	363123	Instruments for measuring electricity, and testing electrical motors and circuit boards	This subclass comprises instruments for measuring electricity, and testing electrical motors and circuit boards.	36312
FlowmetersCountingDevicesExceptForMotorVehiclesAndAircraftEngineInstruments	363124	Flowmeters, counting devices (except for motor vehicles), and aircraft engine instruments	This subclass comprises flowmeters, counting devices, except for motor vehicles, and aircraft engine instruments.	36312
ProcessControlInstruments	363125	Process control instruments	This subclass comprises instruments and apparatus used to measure and/or control temperature, pressure, flow, humidity and other process variables related to industrial activity.	36312
ScientificAndTechnicalInstrumentsExceptElectromedicalAndIrradiationEquipment	363126	Scientific and technical instruments (except electromedical and irradiation equipment)	This subclass comprises scientific and technical instruments, except electromedical and irradiation equipment.	36312
ElectromedicalAndIrradiationEquipment	363131	Electromedical and irradiation equipment	This subclass comprises electromedical equipment, electronic hearing aids and irradiation equipment.	36313
SurgicalAndMedicalInstrumentsAppliancesAndEquipment	363132	Surgical and medical instruments, appliances and equipment	This subclass comprises surgical and medical instruments, appliances and equipment.	36313
MedicalFurnishingsAndLaboratoryApparatus	363133	Medical furnishings and laboratory apparatus	This subclass comprises hospital beds, hospital furniture, and laboratory apparatus and furniture.	36313
BarePrintedCircuitBoards	371111	Bare printed circuit boards	This subclass comprises printed circuit boards containing only components or wiring applied to the surface by printing or etching.	37111
IntegratedCircuits	371112	Integrated circuits	This subclass comprises integrated circuits.	37111
SemiconductorsAndRelatedComponents	371113	Semiconductors and related components	This subclass comprises transistors, diodes, rectifiers, crystals, filters, piezo-electric devices, and related electronic components.	37111
PrintedCircuitAssemblies	371114	Printed circuit assemblies	This subclass comprises printed circuit assemblies.	37111
ElectronicAndFibreOpticConnectors	371121	Electronic and fibre optic connectors	This subclass comprises electronic and fibre optic connectors.	37112
OtherMiscellaneousElectronicComponents	371122	Other miscellaneous electronic components	This subclass comprises electronic capacitors, resistors, inducers and transducers; electron tubes and parts; and mechanical switches for electronics circuitry.	37112
PartsOfLightBulbsAndTubesIncludingFluorescentLampBallasts	371211	Parts of light bulbs and tubes (including fluorescent lamp ballasts)	This subclass comprises parts of light bulbs and tubes, including fluorescent lamp ballasts.	37121
PartsAndAttachmentsForHouseholdAppliances	371212	Parts and attachments for household appliances	This subclass comprises parts and attachments for household appliances.	37121
PartsOfElectricMotorsGeneratorsAndGeneratorSets	371213	Parts of electric motors, generators, and generator sets	This subclass comprises parts and supplies for electric motors, generators, and generator sets.	37121
PartsOfComputersAndComputerPeripherals	371311	Parts of computers and computer peripherals	This subclass comprises parts of computers and computer peripherals.	37131
PartsOfTelephoneAndDataCommunicationsEquipment	371411	Parts of telephone and data communications equipment	This subclass comprises parts of telephone and data communications equipment.	37141
PartsOfBroadcastStudioAlarmAndSignallingEquipment	371412	Parts of broadcast, studio, alarm and signalling equipment	This subclass comprises parts of broadcast, studio, alarm and signalling equipment.	37141
PartsOfNavigationalAndMeasuringInstrumentsControlSystemsAndElectromedicalEquipment	371413	Parts of navigational and measuring instruments, control systems and electromedical equipment	This subclass comprises parts of navigational and measuring instruments, control systems and electromedical equipment.	37141
ElectricLightBulbsAndTubes	381111	Electric light bulbs and tubes	This subclass comprises electric light bulbs and tubes.	38111
InsulatedMetalWireAndCable	381211	Insulated metal wire and cable	This subclass comprises insulated metal wire and cable.	38121
FibreOpticCable	381212	Fibre optic cable	This subclass comprises glass and plastic fibre optic cable.	38121
PowerAndDistributionTransformers	381221	Power and distribution transformers	This subclass comprises power and distribution transformers.	38122
OtherTransformersAndTransformerParts	381222	Other transformers and transformer parts	This subclass comprises specialty transformers, except fluorescent lamp ballasts, other transformers, and parts for all transformers.	38122
IndustrialControlApparatus	381231	Industrial control apparatus	This subclass comprises specific- and general-purpose industrial controls apparatus.	38123
LowVoltageFusesAndPowerDistributionSwitchingAndInterruptingEquipment	381232	Low-voltage fuses, and power distribution, switching and interrupting equipment	This subclass comprises low-voltage fuses, and power distribution, switching and interrupting equipment.	38123
HighVoltageFusesAndPowerDistributionSwitchingAndInterruptingEquipment	381233	High-voltage fuses, and power distribution, switching and interrupting equipment	This subclass comprises high-voltage fuses, and power distribution, switching and interrupting equipment.	38123
RelaysForElectronicCircuitry	381234	Relays for electronic circuitry	This subclass comprises relays for electronic circuitry.	38123
CurrentCarryingWiringDevicesIncludingParts	381241	Current-carrying wiring devices (including parts)	This subclass comprises current-carrying wiring devices, including parts.	38124
NonCurrentCarryingWiringDevicesIncludingParts	381242	Non-current-carrying wiring devices (including parts)	This subclass comprises non-current-carrying wiring devices, including parts.	38124
CarbonGraphiteOrCarbonFibreProducts	381251	Carbon, graphite or carbon-fibre products	This subclass comprises carbon, graphite or carbon-fibre products.	38125
RectifyingApparatus	381252	Rectifying apparatus	This subclass comprises rectifying apparatus.	38125
OtherElectricalEquipmentAndComponentsN.e.c.	381253	Other electrical equipment and components, n.e.c.	This subclass comprises other electrical equipment and components, n.e.c.	38125
HouseholdElectricFans	382111	Household electric fans	This subclass comprises household electric fans.	38211
OtherSmallElectricAppliances	382112	Other small electric appliances	This subclass comprises other small electric appliances.	38211
HouseholdCookingAppliances	382121	Household cooking appliances	This subclass comprises household cooking appliances.	38212
HouseholdRefrigeratorsAndFreezers	382122	Household refrigerators and freezers	This subclass comprises household refrigerators and freezers.	38212
HouseholdElectricWaterHeaters	382123	Household electric water heaters	This subclass comprises household electric water heaters.	38212
HouseholdNonElectricWaterHeaters	382124	Household non-electric water heaters	This subclass comprises household non-electric water heaters.	38212
OtherMajorHouseholdAppliances	382125	Other major household appliances	This subclass comprises other major household appliances, except cooking appliances, water heaters, refrigerators and freezers.	38212
UpholsteredHouseholdFurniture	391111	Upholstered household furniture	This subclass comprises upholstered household furniture.	39111
OtherWoodHouseholdFurnitureIncludingReadyToAssembleAndUnpainted	391112	Other wood household furniture (including ready-to-assemble and unpainted)	This subclass comprises other wood household furniture, including ready-to-assemble and unpainted.	39111
NonWoodHouseholdFurnitureExceptUpholstered	391113	Non-wood household furniture (except upholstered)	This subclass comprises non-wood household furniture, except upholstered.	39111
MattressesAndFoundations	391121	Mattresses and foundations	This subclass comprises mattresses and foundations.	39112
WoodOfficeFurniture	391141	Wood office furniture	This subclass comprises wood office furniture, except institutional-type furniture.	39114
NonWoodOfficeFurniture	391142	Non-wood office furniture	This subclass comprises non-wood office furniture, except institutional-type furniture.	39114
WoodPartitionsShelvingLockersAndOtherFixtures	391151	Wood partitions, shelving, lockers and other fixtures	This subclass comprises wood partitions, shelving, lockers and other fixtures.	39115
NonWoodPartitionsShelvingLockersAndOtherFixtures	391152	Non-wood partitions, shelving, lockers and other fixtures	This subclass comprises non-wood partitions, shelving, lockers and other fixtures.	39115
WoodFurnitureFrames	391161	Wood furniture frames	This subclass comprises wood furniture frames.	39116
InstitutionalAndOtherFurnitureN.e.c.	391162	Institutional and other furniture, n.e.c.	This subclass comprises institutional and other furniture, n.e.c.	39116
BlindsShadesAndCurtainFixtures	391211	Blinds, shades, and curtain fixtures	This subclass comprises blinds, shades, and curtain fixtures.	39121
ResidentialElectricLampsAndLightingFixturesIncludingLampshades	391311	Residential electric lamps and lighting fixtures (including lampshades)	This subclass comprises residential electric lamps and lighting fixtures, including lampshades.	39131
CommercialInstitutionalAndIndustrialLampsAndLightingFixtures	391312	Commercial, institutional and industrial lamps and lighting fixtures	This subclass comprises commercial, institutional and industrial lamps and lighting fixtures.	39131
OutdoorLightingEquipmentAndLightingEquipmentN.e.c.	391313	Outdoor lighting equipment, and lighting equipment n.e.c.	This subclass comprises outdoor lighting equipment, and lighting equipment n.e.c.	39131
CompactPassengerCarsAndChassis	411111	Compact passenger cars and chassis	This subclass comprises passengers cars with an interior volume of 3.1 m³ (3,115 L) or less, and chassis.	41111
MidSizePassengerCarsAndChassis	411112	Mid-size passenger cars and chassis	Mid-size passenger cars with an interior volume of more than 3.1 m³ (3,115 L), but not exceeding 3.4 m³ (3,400 L).	41111
FullSizePassengerCarsAndChassis	411113	Full-size passenger cars and chassis	This subclass comprises passenger cars with an interior volume of more than 3.4 m³ (3,400 L), and chassis.	41111
VansSportUtilityVehiclesSuvsAndCrossoversAndTheirChassisWithoutElectricMotor	411121	Vans, sport utility vehicles (SUVs) and crossovers, and their chassis, without electric motor	This subclass comprises vans, sport utility vehicles (SUVs) and crossovers, and their chassis, without electric motor.	41112
LightDutyTrucksAndChassisForLightDutyTrucksAndBusesWithoutElectricMotor	411122	Light-duty trucks, and chassis for light-duty trucks and buses, without electric motor	This subclass comprises trucks of a gross vehicle weight rating (GVWR) of 5 tonnes (11,000 lbs) or less, and light-duty trucks and bus chassis, without electric motor.	41112
FullElectricMotorPassengerCars	411131	Full electric motor passenger cars	This subclass comprises full electric motor passenger cars.	41113
PlugInHybridPassengerCars	411132	Plug-in hybrid passenger cars	This subclass comprises passenger cars plug-in hybrid passenger cars.	41113
NonPlugInHybridPassengerCars	411133	Non-plug-in hybrid passenger cars	This subclass comprises non-plug-in hybrid passenger cars.	41113
FullElectricMotorLightTruckVansAndSportUtilityVehiclesSuvs	411141	Full-electric motor light truck, vans and sport utility vehicles (SUVs)	This subclass comprises full-electric motor light truck, vans and sport utility vehicles (SUVs).	41114
PlugInHybridLightTruckVansAndSportUtilityVehiclesSuvs	411142	Plug-in hybrid light truck, vans and sport utility vehicles (SUVs)	This subclass comprises plug-in hybrid light truck, vans and sport utility vehicles (SUVs).	41114
NonPlugInHybridLightTruckVansAndSportUtilityVehiclesSuvs	411143	Non-plug-in hybrid light truck, vans and sport utility vehicles (SUVs)	This subclass comprises non-plug-in hybrid light truck, vans and sport utility vehicles (SUVs).	41114
MediumDutyTrucksAndChassisForMediumDutyTrucksAndBuses	412111	Medium-duty trucks, and chassis for medium-duty trucks and buses	This subclass comprises trucks of a gross vehicle weight rating (GVWR) of more than 5 tonnes (11,000 lbs), but not exceeding 15 tonnes (33,000 lbs), and medium-duty trucks and bus chassis.	41211
HeavyDutyTrucksAndChassisForHeavyDutyTrucksAndBuses	412112	Heavy-duty trucks, and chassis for heavy-duty trucks and buses	This subclass comprises trucks of a gross vehicle weight rating (GVWR) of more than 15 tonnes (33,000 lbs), and heavy-duty trucks and bus chassis.	41211
Buses	412121	Buses	This subclass comprises large motor vehicles designed primarily for public transit on city streets or for conveying travellers on trips or tours to other destinations.	41212
SpecialPurposeVehicles	412122	Special-purpose vehicles	This subclass comprises self-propelled vehicles for highway use, designed primarily for specialized transport of persons or equipped with various equipment for non-transport functions.	41212
TruckTrailers	412131	Truck trailers	This subclass comprises trailers with a high or low axle rating, designed to be towed by truck tractors and other heavy-duty trucks.	41213
OtherTrailers	412132	Other trailers	This subclass comprises trailers designed to be pulled by an automobile or light truck and used for the transport of goods and materials.	41213
MotorHomes	412211	Motor homes	This subclass comprises self-propelled motor vehicles used as both a vehicle and a self-contained temporary travel home.	41221
TravelTrailersCampingTrailersAndTheirParts	412212	Travel trailers, camping trailers, and their parts	This subclass comprises travel trailers, camping trailers, and their parts.	41221
BusBodiesVanBodiesAndTruckCabs	412311	Bus bodies, van bodies and truck cabs	This subclass comprises bodies for buses and vans, and cabs for trucks, not assembled on a motor vehicle chassis.	41231
OtherAutomobileAndTruckBodies	412312	Other automobile and truck bodies	This subclass comprises truck and vehicle bodies, except van or bus bodies, not assembled on a motor vehicle chassis.	41231
MotorVehicleGasolineEnginesAndEngineParts	413111	Motor vehicle gasoline engines and engine parts	This subclass comprises motor vehicle gasoline engines and engine parts.	41311
MotorVehicleDieselEnginesAndEngineParts	413121	Motor vehicle diesel engines and engine parts	This subclass comprises new and rebuilt diesel engines for motor vehicles, and parts of diesel engines for motor vehicles.	41312
VehicularLightingEquipment	413211	Vehicular lighting equipment	This subclass comprises vehicular lighting equipment.	41321
OtherMotorVehicleElectricalAndElectronicEquipment	413212	Other motor vehicle electrical and electronic equipment	This subclass comprises other motor vehicle electrical and electronic equipment.	41321
MotorVehicleInstrumentsAndParts	413213	Motor vehicle instruments and parts	This subclass comprises motor vehicle instruments and parts.	41321
MotorVehiclePlasticParts	413311	Motor vehicle plastic parts	This subclass comprises motor vehicle plastic parts.	41331
AutomotiveGlassAndAutomotiveMirrors	413322	Automotive glass and automotive mirrors	This subclass comprises automotive glass and automotive mirrors.	41332
MotorVehicleSeats	413411	Motor vehicle seats	This subclass comprises motor vehicle seats.	41341
PartsOfMotorVehicleSeats	413412	Parts of motor vehicle seats	This subclass comprises parts of motor vehicle seats.	41341
MotorVehicleInteriorTrim	413413	Motor vehicle interior trim	This subclass comprises motor vehicle interior trim.	41341
MotorVehicleMetalStampings	413511	Motor vehicle metal stampings	This subclass comprises motor vehicle metal stampings.	41351
MotorVehicleSteeringAndSuspensionComponents	413521	Motor vehicle steering and suspension components	This subclass comprises motor vehicle steering and suspension components.	41352
MotorVehicleTransmissionAndDriveTrainComponents	413531	Motor vehicle transmission and drive train components	This subclass comprises motor vehicle transmission and drive train components.	41353
MotorVehicleBrakesAndBrakeSystems	413541	Motor vehicle brakes and brake systems	This subclass comprises motor vehicle brakes and brake systems.	41354
MotorVehicleWheels	413551	Motor vehicle wheels	This subclass comprises motor vehicle wheels.	41355
MotorVehicleExhaustSystemParts	413552	Motor vehicle exhaust system parts	This subclass comprises motor vehicle exhaust system parts.	41355
MotorVehicleAirConditioningSystemsAndParts	413553	Motor vehicle air-conditioning systems and parts	This subclass comprises motor vehicle air-conditioning systems, including compressors and other parts.	41355
MotorVehicleHardware	413554	Motor vehicle hardware	This subclass comprises motor vehicle hardware.	41355
PrecisionTurnedAutomotiveProducts	413555	Precision-turned automotive products	This subclass comprises precision-turned products for motor vehicles.	41355
OtherMotorVehiclePartsN.e.c.	413556	Other motor vehicle parts, n.e.c.	This subclass comprises other motor vehicle parts, n.e.c., such as filters and air bag assemblies.	41355
Aircraft	421111	Aircraft	This subclass comprises military and civilian aircraft.	42111
AircraftEngines	431111	Aircraft engines	This subclass comprises aircraft engines.	43111
AircraftEnginePartsAndAccessoriesIncludingPropellersAndRotors	431121	Aircraft engine parts and accessories (including propellers and rotors)	This subclass comprises aircraft engine parts and accessories, including propellers and rotors.	43112
OtherAerospacePartsGuidedMissilesAndSpaceVehicles	431122	Other aerospace parts, guided missiles and space vehicles	This subclass comprises other aerospace parts, guided missiles and space vehicles.	43112
Ships	441111	Ships	This subclass comprises military and non-military ships, barges and platforms.	44111
SubwayAndRapidTransitCarsAndStreetcars	441121	Subway and rapid transit cars, and streetcars	This subclass comprises subway and rapid transit cars, and streetcars.	44112
LocomotivesAndRailwayMaintenanceOfWayEquipment	441122	Locomotives and railway maintenance-of-way equipment	This subclass comprises locomotives and railway maintenance-of-way equipment.	44112
OtherRailwayRollingStock	441123	Other railway rolling stock	This subclass comprises other railway rolling stock.	44112
PersonalWatercraftAndParts	442111	Personal watercraft and parts	This subclass comprises personal watercraft and parts of personal watercraft.	44211
MotorboatsAndOtherBoats	442112	Motorboats and other boats	This subclass comprises motorboats, and recreational boats and other boats, n.e.c.	44211
Bicycles	442121	Bicycles	This subclass comprises bicycles for recreation and transportation.	44212
Snowmobiles	442122	Snowmobiles	This subclass comprises snowmobiles.	44212
MilitaryArmouredVehicles	442123	Military armoured vehicles	This subclass comprises military tanks and other military armoured vehicles.	44212
MotorcyclesGolfCartsThreeWheeledMotorVehiclesAndOtherLandVehiclesN.e.c.	442124	Motorcycles; golf carts; three-wheeled motor vehicles; and other land vehicles n.e.c.	This subclass comprises motorcycles, golf carts, motorized tricycles and other land vehicles n.e.c.	44212
PartsOfLocomotivesOfRailwayRollingStockAndOfRapidTransitEquipment	451111	Parts of locomotives, of railway rolling stock, and of rapid transit equipment	This subclass comprises parts of locomotives, of railway rolling stock, and of rapid transit equipment.	45111
BicycleParts	451121	Bicycle parts	This subclass comprises bicycle parts.	45112
SnowmobileParts	451122	Snowmobile parts	This subclass comprises snowmobile parts.	45112
PartsOfOtherTransportationEquipmentN.e.c.	451123	Parts of other transportation equipment, n.e.c.	This subclass comprises parts of other transportation equipment, n.e.c.	45112
WoodDoors	462111	Wood doors	This subclass comprises wood doors.	46211
WoodWindowUnits	462112	Wood window units	This subclass comprises complete window units, of wood.	46211
WoodDoorAndWindowFramesAndSash	462113	Wood door and window frames and sash	This subclass comprises wood door and window frames and sash.	46211
WoodKitchenCabinetsAndOtherCabinetwork	462121	Wood kitchen cabinets and other cabinetwork	This subclass comprises wood kitchen cabinets and other cabinetwork.	46212
WoodKitchenCabinetAndBathroomVanityTopsIncludingMadeOfPlasticLaminatedWood	462122	Wood kitchen cabinet and bathroom vanity tops (including made of plastic laminated wood)	This subclass comprises wood kitchen cabinet and bathroom vanity tops, including when made of plastic laminated wood.	46212
HardwoodFlooring	462131	Hardwood flooring	This subclass comprises hardwood flooring.	46213
SoftwoodFlooring	462132	Softwood flooring	This subclass comprises softwood flooring.	46213
HardwoodAndSoftwoodCutStockAndDimensionIncludingFurnitureCutStock	462133	Hardwood and softwood cut stock and dimension (including furniture cut stock)	This subclass comprises hardwood and softwood cut stock and dimension, including furniture cut stock.	46213
OtherWoodMillworkProducts	462134	Other wood millwork products	This subclass comprises other hardwood and softwood millwork products.	46213
OtherWoodProductsN.e.c.	462135	Other wood products, n.e.c.	This subclass comprises other wood products, n.e.c.	46213
